CLASS,MFR,CAR LINE,DISPLACEMENT,NUMB CYL,TRANS,DRIVE SYS,INDEX NUMB,CITY MPG (GUIDE),HWY MPG (GUIDE),COMB MPG (GUIDE),UNRND CITY (EPA),UNRND HWY (EPA),UNRND COMP (EPA),FUEL TYPE,GUZLR,TURBO,SPCHGR,AVG 2D PASS VOL,AVG 2D LUGG VOL,AVG 4D PAS VOL,AVG 4D LUGG VOL,AVG HB PAS VOL,AVG HB LUGG VOL,ANL FL CST,ENG BLK TXT,TRANS DESC TXT,VLVS PER CYL,CLS,5C CODE
COMPACT CARS,BMW,328XI,3,6,Manual(M6),4,30,17,25,20,20.854,35.2937,25.5598,P,,,,,,93,12,,,2250, ,,4,4,DERIVED
COMPACT CARS,BMW,328XI,3,6,Auto(S6),4,30,17,25,20,21.7672,35.2164,26.2843,P,,,,,,93,12,,,2250, ,3MODE CLKUP ,4,4,DERIVED
COMPACT CARS,BMW,335I,3,6,Manual(M6),R,35,17,26,20,20.931,36.1416,25.8212,P,,T,,,,93,12,,,2250, ,,4,4,DERIVED
COMPACT CARS,BMW,335I,3,6,Auto(S6),R,35,17,26,20,21.7144,36.3822,26.527,P,,T,,,,93,12,,,2250, ,3MODE CLKUP ,4,4,DERIVED
COMPACT CARS,BMW,335XI,3,6,Manual(M6),4,35,16,25,19,20.5496,34.2236,25.0542,P,,T,,,,93,12,,,2367, ,,4,4,DERIVED
COMPACT CARS,BMW,335XI,3,6,Auto(S6),4,35,17,25,20,21.0379,34.606,25.5449,P,,T,,,,93,12,,,2250, ,3MODE CLKUP ,4,4,DERIVED
COMPACT CARS,CHEVROLET,AVEO,1.6,4,Auto(A4),F,2,23,32,26,28.8787,44.3929,34.2678,R,,,,,,91,12,,,1617, ,EMS ,,4,DERIVED
COMPACT CARS,CHEVROLET,AVEO,1.6,4,Manual(M5),F,2,24,34,27,30.0861,47.687,36.0784,R,,,,,,91,12,,,1554, ,EMS ,,4,DERIVED
COMPACT CARS,CHRYSLER,PT CRUISER CONVERTIBLE,2.4,4,Auto(L4),F,601,18,24,21,23,34.1,26.9473,P,,T,,,,95,8,,,2142, ,CLKUP ,4,4,DERIVED
COMPACT CARS,CHRYSLER,PT CRUISER CONVERTIBLE,2.4,4,Auto(L4),F,600,19,24,21,23.7,34.1,27.4701,R,,,,,,95,8,,,1999, ,CLKUP ,4,4,DERIVED
COMPACT CARS,CHRYSLER,PT CRUISER CONVERTIBLE,2.4,4,Manual(M5),F,601,20,25,22,25.2,34.9,28.8024,P,,T,,,,95,8,,,2048, ,,4,4,DERIVED
COMPACT CARS,CHRYSLER,PT CRUISER CONVERTIBLE,2.4,4,Manual(M5),F,600,21,26,23,26.5499,36.6858,30.3195,R,,,,,,95,8,,,1827, ,,4,4,DERIVED
COMPACT CARS,FORD,FOCUS  FWD,2,4,Auto(L4),F,125,24,33,28,31.083,46.6144,36.5655,R,,,,93,14,93,14,,,1499, ,CLKUP ,4,4,DERIVED
COMPACT CARS,FORD,FOCUS  FWD,2,4,Manual(M5),F,131,24,35,28,30.8908,48.8064,37.0031,R,,,,93,14,93,14,,,1499, ,SIL ,4,4,DERIVED
COMPACT CARS,HONDA,ACCORD 2DR COUPE,2.4,4,Auto(L5),F,8,21,30,24,26.1998,42.2654,31.606,R,,,,93,12,,,,,1751, ,CLKUP ,4,4,DERIVED
COMPACT CARS,HONDA,ACCORD 2DR COUPE,2.4,4,Manual(M5),F,8,22,31,25,27.9,43.5,33.2689,R,,,,93,12,,,,,1680, ,,4,4,DERIVED
COMPACT CARS,HONDA,ACCORD 2DR COUPE,3.5,6,Auto(L5),F,15,19,28,22,23.7,39.8553,28.9876,R,,,,93,12,,,,,1911,VCM,CLKUP ,4,4,DERIVED
COMPACT CARS,HONDA,ACCORD 2DR COUPE,3.5,6,Manual(M6),F,13,17,25,20,20.7,35.3,25.4337,R,,,,93,12,,,,,2100, ,,4,4,DERIVED
COMPACT CARS,HONDA,CIVIC HYBRID,1.3,4,Auto(AV),F,2,40,45,42,54.6,65,58.8362,R,,,,,,91,10,,,1000,HEV,EMS ,2,4,DERIVED
COMPACT CARS,HYUNDAI,ACCENT,1.6,4,Auto(L4),F,15,24,33,28,31.0998,47.1153,36.7161,R,,,,,,92,12,92,16,1499, ,CLKUP ,4,4,DERIVED
COMPACT CARS,HYUNDAI,ACCENT,1.6,4,Manual(M5),F,15,27,32,29,35.3499,44.4433,38.9348,R,,,,,,92,12,92,16,1449, ,,4,4,DERIVED
COMPACT CARS,JAGUAR,JAGUAR X-TYPE,3,6,Auto(L5),4,402,16,22,18,19.8489,30.6948,23.6017,P,,,,,,90,16,,,2502, ,EMS 2MODE CLKUP,4,4,DERIVED
COMPACT CARS,KIA,RIO,1.6,4,Auto(L4),F,12,25,35,29,32.198,48.8121,38.0216,R,,,,,,92,12,92,16,1449, ,CLKUP ,4,4,DERIVED
COMPACT CARS,KIA,RIO,1.6,4,Manual(M5),F,12,27,32,29,35.3727,44.5948,39.0022,R,,,,,,92,12,92,16,1449, ,,4,4,DERIVED
COMPACT CARS,LEXUS,GS 450H,3.5,6,Auto(S6),R,13,22,25,23,27.9,35.3494,30.823,P,,,,,,98,8,,,1958,HEV,VMODE VLKUP ,4,4,DERIVED
COMPACT CARS,MAZDA,MAZDA3,2,4,Manual(M5),F,4,24,32,27,31.1199,45.0399,36.1471,R,,,,,,94,11,95,17,1554, ,,4,4,DERIVED
COMPACT CARS,MAZDA,MAZDA3,2,4,Auto(S4),F,4,23,31,26,28.7135,43.0269,33.7686,R,,,,,,94,11,95,17,1617, ,DC/FW,4,4,DERIVED
COMPACT CARS,MAZDA,MAZDA3,2.3,4,Manual(M5),F,5,22,29,25,28.3172,41.1964,32.9532,R,,,,,,94,11,95,17,1680, ,,4,4,DERIVED
COMPACT CARS,MAZDA,MAZDA3,2.3,4,Auto(S5),F,5,22,29,24,27.713,40.0483,32.1722,R,,,,,,94,11,95,17,1751, ,DC/FW,4,4,DERIVED
COMPACT CARS,MERCEDES-BENZ,C300,3,6,Auto(L7),R,51,13,19,15,16.4,26.4,19.7699,E,,,,,,88,12,,,2601,E85 320,EMS 2MODE CLKUP,4,4,DERIVED
COMPACT CARS,MERCEDES-BENZ,C300,3,6,Auto(L7),R,50,18,25,21,22.3,35.5,26.7811,P,,,,,,88,12,,,2142,GAS 440,EMS 2MODE CLKUP,4,4,DERIVED
COMPACT CARS,MERCEDES-BENZ,C300,3,6,Manual(M6),R,36,18,26,21,22.3,35.8,26.8575,P,,,,,,88,12,,,2142, ,EMS 2MODE CLKUP,4,4,DERIVED
COMPACT CARS,MERCEDES-BENZ,C300 4MATIC,3,6,Auto(L7),4,57,17,25,20,21.8,34.4,26.1023,P,,,,,,88,12,,,2250, ,EMS 2MODE CLKUP,4,4,DERIVED
COMPACT CARS,MERCEDES-BENZ,C350,3.5,6,Auto(L7),R,31,17,25,20,21.4,34.6,25.8353,P,,,,,,88,12,,,2250, ,EMS 2MODE CLKUP,4,4,DERIVED
COMPACT CARS,MERCEDES-BENZ,CL550,5.5,8,Auto(L7),R,39,14,21,17,17.7,29.5,21.5854,P,G,,,91,14,,,,,2646, ,EMS 2MODE CLKUP,4,4,DERIVED
COMPACT CARS,MERCEDES-BENZ,CL600,5.5,12,Auto(L5),R,33,11,17,13,13.6,23,16.6649,P,G,T,,91,14,,,,,3460, ,EMS 2MODE CLKUP,3,4,DERIVED
COMPACT CARS,MERCEDES-BENZ,CL63 AMG,6.2,8,Auto(S7),R,2,11,18,14,14,24.7,17.39,P,G,,,91,14,,,,,3213, ,EMS 2MODE CLKUP,3,4,DERIVED
COMPACT CARS,MERCEDES-BENZ,CL65 AMG,5.5,12,Auto(S5),R,30,11,17,13,13.7,23.4,16.8416,P,G,T,,91,14,,,,,3460, ,EMS 2MODE CLKUP,3,4,DERIVED
COMPACT CARS,MERCEDES-BENZ,CLS550,5.5,8,Auto(L7),R,38,14,21,16,17.3,29,21.1376,P,G,,,,,93,13,,,2812, ,EMS 2MODE CLKUP,4,4,DERIVED
COMPACT CARS,MERCEDES-BENZ,CLS63 AMG,6.2,8,Auto(S7),R,11,12,18,14,14.9,25,18.2107,P,G,,,,,93,13,,,3213, ,EMS 2MODE CLKUP,4,4,DERIVED
COMPACT CARS,MITSUBISHI,LANCER,2,4,Auto(AV),F,50,22,29,24,27.5844,39.9998,32.0628,R,,,,,,93,12,,,1751,DOHC,VMODE VLKUP ,4,4,DERIVED
COMPACT CARS,MITSUBISHI,LANCER,2,4,Manual(M5),F,50,21,29,24,27.222,39.9899,31.7893,R,,,,,,93,12,,,1751,DOHC,,4,4,DERIVED
COMPACT CARS,PONTIAC,G6,2.4,4,Auto(L4),F,38,22,30,25,27.3,42.3,32.4835,R,,,,83,13,95,14,,,1680, ,CLKUP ,4,4,DERIVED
COMPACT CARS,PONTIAC,G6,3.5,6,Auto(L4),F,23,18,29,22,22.3,40.6,27.974,R,,,,83,13,95,14,,,1911, ,CLKUP ,2,4,DERIVED
COMPACT CARS,PONTIAC,G6,3.6,6,Auto(S6),F,51,17,26,20,21.4,35.6,26.0815,R,,,,83,13,95,14,,,2100, ,2MODE CLKUP ,4,4,DERIVED
COMPACT CARS,PONTIAC,G6,3.9,6,Auto(S4),F,39,15,22,18,19,31.1,23.0325,R,,,,83,13,95,14,,,2335, ,CLKUP ,2,4,DERIVED
COMPACT CARS,PONTIAC,G6,3.5,6,Auto(S4),F,50,17,26,20,21.3,36.6,26.2352,R,,,,83,13,95,14,,,2100, ,CLKUP ,2,4,DERIVED
COMPACT CARS,ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,6.7,12,Auto(S6),R,67,11,18,14,13.9939,24.2,17.2718,P,G,,,,,94,11,,,3213, ,2MODE CLKUP ,4,4,DERIVED
COMPACT CARS,SAAB,9-3 SPORT SEDAN,2.8,6,Manual(M6),F,74,16,26,19,19.7,36,24.741,P,,T,,,,90,15,,,2367, ,,4,4,DERIVED
COMPACT CARS,SAAB,9-3 SPORT SEDAN,2,4,Manual(M6),F,76,19,29,23,24.5,40,29.6745,P,,T,,,,90,15,,,1958, ,,4,4,DERIVED
COMPACT CARS,SAAB,9-3 SPORT SEDAN,2.8,6,Auto(S6),F,73,15,24,18,18.0319,33.009,22.6582,P,,T,,,,90,15,,,2502, ,2MODE CLKUP ,4,4,DERIVED
COMPACT CARS,SAAB,9-3 SPORT SEDAN,2,4,Auto(S5),F,77,19,26,21,23.5,36,27.8519,P,,T,,,,90,15,,,2142, ,2MODE CLKUP ,4,4,DERIVED
COMPACT CARS,SUBARU,IMPREZA AWD,2.5,4,Manual(M5),4,20,20,27,22,24.7286,37.5847,29.2274,R,,,,,,94,11,,,1911, ,,4,4,DERIVED
COMPACT CARS,SUBARU,IMPREZA AWD,2.5,4,Auto(S4),4,20,20,27,22,25.0768,37.1373,29.3687,R,,,,,,94,11,,,1911, ,2MODE CLKUP ,4,4,DERIVED
COMPACT CARS,SUBARU,IMPREZA AWD,2.5,4,Manual(M5),4,22,19,25,21,23.4336,34.2401,27.3126,P,,T,,,,94,11,,,2142, ,,4,4,DERIVED
COMPACT CARS,SUBARU,IMPREZA AWD,2.5,4,Auto(S4),4,22,20,25,22,24.7992,35.0293,28.5514,P,,T,,,,94,11,,,2048, ,2MODE CLKUP ,4,4,DERIVED
COMPACT CARS,SUBARU,LEGACY AWD,3,6,Auto(S5),4,31,17,24,20,21.7,32.9,25.6256,P,,,,,,94,11,,,2250, ,2MODE CLKUP ,4,4,DERIVED
COMPACT CARS,SUBARU,LEGACY AWD,2.5,4,Manual(M5),4,20,20,27,22,24.7286,37.5847,29.2274,R,,,,,,94,11,,,1911, ,,4,4,DERIVED
COMPACT CARS,SUBARU,LEGACY AWD,2.5,4,Auto(S4),4,20,20,27,22,25.0768,37.1373,29.3687,R,,,,,,94,11,,,1911, ,2MODE CLKUP ,4,4,DERIVED
COMPACT CARS,SUBARU,LEGACY AWD,2.5,4,Manual(M5),4,22,19,25,21,23.4336,34.2401,27.3126,P,,T,,,,94,11,,,2142, ,,4,4,DERIVED
COMPACT CARS,SUBARU,LEGACY AWD,2.5,4,Manual(M6),4,22,17,24,20,21.3,33.7,25.5267,P,,T,,,,94,11,,,2250, ,,4,4,DERIVED
COMPACT CARS,SUBARU,LEGACY AWD,2.5,4,Auto(S5),4,22,18,24,20,22.1,33.6,26.1235,P,,T,,,,94,11,,,2250, ,2MODE CLKUP ,4,4,DERIVED
COMPACT CARS,SUZUKI,FORENZA,2,4,Auto(A4),F,3,19,28,22,23.9,39.2,28.9921,R,,,,,,95,12,,,1911, ,EMS ,4,4,DERIVED
COMPACT CARS,SUZUKI,FORENZA,2,4,Manual(M5),F,3,20,28,23,25.4,39.1,30.1545,R,,,,,,95,12,,,1827, ,EMS ,4,4,DERIVED
COMPACT CARS,SUZUKI,RENO,2,4,Auto(A4),F,3,19,28,22,23.9,39.2,28.9921,R,,,,,,,,95,9,1911, ,EMS ,4,4,DERIVED
COMPACT CARS,SUZUKI,RENO,2,4,Manual(M5),F,3,20,28,23,25.4,39.1,30.1545,R,,,,,,,,95,9,1827, ,EMS ,4,4,DERIVED
COMPACT CARS,SUZUKI,SX4 SEDAN,2,4,Auto(L4),F,54,23,31,26,29.2,42.9,34.1004,R,,,,,,88,14,,,1617, ,CLKUP ,4,4,DERIVED
COMPACT CARS,SUZUKI,SX4 SEDAN,2,4,Manual(M5),F,53,22,30,25,28.5,42.3,33.404,R,,,,,,88,14,,,1680, ,,4,4,DERIVED
COMPACT CARS,TOYOTA,CAMRY SOLARA,2.4,4,Manual(M5),F,31,21,31,25,27,43.1,32.4557,R,,,,92,14,,,,,1680, ,,4,4,DERIVED
COMPACT CARS,TOYOTA,CAMRY SOLARA,2.4,4,Auto(S5),F,31,22,31,25,27.4415,43.9239,33.0168,R,,,,92,14,,,,,1680, ,CLKUP ,4,4,DERIVED
COMPACT CARS,TOYOTA,CAMRY SOLARA,3.3,6,Auto(S5),F,7,18,27,21,22.8,37.8,27.7565,R,,,,92,14,,,,,1999, ,CLKUP ,4,4,DERIVED
COMPACT CARS,TOYOTA,CAMRY SOLARA CONVERTIBLE,3.3,6,Auto(S5),F,7,18,26,21,22.4,36.8,27.1873,R,,,,89,12,,,,,1999, ,CLKUP ,4,4,DERIVED
COMPACT CARS,TOYOTA,COROLLA,1.8,4,Auto(L4),F,3,26,35,29,33.5463,49.0495,39.1089,R,,,,,,89,14,,,1449, ,CLKUP ,4,4,DERIVED
COMPACT CARS,TOYOTA,COROLLA,1.8,4,Manual(M5),F,3,28,37,31,35.7499,52.5496,41.7571,R,,,,,,89,14,,,1357, ,,4,4,DERIVED
COMPACT CARS,VOLKSWAGEN,GTI,2,4,Auto(S6),F,5,22,29,25,28.1096,40.4093,32.5709,P,,T,,,,,,94,15,1800, ,3MODE ,4,4,DERIVED
COMPACT CARS,VOLKSWAGEN,GTI,2,4,Manual(M6),F,2,21,29,24,26.0135,40.9282,31.1161,P,,T,,,,,,94,15,1876, ,,4,4,DERIVED
COMPACT CARS,VOLKSWAGEN,JETTA,2,4,Auto(S6),F,5,22,29,25,28.1096,40.4093,32.5709,P,,T,,,,91,16,,,1800, ,3MODE ,4,4,DERIVED
COMPACT CARS,VOLKSWAGEN,JETTA,2,4,Manual(M6),F,2,21,29,24,26.0135,40.9282,31.1161,P,,T,,,,91,16,,,1876, ,,4,4,DERIVED
COMPACT CARS,VOLKSWAGEN,JETTA,2.5,5,Manual(M5),F,21,21,29,24,24.1057,39.4938,29.231,R,,,,,,91,16,,,1751, ,,4,4,5-CYCLE
COMPACT CARS,VOLKSWAGEN,JETTA,2.5,5,Auto(S6),F,21,21,29,24,24.7462,39.46,29.7357,R,,,,,,91,16,,,1751, ,3MODE CLKUP ,4,4,5-CYCLE
COMPACT CARS,VOLKSWAGEN,R32,3.2,6,Auto(S6),4,15,18,23,20,22.3,32.1,25.8516,P,,,,,,,,93,15,2250, ,3MODE ,4,4,DERIVED
COMPACT CARS,VOLKSWAGEN,RABBIT,2.5,5,Manual(M5),F,21,22,29,24,24.394,39.6511,29.5025,R,,,,,,,,94,15,1751, ,,4,4,5-CYCLE
COMPACT CARS,VOLKSWAGEN,RABBIT,2.5,5,Auto(S6),F,21,21,29,24,24.7462,39.46,29.7357,R,,,,,,,,94,15,1751, ,3MODE CLKUP ,4,4,5-CYCLE
COMPACT CARS,VOLVO,C30 FWD,2.5,5,Manual(M6),F,3,19,28,23,24.4,39.5,29.4695,P,,T,,,,,,89,15,1958, ,,4,4,DERIVED
COMPACT CARS,VOLVO,C30 FWD,2.5,5,Auto(S5),F,3,19,27,22,23.8987,38.4468,28.8033,P,,T,,,,,,89,15,2048, ,2MODE CLKUP ,4,4,DERIVED
COMPACT CARS,VOLVO,C30 FWD,2.4,5,Manual(M5),F,8,20,28,23,25,39.7,29.9985,P,,,,,,,,89,15,1958, ,,4,4,DERIVED
COMPACT CARS,VOLVO,C30 FWD,2.4,5,Auto(S5),F,8,20,28,23,25.0004,39.5001,29.9472,P,,,,,,,,89,15,1958, ,2MODE CLKUP ,4,4,DERIVED
COMPACT CARS,VOLVO,S40 AWD,2.5,5,Manual(M6),4,3,17,25,20,21.7,35.5,26.3008,P,,T,,,,92,13,,,2250, ,,4,4,DERIVED
COMPACT CARS,VOLVO,S40 AWD,2.5,5,Auto(S5),4,3,18,26,21,22.1469,36.4714,26.9015,P,,T,,,,92,13,,,2142, ,2MODE CLKUP ,4,4,DERIVED
COMPACT CARS,VOLVO,S40 FWD,2.5,5,Manual(M6),F,3,19,28,23,24.4,39.5,29.4695,P,,T,,,,92,13,,,1958, ,,4,4,DERIVED
COMPACT CARS,VOLVO,S40 FWD,2.5,5,Auto(S5),F,3,19,27,22,23.8987,38.4468,28.8033,P,,T,,,,92,13,,,2048, ,2MODE CLKUP ,4,4,DERIVED
COMPACT CARS,VOLVO,S40 FWD,2.4,5,Manual(M5),F,8,20,28,23,25,39.7,29.9985,P,,,,,,92,13,,,1958, ,,4,4,DERIVED
COMPACT CARS,VOLVO,S40 FWD,2.4,5,Auto(S5),F,8,20,28,23,25.0004,39.5001,29.9472,P,,,,,,92,13,,,1958, ,2MODE CLKUP ,4,4,DERIVED
COMPACT CARS,VOLVO,S60 AWD,2.5,5,Auto(L5),4,3,17,26,21,21.8996,36.5435,26.7175,P,,T,,,,91,14,,,2142, ,CLKUP ,4,4,DERIVED
COMPACT CARS,VOLVO,S60 AWD,2.5,5,Auto(S5),4,3,18,26,21,22.1469,36.4714,26.9015,P,,T,,,,91,14,,,2142, ,2MODE CLKUP ,4,4,DERIVED
COMPACT CARS,VOLVO,S60 FWD,2.5,5,Auto(L5),F,3,19,27,22,23.4,37.6,28.191,P,,T,,,,91,14,,,2048, ,CLKUP ,4,4,DERIVED
COMPACT CARS,VOLVO,S60 FWD,2.5,5,Auto(S5),F,3,19,27,22,23.8987,38.4468,28.8033,P,,T,,,,91,14,,,2048, ,2MODE CLKUP ,4,4,DERIVED
COMPACT CARS,VOLVO,S60 FWD,2.4,5,Manual(M6),F,2,18,26,21,22.9,35.6,27.2792,P,,T,,,,91,14,,,2142, ,,4,4,DERIVED
COMPACT CARS,VOLVO,S60 FWD,2.4,5,Auto(S5),F,2,18,26,21,22.1087,36.269,26.8209,P,,T,,,,91,14,,,2142, ,2MODE CLKUP ,4,4,DERIVED
MIDSIZE CARS,ACURA,RL,3.5,6,Auto(S5),4,11,16,24,19,20.3,33.0439,24.5629,P,,,,,,99,13,,,2367, ,2MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,ACURA,TL,3.2,6,Auto(S5),F,10,18,26,21,22.4499,37,27.2768,P,,,,,,98,12,,,2142, ,2MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,ACURA,TL,3.5,6,Manual(M6),F,12,18,27,21,22.6,37.7,27.569,P,,,,,,98,12,,,2142, ,,4,5,DERIVED
MIDSIZE CARS,ACURA,TL,3.5,6,Auto(S5),F,12,17,26,20,21.2,35.7,25.9414,P,,,,,,98,12,,,2250, ,2MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,AUDI,A6,3.1,6,Auto(AV),F,22,18,27,21,23.0325,37.6462,27.9074,P,,,,,,98,16,,,2142, ,3MODE ,4,5,DERIVED
MIDSIZE CARS,AUDI,A6 QUATTRO,3.1,6,Auto(S6),4,22,17,25,20,21.494,34.5339,25.8939,P,,,,,,98,16,,,2250, ,3MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,AUDI,A6 QUATTRO,4.2,8,Auto(S6),4,23,16,23,18,19.909,31.5594,23.8751,P,,,,,,98,16,,,2502, ,3MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,AUDI,A8,4.2,8,Auto(S6),4,23,16,23,18,19.909,31.5594,23.8751,P,,,,,,100,15,,,2502, ,3MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,AUDI,S6,5.2,10,Auto(S6),4,24,14,19,16,17.2,26.7,20.4789,P,G,,,,,98,16,,,2812, ,3MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,AUDI,S8,5.2,10,Auto(S6),4,24,13,19,15,15.7,25.7,19.0325,P,G,,,,,100,15,,,3002, ,3MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,BENTLEY,ARNAGE,6.7,8,Auto(S6),R,22,10,15,11,11.6,20.4,14.3942,P,G,T,,,,104,13,,,4090, ,3MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,BENTLEY,CONTINENTAL FLYING SPUR,6,12,Auto(S6),4,26,10,17,12,12.4969,23.2298,15.7772,P,G,T,,,,102,13,,,3748, ,3MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,BMW,528I,3,6,Manual(M6),R,30,18,28,21,22.4921,38.9302,27.7684,P,,,,,,99,14,,,2142, ,,4,5,DERIVED
MIDSIZE CARS,BMW,528I,3,6,Auto(S6),R,30,18,27,21,22.5238,38.1884,27.6225,P,,,,,,99,14,,,2142, ,3MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,BMW,528XI,3,6,Manual(M6),4,30,17,25,20,20.854,35.2937,25.5598,P,,,,,,99,14,,,2250, ,,4,5,DERIVED
MIDSIZE CARS,BMW,528XI,3,6,Auto(S6),4,30,17,25,20,21.7672,35.2164,26.2843,P,,,,,,99,14,,,2250, ,3MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,BMW,535I,3,6,Manual(M6),R,35,17,26,20,20.931,36.1416,25.8212,P,,T,,,,99,14,,,2250, ,,4,5,DERIVED
MIDSIZE CARS,BMW,535I,3,6,Auto(S6),R,35,17,26,20,21.7144,36.3822,26.527,P,,T,,,,99,14,,,2250, ,3MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,BMW,535XI,3,6,Manual(M6),4,35,16,25,19,20.5496,34.2236,25.0542,P,,T,,,,99,14,,,2367, ,,4,5,DERIVED
MIDSIZE CARS,BMW,535XI,3,6,Auto(S6),4,35,17,25,20,21.0379,34.606,25.5449,P,,T,,,,99,14,,,2250, ,3MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,BMW,550I,4.8,8,Manual(M6),R,48,15,22,18,18.714,30.6951,22.7015,P,,,,,,99,14,,,2502, ,,4,5,DERIVED
MIDSIZE CARS,BMW,550I,4.8,8,Auto(S6),R,48,15,23,18,19.0711,31.466,23.18,P,,,,,,99,14,,,2502, ,3MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,BMW,M5,5,10,Manual(M6),R,51,11,17,13,13.1261,23.2779,16.331,P,G,,,,,99,14,,,3460, ,,4,5,DERIVED
MIDSIZE CARS,BMW,M5,5,10,Auto(S7),R,50,11,17,13,13.0847,23.6701,16.3813,P,G,,,,,99,14,,,3460,SMG TRANS,6MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,BUICK,LACROSSE/ALLURE,5.3,8,Auto(L4),F,7,16,24,19,20.2,34.1,24.7377,P,,,,,,100,16,,,2367, ,CLKUP ,2,5,DERIVED
MIDSIZE CARS,BUICK,LACROSSE/ALLURE,3.8,6,Auto(L4),F,25,17,28,21,21.8,38.6,27.1095,R,,,,,,100,16,,,1999, ,CLKUP ,2,5,DERIVED
MIDSIZE CARS,BUICK,LACROSSE/ALLURE,3.6,6,Auto(L4),F,813,17,25,20,21.1,35.5,25.8115,R,,,,,,100,16,,,2100, ,CLKUP ,4,5,DERIVED
MIDSIZE CARS,CADILLAC,CTS,3.6,6,Auto(S6),R,33,17,26,20,21.449,36.7774,26.4006,R,,,,,,96,14,,,2100,DIRECTINJ,CLKUP ,4,5,DERIVED
MIDSIZE CARS,CADILLAC,CTS,3.6,6,Auto(S6),R,63,18,26,21,22.2,36.7,27.0005,R,,,,,,96,14,,,1999, ,3MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,CADILLAC,CTS,3.6,6,Manual(M6),R,65,16,25,19,20.3,35.1,25.0538,R,,,,,,96,14,,,2209, ,SIL ,4,5,DERIVED
MIDSIZE CARS,CADILLAC,CTS,3.6,6,Manual(M6),R,66,16,25,19,19.9,35.5,24.8051,R,,,,,,96,14,,,2209,DIRECTINJ,SIL ,4,5,DERIVED
MIDSIZE CARS,CADILLAC,CTS AWD,3.6,6,Auto(S6),4,34,17,26,20,20.9,36.7,25.9219,R,,,,,,96,14,,,2100,DIRECTINJ,3MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,CADILLAC,CTS AWD,3.6,6,Auto(S6),4,64,17,25,20,21.2,34.8,25.7238,R,,,,,,96,14,,,2100, ,3MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,CADILLAC,STS,4.4,8,Auto(S6),R,36,13,19,15,15.9,26.9,19.4856,P,G,,S,,,102,14,,,3002, ,CLKUP ,4,5,DERIVED
MIDSIZE CARS,CADILLAC,STS,4.6,8,Auto(S6),R,30,15,24,18,18.5,34,23.2747,P,,,,,,102,14,,,2502, ,CLKUP ,4,5,DERIVED
MIDSIZE CARS,CADILLAC,STS,3.6,6,Auto(S6),R,33,17,26,20,21.449,36.7774,26.4006,R,,,,,,102,14,,,2100,DIRECTINJ,CLKUP ,4,5,DERIVED
MIDSIZE CARS,CADILLAC,STS AWD,4.6,8,Auto(S6),4,31,14,21,16,17,29.6,21.028,P,G,,,,,102,14,,,2812, ,CLKUP ,4,5,DERIVED
MIDSIZE CARS,CADILLAC,STS AWD,3.6,6,Auto(S6),4,34,17,26,20,20.9,36.7,25.9219,R,,,,,,102,14,,,2100,DIRECTINJ,3MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,CHEVROLET,CLASSIC,2.2,4,Auto(L4),F,37,21,31,25,27.1,43.6,32.6623,R,,,,,,101,15,,,1680, ,CLKUP ,4,5,DERIVED
MIDSIZE CARS,CHEVROLET,CLASSIC,3.5,6,Auto(L4),F,53,18,28,22,23.1,38.6,28.1948,R,,,,,,101,15,,,1911, ,CLKUP ,2,5,DERIVED
MIDSIZE CARS,CHEVROLET,MALIBU,2.4,4,Auto(L4),F,38,22,30,25,27.3,42.3,32.4835,R,,,,,,95,16,,,1680, ,CLKUP ,4,5,DERIVED
MIDSIZE CARS,CHEVROLET,MALIBU,3.5,6,Auto(L4),F,23,18,29,22,22.3,40.6,27.974,R,,,,,,95,16,,,1911, ,CLKUP ,2,5,DERIVED
MIDSIZE CARS,CHEVROLET,MALIBU,3.6,6,Auto(S6),F,51,17,26,20,21.4,35.6,26.0815,R,,,,,,95,16,,,2100, ,2MODE CLKUP ,4,5,DERIVED
MIDSIZE CARS,CHEVROLET,MALIBU HYBRID,2.4,4,Auto(L4),F,21,24,32,27,30.6,44.9,35.7192,R,,,,,,95,16,,,1554, ,CLKUP ,4,5,DERIVED
