CLASS,MFR,CAR LINE,DISPLACEMENT,NUMB CYL,TRANS,DRIVE SYS,CITY MPG (GUIDE),HWY MPG (GUIDE),COMB MPG (GUIDE),UNRND CITY (EPA),UNRND HWY (EPA),UNRND COMP (EPA),FUEL TYPE,GUZLR,TURBO,SPCHGR,AVG 2D PASS VOL,AVG 2D LUGG VOL,AVG 4D PAS VOL,AVG 4D LUGG VOL,AVG HB PAS VOL,AVG HB LUGG VOL,ANL FL CST,ENG BLK TXT,TRANS DESC TXT,VLVS PER CYL,CLS
SPEC PURP VEH - S.U.V. - 2WD,CHEVROLET,C1500 TAHOE 2WD,5.3,8,Auto(L4),R,15,20,17,16.9,25.9,20.0325,R,,,,,,,,,,1940,RNG420-610,CLKUP ,2,22
SPEC PURP VEH - S.U.V. - 2WD,CHEVROLET,EQUINOX FWD,3.4,6,Auto(L5),F,19,24,21,20.8,32.7,24.8733,R,,,,,,,,,,1571, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,CHEVROLET,HHR FWD,2.2,4,Auto(L4),F,23,30,25,26,39.2,30.6434,R,,,,,,,,,,1320, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,CHEVROLET,HHR FWD,2.2,4,Manual(M5),F,23,30,25,25.8,42.9,31.4393,R,,,,,,,,,,1320, ,,4,22
SPEC PURP VEH - S.U.V. - 2WD,CHEVROLET,HHR FWD,2.4,4,Auto(L4),F,23,30,25,25.7,40.4,30.732,R,,,,,,,,,,1320, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,CHEVROLET,HHR FWD,2.4,4,Manual(M5),F,22,30,25,25.2,39.4,30.0782,R,,,,,,,,,,1320, ,,4,22
SPEC PURP VEH - S.U.V. - 2WD,CHEVROLET,TRAILBLAZER 2WD,4.2,6,Auto(L4),R,16,22,18,17.6,28,21.1321,R,,,,,,,,,,1835, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,CHEVROLET,TRAILBLAZER 2WD,5.3,8,Auto(L4),R,16,21,18,17.4949,26.9,20.7614,R,,,,,,,,,,1835, ,CLKUP ,2,22
SPEC PURP VEH - S.U.V. - 2WD,CHEVROLET,TRAILBLAZER 2WD,6,8,Auto(L4),R,15,19,17,16.7,25.1,19.6609,P,,,,,,,,,,2117, ,CLKUP ,2,22
SPEC PURP VEH - S.U.V. - 2WD,CHEVROLET,TRAILBLAZER EXT 2WD,4.2,6,Auto(L4),R,15,20,17,16.7,25.7,19.824,R,,,,,,,,,,1940, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,CHEVROLET,TRAILBLAZER EXT 2WD,5.3,8,Auto(L4),R,16,20,18,17.7,28.3,21.2881,R,,,,,,,,,,1835, ,CLKUP ,2,22
SPEC PURP VEH - S.U.V. - 2WD,CHRYSLER,PACIFICA 2WD,3.5,6,Auto(L4),F,17,23,19,18.6499,29.526,22.3556,R,,,,,,,,,,1736, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,CHRYSLER,PACIFICA 2WD,3.8,6,Auto(L4),F,18,25,20,19.5,31.9,23.6341,R,,,,,,,,,,1650, ,CLKUP ,2,22
SPEC PURP VEH - S.U.V. - 2WD,CHRYSLER,PT CRUISER,2.4,4,Auto(L4),F,19,26,23,23,34.1,26.9473,P,,T,,,,,,,,1566, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,CHRYSLER,PT CRUISER,2.4,4,Auto(L4),F,21,26,23,23.7,34.1,27.4701,R,,,,,,,,,,1436, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,CHRYSLER,PT CRUISER,2.4,4,Manual(M5),F,21,27,23,25.2,34.9,28.8024,P,,T,,,,,,,,1566, ,,4,22
SPEC PURP VEH - S.U.V. - 2WD,CHRYSLER,PT CRUISER,2.4,4,Manual(M5),F,22,29,25,26.5499,36.6858,30.3195,R,,,,,,,,,,1320, ,,4,22
SPEC PURP VEH - S.U.V. - 2WD,CHRYSLER,PTCRUISER CONV/CABRIO,2.4,4,Auto(L4),F,19,26,23,23,34.1,26.9473,P,,T,,,,,,,,1566, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,CHRYSLER,PTCRUISER CONV/CABRIO,2.4,4,Auto(L4),F,21,26,23,23.7,34.1,27.4701,R,,,,,,,,,,1436, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,CHRYSLER,PTCRUISER CONV/CABRIO,2.4,4,Manual(M5),F,21,27,23,25.2,34.9,28.8024,P,,T,,,,,,,,1566, ,,4,22
SPEC PURP VEH - S.U.V. - 2WD,CHRYSLER,PTCRUISER CONV/CABRIO,2.4,4,Manual(M5),F,22,29,25,26.5499,36.6858,30.3195,R,,,,,,,,,,1320, ,,4,22
SPEC PURP VEH - S.U.V. - 2WD,DODGE,DURANGO 2WD,3.7,6,Auto(L4),R,16,21,18,17.7,26.9,20.9196,R,,,,,,,,,,1835, ,CLKUP ,2,22
SPEC PURP VEH - S.U.V. - 2WD,DODGE,DURANGO 2WD,4.7,8,Auto(L5),R,14,19,16,15.4,23.9,18.3342,R,,,,,,,,,,2062, ,CLKUP ,2,22
SPEC PURP VEH - S.U.V. - 2WD,DODGE,DURANGO 2WD,4.7,8,Auto(L5),R,9,11,10,9.8,14.6,11.5016,E,,,,,,,,,,3000,E85 260 MI,CLKUP ,2,22
SPEC PURP VEH - S.U.V. - 2WD,DODGE,DURANGO 2WD,4.7,8,Auto(L5),R,12,15,13,13.5,20.5,15.951,R,,,,,,,,,,2538,GAS 340 MI,CLKUP ,2,22
SPEC PURP VEH - S.U.V. - 2WD,DODGE,DURANGO 2WD,5.7,8,Auto(L5),R,15,20,17,16.3,25.6,19.4854,R,,,,,,,,,,1940, ,CLKUP ,1,22
SPEC PURP VEH - S.U.V. - 2WD,DODGE,MAGNUM,2.7,6,Auto(L4),R,21,28,24,23.1,35.8989,27.5143,R,,,,,,,,,,1376, ,CMODE ,4,22
SPEC PURP VEH - S.U.V. - 2WD,DODGE,MAGNUM,3.5,6,Auto(L4),R,19,27,22,21.5,34.2,25.8136,R,,,,,,,,,,1502, ,CMODE ,4,22
SPEC PURP VEH - S.U.V. - 2WD,DODGE,MAGNUM,3.5,6,Auto(L5),R,19,27,22,20.9,34.1,25.3086,R,,,,,,,,,,1502, ,CMODE ,4,22
SPEC PURP VEH - S.U.V. - 2WD,DODGE,MAGNUM,5.7,8,Auto(L5),R,17,25,20,18.8,31.5,22.9668,R,,,,,,,,,,1650, ,CMODE ,1,22
SPEC PURP VEH - S.U.V. - 2WD,DODGE,MAGNUM,6.1,8,Auto(L5),R,14,20,16,15.8,25.3,19.0126,P,,,,,,,,,,2250, ,CMODE ,1,22
SPEC PURP VEH - S.U.V. - 2WD,FORD,ESCAPE FWD,2.3,4,Auto(L4),F,22,26,24,24.9,32.7,27.8941,R,,,,,,,,,,1376, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,FORD,ESCAPE FWD,2.3,4,Manual(M5),F,24,29,26,26.1996,37.5,30.3097,R,,,,,,,,,,1270, ,,4,22
SPEC PURP VEH - S.U.V. - 2WD,FORD,ESCAPE FWD,3,6,Auto(L4),F,20,24,22,22,31.4,25.4251,R,,,,,,,,,,1502, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,FORD,ESCAPE HYBRID FWD,2.3,4,Auto(AV),F,36,31,33,39.6,39.4423,39.5289,R,,,,,,,,,,1000, ,VLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,FORD,EXPEDITION 2WD,5.4,8,Auto(L4),R,14,19,16,15.3,24.1,18.3083,R,,,,,,,,,,2062, ,CLKUP ,3,22
SPEC PURP VEH - S.U.V. - 2WD,FORD,EXPLORER 2WD,4,6,Auto(L5),R,15,21,17,16.8795,26.537,20.1851,R,,,,,,,,,,1940, ,CLKUP ,2,22
SPEC PURP VEH - S.U.V. - 2WD,FORD,EXPLORER 2WD,4.6,8,Auto(L6),R,15,21,17,16.3,26.9,19.8134,R,,,,,,,,,,1940, ,CLKUP ,3,22
SPEC PURP VEH - S.U.V. - 2WD,FORD,FREESTYLE FWD,3,6,Auto(AV),F,20,27,23,22.4,34.2,26.5171,R,,,,,,,,,,1436, ,VMODE VLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,GMC,C1500 YUKON 2WD,4.8,8,Auto(L4),R,16,20,17,17.3,25.6,20.2552,R,,,,,,,,,,1940, ,CLKUP ,2,22
SPEC PURP VEH - S.U.V. - 2WD,GMC,C1500 YUKON 2WD,5.3,8,Auto(L4),R,15,20,17,16.4,25.4,19.511,R,,,,,,,,,,1940, ,CLKUP ,2,22
SPEC PURP VEH - S.U.V. - 2WD,GMC,C1500 YUKON 2WD,5.3,8,Auto(L4),R,11,15,13,12.7,19.7,15.1172,E,,,,,,,,,,2307,RNG310-480,CLKUP ,2,22
SPEC PURP VEH - S.U.V. - 2WD,GMC,C1500 YUKON 2WD,5.3,8,Auto(L4),R,15,20,17,16.9,25.9,20.0325,R,,,,,,,,,,1940,RNG420-610,CLKUP ,2,22
SPEC PURP VEH - S.U.V. - 2WD,GMC,C1500 YUKON XL 2WD,5.3,8,Auto(L4),R,11,14,12,11.8,18,13.9645,E,,,,,,,,,,2499,RNG310-480,CLKUP ,2,22
SPEC PURP VEH - S.U.V. - 2WD,GMC,C1500 YUKON XL 2WD,5.3,8,Auto(L4),R,14,19,16,15.7,24,18.5936,R,,,,,,,,,,2062,RNG420-610,CLKUP ,2,22
SPEC PURP VEH - S.U.V. - 2WD,GMC,ENVOY 2WD,4.2,6,Auto(L4),R,16,22,18,17.6,28,21.1321,R,,,,,,,,,,1835, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,GMC,ENVOY 2WD,5.3,8,Auto(L4),R,16,22,18,17.7,28.3,21.2881,R,,,,,,,,,,1835, ,CLKUP ,2,22
SPEC PURP VEH - S.U.V. - 2WD,GMC,ENVOY XL 2WD,4.2,6,Auto(L4),R,15,20,17,16.7,25.7,19.824,R,,,,,,,,,,1940, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,GMC,ENVOY XL 2WD,5.3,8,Auto(L4),R,16,20,18,17.7,28.3,21.2881,R,,,,,,,,,,1835, ,CLKUP ,2,22
SPEC PURP VEH - S.U.V. - 2WD,GMC,ENVOY XUV 2WD,4.2,6,Auto(L4),R,15,20,17,16.7,25.7,19.824,R,,,,,,,,,,1940, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,HONDA,CR-V 2WD,2.4,4,Auto(L5),F,23,29,25,25.6,36.8,29.6625,R,,,,,,,,,,1320, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,HONDA,ELEMENT 2WD,2.4,4,Auto(L4),F,22,26,24,24.3,33.4,27.6956,R,,,,,,,,,,1376, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,HONDA,ELEMENT 2WD,2.4,4,Manual(M5),F,21,25,23,23.6,32.5,26.917,R,,,,,,,,,,1436, ,,4,22
SPEC PURP VEH - S.U.V. - 2WD,HONDA,PILOT 2WD,3.5,6,Auto(L5),F,18,24,20,19.7,31,23.5655,R,,,,,,,,,,1650,VCM,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,HYUNDAI,SANTAFE 2WD,2.4,4,Auto(L4),F,20,26,23,22.4,33.8,26.4081,R,,,,,,101,31,,,1436,I4,2MODE CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,HYUNDAI,SANTAFE 2WD,2.4,4,Manual(M5),F,20,27,23,22.4,34.3,26.5441,R,,,,,,101,31,,,1436,I4,,4,22
SPEC PURP VEH - S.U.V. - 2WD,HYUNDAI,SANTAFE 2WD,2.7,6,Auto(L4),F,19,25,22,21.6,32,25.3001,R,,,,,,101,31,,,1502,V6,2MODE CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,HYUNDAI,SANTAFE 2WD,3.5,6,Auto(L5),F,17,23,20,19.4,30,23.0678,R,,,,,,101,31,,,1650,V6,CMODE CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,HYUNDAI,TUCSON 2WD,2,4,Auto(L4),F,22,27,24,24.5,34.5,28.175,R,,,,,,103,23,,,1376, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,HYUNDAI,TUCSON 2WD,2,4,Manual(M5),F,22,27,24,24.7,35.2,28.5296,R,,,,,,103,23,,,1376, ,,4,22
SPEC PURP VEH - S.U.V. - 2WD,HYUNDAI,TUCSON 2WD,2.7,6,Auto(L4),F,20,26,22,22,32.9,25.8546,R,,,,,,103,23,,,1502, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,INFINITI,QX56 2WD,5.6,8,Auto(L5),R,13,19,15,14.8,24.3,17.9596,R,,,,,,,,,,2201, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,ISUZU,ASCENDER 5-PASSENGER 2WD,4.2,6,Auto(L4),R,16,22,18,17.6,28,21.1321,R,,,,,,,,,,1835, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,ISUZU,ASCENDER 7-PASSENGER 2WD,4.2,6,Auto(L4),R,15,20,17,16.7,25.7,19.824,R,,,,,,,,,,1940, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,ISUZU,ASCENDER 7-PASSENGER 2WD,5.3,8,Auto(L4),R,16,20,18,17.7,28.3,21.2881,R,,,,,,,,,,1835, ,CLKUP ,2,22
SPEC PURP VEH - S.U.V. - 2WD,JEEP,COMMANDER 2WD,3.7,6,Auto(L5),R,16,20,17,17.6,25.5,20.4511,R,,,,,,,,,,1835, ,CLKUP ,2,22
SPEC PURP VEH - S.U.V. - 2WD,JEEP,COMMANDER 2WD,4.7,8,Auto(L5),R,15,19,17,16.8,25.8,19.9283,R,,,,,,,,,,1940, ,CLKUP ,2,22
SPEC PURP VEH - S.U.V. - 2WD,JEEP,COMMANDER 2WD,5.7,8,Auto(L5),R,15,19,17,16.3,25.6,19.4854,R,,,,,,,,,,1940, ,CLKUP ,1,22
SPEC PURP VEH - S.U.V. - 2WD,JEEP,GRAND CHEROKEE 2WD,3.7,6,Auto(L5),R,17,22,19,18.8,28.5,22.2001,R,,,,,,,,,,1736, ,CLKUP ,2,22
SPEC PURP VEH - S.U.V. - 2WD,JEEP,GRAND CHEROKEE 2WD,4.7,8,Auto(L5),R,15,20,17,16.7,25.5,19.7702,R,,,,,,,,,,1940, ,CLKUP ,2,22
SPEC PURP VEH - S.U.V. - 2WD,JEEP,GRAND CHEROKEE 2WD,5.7,8,Auto(L5),R,15,20,17,16.3,25.6,19.4854,R,,,,,,,,,,1940, ,CLKUP ,1,22
SPEC PURP VEH - S.U.V. - 2WD,JEEP,LIBERTY/CHEROKEE 2WD,3.7,6,Auto(L4),R,17,23,19,18.8,29.1,22.3617,R,,,,,,,,,,1736, ,CLKUP ,2,22
SPEC PURP VEH - S.U.V. - 2WD,JEEP,LIBERTY/CHEROKEE 2WD,3.7,6,Manual(M6),R,18,22,19,19.5,27.7996,22.5264,R,,,,,,,,,,1736, ,,2,22
SPEC PURP VEH - S.U.V. - 2WD,KIA,KIA SORENTO 2WD,3.5,6,Auto(L5),R,16,22,18,17.4,28.4,21.0729,R,,,,,,,,,,1835, ,2MODE CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,KIA,KIA SORENTO 2WD,3.5,6,Manual(M5),R,16,20,18,18.1,25.8,20.908,R,,,,,,,,,,1835, ,,4,22
SPEC PURP VEH - S.U.V. - 2WD,KIA,KIA SPORTAGE 2WD(KM),2,4,Auto(L4),F,22,27,24,24.5,34.5,28.175,R,,,,,,,,,,1376, ,2MODE CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,KIA,KIA SPORTAGE 2WD(KM),2,4,Manual(M5),F,22,27,24,24.8,35.2,28.6029,R,,,,,,,,,,1376, ,,4,22
SPEC PURP VEH - S.U.V. - 2WD,KIA,KIA SPORTAGE 2WD(KM),2.7,6,Auto(L4),F,19,25,22,21.6,32.4,25.4118,R,,,,,,,,,,1502, ,2MODE CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,LEXUS,RX 330 2WD,3.3,6,Auto(L5),F,19,25,22,21.6294,32.3307,25.4149,P,,,,,,,,,,1638, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,LEXUS,RX 330 2WD,3.3,6,Auto(S5),F,19,25,22,21.5,31.9,25.1965,P,,,,,,,,,,1638, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,LEXUS,RX 400H 2WD,3.3,6,Auto(AV),F,33,28,30,36.8,35.5,36.2034,R,,,,,,,,,,1099,HEV,,4,22
SPEC PURP VEH - S.U.V. - 2WD,LINCOLN,NAVIGATOR 2WD,5.4,8,Auto(L6),R,13,18,15,14.1,22.7,16.9979,P,,,,,,,,,,2401, ,CLKUP ,3,22
SPEC PURP VEH - S.U.V. - 2WD,MAZDA,TRIBUTE 2WD,2.3,4,Auto(L4),F,22,26,24,24.9,32.7,27.8941,R,,,,,,,,,,1376, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,MAZDA,TRIBUTE 2WD,2.3,4,Manual(M5),F,24,29,26,26.1996,37.5,30.3097,R,,,,,,,,,,1270, ,,4,22
SPEC PURP VEH - S.U.V. - 2WD,MAZDA,TRIBUTE 2WD,3,6,Auto(L4),F,20,24,22,22,31.4,25.4251,R,,,,,,,,,,1502, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,MERCURY,MARINER FWD,2.3,4,Auto(L4),F,22,26,24,24.9,32.7,27.8941,R,,,,,,,,,,1376, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,MERCURY,MARINER FWD,3,6,Auto(L4),F,20,24,22,22,31.4,25.4251,R,,,,,,,,,,1502, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,MERCURY,MOUNTAINEER 2WD,4,6,Auto(L5),R,15,21,17,16.6,26.5,19.9546,R,,,,,,,,,,1940, ,CLKUP ,2,22
SPEC PURP VEH - S.U.V. - 2WD,MERCURY,MOUNTAINEER 2WD,4.6,8,Auto(L6),R,15,21,17,16.3,26.9,19.8134,R,,,,,,,,,,1940, ,CLKUP ,3,22
SPEC PURP VEH - S.U.V. - 2WD,MITSUBISHI,ENDEAVOR 2WD,3.8,6,Auto(S4),F,17,23,20,19.3792,29.4821,22.9124,P,,,,,,,,,,1800,SOHC,2MODE CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,MITSUBISHI,OUTLANDER 2WD,2.4,4,Manual(M5),F,22,28,24,24.2,35.5,28.2459,R,,,,,,,,,,1376,SOHC,,4,22
SPEC PURP VEH - S.U.V. - 2WD,MITSUBISHI,OUTLANDER 2WD,2.4,4,Auto(S4),F,21,26,23,23.7589,33.5728,27.3576,R,,,,,,,,,,1436,SOHC,2MODE CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,NISSAN,ARMADA 2WD,5.6,8,Auto(L5),R,13,19,15,14.9432,24.072,18.0181,R,,,,,,,,,,2201, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,NISSAN,MURANO FWD,3.5,6,Auto(AV),F,20,25,22,22.2,32.4,25.8641,R,,,,,,,,,,1502, ,VMODE CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,NISSAN,PATHFINDER 2WD,4,6,Auto(L5),R,16,23,18,17.7506,29.2008,21.5538,R,,,,,,,,,,1835, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,NISSAN,XTERRA 2WD,4,6,Auto(L5),R,16,21,18,17.8,27.2,21.0779,R,,,,,,,,,,1835, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,NISSAN,XTERRA 2WD,4,6,Manual(M6),R,17,22,19,19.1,27.7,22.2018,R,,,,,,,,,,1736, ,,4,22
SPEC PURP VEH - S.U.V. - 2WD,SATURN,VUE FWD,2.2,4,Auto(L4),F,22,27,24,26,39.2,30.6434,R,,,,,,,,,,1376, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,SATURN,VUE FWD,2.2,4,Manual(M5),F,23,29,25,25.5,37.1,29.6753,R,,,,,,,,,,1320, ,SIL ,4,22
SPEC PURP VEH - S.U.V. - 2WD,SATURN,VUE FWD,3.5,6,Auto(L5),F,20,28,23,22,35.4,26.5169,R,,,,,,,,,,1436, ,CLKUP ,2,22
SPEC PURP VEH - S.U.V. - 2WD,SUZUKI,GRAND VITARA,2.7,6,Auto(L5),R,19,24,21,21.3,31.2,24.848,R,,,,,,,,,,1571, ,2MODE 2LKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,SUZUKI,GRAND VITARA,2.7,6,Manual(M5),R,18,23,20,20.3,30,23.7566,R,,,,,,,,,,1650, ,,4,22
SPEC PURP VEH - S.U.V. - 2WD,SUZUKI,GRAND VITARA XL-7,2.7,6,Auto(L5),R,18,22,20,19.6,28.8,22.8905,R,,,,,,,,,,1650, ,2MODE 2LKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,SUZUKI,GRAND VITARA XL-7,2.7,6,Manual(M5),R,17,22,19,19.2,27.9,22.334,R,,,,,,,,,,1736, ,,4,22
SPEC PURP VEH - S.U.V. - 2WD,TOYOTA,4RUNNER 2WD,4,6,Auto(L5),R,18,22,20,20.3166,28.3783,23.2945,R,,,,,,,,,,1650, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,TOYOTA,4RUNNER 2WD,4.7,8,Auto(L5),R,17,20,18,18.5989,25.3371,21.1273,R,,,,,,,,,,1835, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,TOYOTA,HIGHLANDER 2WD,2.4,4,Auto(L4),F,22,27,24,24.5,34.8,28.2645,R,,,,,,,,,,1376, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,TOYOTA,HIGHLANDER 2WD,3.3,6,Auto(L5),F,19,25,21,21.4,31.5,25.0083,R,,,,,,,,,,1571, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,TOYOTA,HIGHLANDER HYBRID 2WD,3.3,6,Auto(AV),F,33,28,30,36.8,35.5,36.2034,R,,,,,,,,,,1099,HEV,,4,22
SPEC PURP VEH - S.U.V. - 2WD,TOYOTA,SEQUOIA 2WD,4.7,8,Auto(L5),R,15,18,16,17.1,23.0996,19.3631,R,,,,,,,,,,2062, ,CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 2WD,VOLVO,XC 90 FWD,2.5,5,Auto(S5),F,17,23,19,19.1833,29.1742,22.6781,P,,T,,,,,,101,42,1894, ,2MODE CLKUP ,4,22
SPEC PURP VEH - S.U.V. - 4WD,ACURA,MDX 4WD,3.5,6,Auto(L5),4,17,23,19,18.4,29.3,22.0996,P,,,,,,,,,,1894, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,BMW,X3,3,6,Manual(M6),4,17,25,20,19,31.6,23.1546,P,,,,,,,,,,1800, ,,4,23
SPEC PURP VEH - S.U.V. - 4WD,BMW,X3,3,6,Auto(S5),4,16,23,19,17.7,29.8,21.6572,P,,,,,,,,,,1894, ,3MODE CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,BMW,X5,3,6,Manual(M6),4,15,21,17,16.4,27.4,20.016,P,,,,,,,,,,2117, ,,4,23
SPEC PURP VEH - S.U.V. - 4WD,BMW,X5,3,6,Auto(S5),4,16,21,18,17.5,26.7,20.7114,P,,,,,,,,,,2002, ,3MODE CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,BMW,X5,4.4,8,Auto(S6),4,16,22,18,17.7,28,21.2112,P,,,,,,,,,,2002, ,3MODE CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,BMW,X5 4.8IS,4.8,8,Auto(S6),4,16,21,18,17.8,27.4,21.1317,P,,,,,,,,,,2002, ,3MODE CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,BUICK,RAINIER AWD,4.2,6,Auto(L4),4,15,21,18,17.1,27.4,20.5816,R,,,,,,,,,,1835, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,BUICK,RAINIER AWD,5.3,8,Auto(L4),4,15,21,17,17,27.2,20.4511,R,,,,,,,,,,1940, ,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,BUICK,RENDEZVOUS AWD,3.5,6,Auto(L4),4,18,23,20,19.5,29.7,23.0645,R,,,,,,,,,,1650, ,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,BUICK,RENDEZVOUS AWD,3.6,6,Auto(L4),4,18,25,21,20.2,32.5,24.3464,R,,,,,,,,,,1571, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,CADILLAC,ESCALADE AWD,6,8,Auto(L4),4,13,17,15,15.2,22.2,17.7134,P,,,,,,,,,,2401, ,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,CADILLAC,ESCALADE ESV AWD,6,8,Auto(L4),4,13,17,15,15.2,22.2,17.7134,P,,,,,,,,,,2401, ,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,CADILLAC,ESCALADE EXT AWD,6,8,Auto(L4),4,13,17,15,15.2,22.2,17.7134,P,,,,,,,,,,2401, ,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,CADILLAC,SRX AWD,3.6,6,Auto(S5),4,15,22,18,17.2,28.4,20.911,R,,,,,,,,,,1835, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,CADILLAC,SRX AWD,4.6,8,Auto(S5),4,15,20,17,16.2,30.4,20.5115,P,,,,,,,,,,2117, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,CHEVROLET,EQUINOX AWD,3.4,6,Auto(L5),4,18,23,20,20,30.8,23.7471,R,,,,,,,,,,1650, ,CLKUP ,4,23
SPEC PURP VEH - S.U.V. - 4WD,CHEVROLET,K1500 AVALANCHE 4WD,5.3,8,Auto(L4),4,11,14,12,11.8,17.7,13.8824,E,,,,,,,,,,2499,RNG310-440,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,CHEVROLET,K1500 AVALANCHE 4WD,5.3,8,Auto(L4),4,14,18,16,15.7,23.6,18.4844,R,,,,,,,,,,2062,RNG420-580,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,CHEVROLET,K1500 SUBURBAN 4WD,5.3,8,Auto(L4),4,15,19,17,16.4,25.4,19.511,R,,,,,,,,,,1940, ,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,CHEVROLET,K1500 SUBURBAN 4WD,5.3,8,Auto(L4),4,11,14,12,11.8,17.7,13.8824,E,,,,,,,,,,2499,RNG310-440,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,CHEVROLET,K1500 SUBURBAN 4WD,5.3,8,Auto(L4),4,14,18,16,15.7,23.6,18.4844,R,,,,,,,,,,2062,RNG420-580,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,CHEVROLET,K1500 SUBURBAN AWD,6,8,Auto(L4),4,13,17,15,15.2,22.2,17.7134,R,,,,,,,,,,2201, ,CLKUP ,2,23
SPEC PURP VEH - S.U.V. - 4WD,CHEVROLET,K1500 TAHOE 4WD,5.3,8,Auto(L4),4,15,19,17,16.4,25.4,19.511,R,,,,,,,,,,1940, ,CLKUP ,2,23
