CLASS,MFR,CAR LINE,DISPLACEMENT,NUMB CYL,TRANS,DRIVE SYS,CITY MPG (GUIDE),HWY MPG (GUIDE),COMB MPG (GUIDE),UNRND CITY (EPA),UNRND HWY (EPA),UNRND COMP (EPA),FUEL TYPE,GUZLR,TURBO,SPCHGR,AVG 2D PASS VOL,AVG 2D LUGG VOL,AVG 4D PAS VOL,AVG 4D LUGG VOL,AVG HB PAS VOL,AVG HB LUGG VOL,ANL FL CST,ENG BLK TXT,TRANS DESC TXT,VLVS PER CYL,CLS
TWO SEATERS,AUDI,TT ROADSTER,1.8,4,Auto(S6),F,20,28,23,22,36.2,26.7159,P,,T,,,,,,,,1566, ,3MODE CLKUP ,5,1
TWO SEATERS,AUDI,TT ROADSTER QUATTRO,1.8,4,Manual(M6),4,20,29,23,22.1841,36.5599,26.9534,P,,T,,,,,,,,1566, ,,5,1
TWO SEATERS,AUDI,TT ROADSTER QUATTRO,3.2,6,Auto(S6),4,19,25,21,20.6641,32.5215,24.7199,P,,,,,,,,,,1714, ,3MODE ,5,1
TWO SEATERS,CADILLAC,XLR,4.6,8,Auto(S5),R,17,25,19,18.4,31.7,22.6825,P,,,,,,,,,,1894, ,2MODE CLKUP ,4,1
TWO SEATERS,CHEVROLET,CORVETTE,6,8,Manual(M6),R,18,28,21,19.8,36.4,24.9125,P,,,,,,,,,,1714, ,,2,1
TWO SEATERS,CHEVROLET,CORVETTE,6,8,Auto(S6),R,17,27,21,18.9,35.1,23.8544,P,,,,,,,,,,1714, ,3MODE CLKUP ,2,1
TWO SEATERS,CHEVROLET,CORVETTE,7,8,Manual(M6),R,16,26,20,18.3,33.6,23.0163,P,,,,,,,,,,1800, ,,2,1
TWO SEATERS,CHRYSLER,CROSSFIRE COUPE,3.2,6,Auto(L5),R,21,28,24,23.4,35.4,27.612,P,,,,,,,,,,1501, ,CLKUP ,3,1
TWO SEATERS,CHRYSLER,CROSSFIRE COUPE,3.2,6,Auto(L5),R,17,24,20,19.1,30.9,23.0633,P,,,S,,,,,,,1800, ,CLKUP ,3,1
TWO SEATERS,CHRYSLER,CROSSFIRE COUPE,3.2,6,Manual(M6),R,17,25,20,18.8,32.4,23.1781,P,,,,,,,,,,1800, ,,3,1
TWO SEATERS,CHRYSLER,CROSSFIRE ROADSTER,3.2,6,Auto(L5),R,21,28,24,23.4,35.4,27.612,P,,,,,,,,,,1501, ,CLKUP ,3,1
TWO SEATERS,CHRYSLER,CROSSFIRE ROADSTER,3.2,6,Auto(L5),R,17,24,20,19.1,30.9,23.0633,P,,,S,,,,,,,1800, ,CLKUP ,3,1
TWO SEATERS,CHRYSLER,CROSSFIRE ROADSTER,3.2,6,Manual(M6),R,17,25,20,18.8,32.4,23.1781,P,,,,,,,,,,1800, ,,3,1
TWO SEATERS,DODGE,VIPER CONVERTIBLE,8.3,10,Manual(M6),R,12,20,15,13.4,25.9,17.1176,P,G,,,,,,,,,2401, ,,2,1
TWO SEATERS,FERRARI,F430,4.3,8,Auto(A6),R,12,17,14,13.7,22.449,16.6137,P,G,,,,,,,,,2570, ,SIL 3MODE ,4,1
TWO SEATERS,FERRARI,F430,4.3,8,Manual(M6),R,13,17,14,13.9,22.3,16.737,P,G,,,,,,,,,2570, ,SIL ,4,1
TWO SEATERS,HONDA,INSIGHT,1,3,Auto(AV),F,57,56,56,62.8,71.4,66.3989,R,,,,,,,,,,591,HEV,EMS ,4,1
TWO SEATERS,HONDA,INSIGHT,1,3,Manual(M5),F,60,66,63,67,84.2,73.7824,R,,,,,,,,,,525,HEV,SIL EMS ,4,1
TWO SEATERS,HONDA,S2000,2.2,4,Manual(M6),R,20,26,22,22.2,33.1,26.0621,P,,,,,,,,,,1638, ,,4,1
TWO SEATERS,MAZDA,MX-5,2,4,Manual(M5),R,25,30,27,27.4,38,31.3331,P,,,,,,,,,,1332, ,,4,1
TWO SEATERS,MAZDA,MX-5,2,4,Manual(M6),R,24,30,27,27.0424,38.5849,31.249,P,,,,,,,,,,1332, ,,4,1
TWO SEATERS,MAZDA,MX-5,2,4,Auto(S6),R,23,30,26,25.4155,38.9233,30.1191,P,,,,,,,,,,1386, ,DC/FW,4,1
TWO SEATERS,MERCEDES-BENZ,SL500,5,8,Auto(L7),R,16,24,18,17.3,30.2,21.4167,P,G,,,50,7,,,,,2002, ,EMS 2MODE CLKUP,3,1
TWO SEATERS,MERCEDES-BENZ,SL55 AMG,5.4,8,Auto(S5),R,14,20,16,15.3,25.6,18.6826,P,G,,S,50,7,,,,,2250, ,EMS 2MODE CLKUP,3,1
TWO SEATERS,MERCEDES-BENZ,SL600,5.5,12,Auto(L5),R,13,19,15,14.1,24.3,17.3836,P,G,T,,50,7,,,,,2401, ,EMS 2MODE CLKUP,3,1
TWO SEATERS,MERCEDES-BENZ,SL65 AMG,6,12,Auto(S5),R,13,19,15,14.4,24.9,17.7725,P,G,T,,50,7,,,,,2401, ,EMS 2MODE CLKUP,3,1
TWO SEATERS,MERCEDES-BENZ,SLK280,3,6,Auto(L7),R,20,27,23,22.5,34.8,26.7555,P,,,,49,7,,,,,1566, ,EMS 2MODE CLKUP,4,1
TWO SEATERS,MERCEDES-BENZ,SLK280,3,6,Manual(M6),R,19,27,22,21.6,35,26.096,P,,,,49,7,,,,,1638, ,EMS ,4,1
TWO SEATERS,MERCEDES-BENZ,SLK350,3.5,6,Auto(L7),R,19,24,21,21.3,30.8,24.7329,P,,,,49,7,,,,,1714, ,EMS 2MODE CLKUP,4,1
TWO SEATERS,MERCEDES-BENZ,SLK350,3.5,6,Manual(M6),R,18,25,21,20.2,32.5,24.3464,P,,,,49,7,,,,,1714, ,EMS ,4,1
TWO SEATERS,MERCEDES-BENZ,SLK55 AMG,5.4,8,Auto(S7),R,16,22,18,17.4,28.1,20.9981,P,G,,,49,7,,,,,2002, ,EMS 2MODE CLKUP,3,1
TWO SEATERS,MERCEDES-BENZ,SLR,5.4,8,Auto(S5),R,13,17,14,13.8982,22.2247,16.7165,P,G,,S,48,10,,,,,2570, ,EMS 2MODE CLKUP,3,1
TWO SEATERS,NISSAN,350Z,3.5,6,Manual(M6),R,19,25,21,21.3597,32.1783,25.1674,P,,,,,,,,,,1714, ,,4,1
TWO SEATERS,NISSAN,350Z,3.5,6,Auto(S5),R,19,25,21,20.8475,31.8346,24.6806,P,,,,,,,,,,1714, ,CLKUP ,4,1
TWO SEATERS,NISSAN,350Z ROADSTER,3.5,6,Manual(M6),R,19,25,21,20.9,31.6,24.6571,P,,,,,,,,,,1714, ,,4,1
TWO SEATERS,NISSAN,350Z ROADSTER,3.5,6,Auto(S5),R,18,24,21,20.3,31.3,24.1135,P,,,,,,,,,,1714, ,CLKUP ,4,1
TWO SEATERS,PONTIAC,SOLSTICE,2.4,4,Manual(M5),R,20,28,23,21.9,36.3,26.659,R,,,,,,,,,,1436, ,,4,1
TWO SEATERS,PORSCHE,BOXSTER,2.7,6,Auto(L5),R,18,26,21,20.5482,33.4973,24.8755,P,,,,,,,,,,1714, ,2MODE ,4,1
TWO SEATERS,PORSCHE,BOXSTER,2.7,6,Manual(M5),R,20,29,23,22.1,37.3,27.0627,P,,,,,,,,,,1566, ,,4,1
TWO SEATERS,PORSCHE,BOXSTER,2.7,6,Manual(M6),R,20,28,23,22.5,36.3,27.1436,P,,,,,,,,,,1566, ,,4,1
TWO SEATERS,PORSCHE,BOXSTER S,3.2,6,Auto(L5),R,18,27,21,20.2404,34.0988,24.7707,P,,,,,,,,,,1714, ,2MODE ,4,1
TWO SEATERS,PORSCHE,BOXSTER S,3.2,6,Manual(M6),R,19,27,22,21.5,34.4,25.8647,P,,,,,,,,,,1638, ,,4,1
MINICOMPACT CARS,ASTON MARTIN,DB9 COUPE,5.9,12,Auto(S6),R,12,19,15,13.6,24.4,16.9826,P,G,,,78,5,,,,,2401, ,CLKUP ,4,2
MINICOMPACT CARS,ASTON MARTIN,DB9 COUPE MANUAL,5.9,12,Manual(M6),R,11,18,13,12.5,22.5,15.625,P,G,,,78,5,,,,,2768, ,,4,2
MINICOMPACT CARS,ASTON MARTIN,DB9 VOLANTE,5.9,12,Auto(S6),R,13,18,15,13.9,23.4,17.0071,P,G,,,78,5,,,,,2401, ,CLKUP ,4,2
MINICOMPACT CARS,ASTON MARTIN,DB9 VOLANTE MANUAL,5.9,12,Manual(M6),R,11,18,13,12.5,22.5,15.625,P,G,,,78,5,,,,,2768, ,,4,2
MINICOMPACT CARS,ASTON MARTIN,V12 VANQUISH S,5.9,12,Auto(S6),R,11,17,13,12.1251,21.9955,15.1931,P,G,,,78,6,,,,,2768, ,CLKUP ,4,2
MINICOMPACT CARS,AUDI,TT COUPE,1.8,4,Auto(S6),F,21,29,24,23.1,37.1,27.825,P,,T,,,,,,65,14,1501, ,3MODE CLKUP ,5,2
MINICOMPACT CARS,AUDI,TT COUPE QUATTRO,1.8,4,Manual(M6),4,20,29,23,22.1841,36.5599,26.9534,P,,T,,,,,,65,11,1566, ,,5,2
MINICOMPACT CARS,AUDI,TT COUPE QUATTRO,3.2,6,Auto(S6),4,19,26,22,21.2571,33.2283,25.3702,P,,,,,,,,65,11,1638, ,3MODE ,5,2
MINICOMPACT CARS,BMW,325CI CONVERTIBLE,2.5,6,Manual(M5),R,19,27,22,20.8,34.5,25.3256,P,,,,74,9,,,,,1638, ,,4,2
MINICOMPACT CARS,BMW,325CI CONVERTIBLE,2.5,6,Auto(S5),R,18,26,21,20.5,33.9,24.9354,P,,,,74,9,,,,,1714, ,3MODE CLKUP ,4,2
MINICOMPACT CARS,BMW,330CI CONVERTIBLE,3,6,Manual(M6),R,19,28,23,21.6,36.5,26.4608,P,,,,74,9,,,,,1566, ,,4,2
MINICOMPACT CARS,BMW,330CI CONVERTIBLE,3,6,Auto(S5),R,18,25,21,20.2029,32.2542,24.2863,P,,,,74,9,,,,,1714, ,3MODE CLKUP ,4,2
MINICOMPACT CARS,BMW,M3 CONVERTIBLE,3.2,6,Manual(M6),R,16,23,18,17.5,29.5431,21.4314,P,G,,,74,9,,,,,2002,MOTORSPORT,,4,2
MINICOMPACT CARS,BMW,M3 CONVERTIBLE,3.2,6,Auto(S6),R,16,22,18,17.7191,28.1243,21.2583,P,G,,,74,9,,,,,2002,MOTORSPORT,6MODE ,4,2
MINICOMPACT CARS,JAGUAR,JAGUAR XK8 CONVERTIBLE,4.2,8,Auto(L6),R,18,26,21,19.598,33.0439,23.991,P,,,,70,10,,,,,1714, ,2MODE CLKUP ,4,2
MINICOMPACT CARS,JAGUAR,JAGUAR XKR CONVERTIBLE,4.2,8,Auto(L6),R,17,24,19,18.6499,30.5499,22.6138,P,,,S,70,10,,,,,1894, ,2MODE CLKUP ,4,2
MINICOMPACT CARS,LEXUS,SC 430,4.3,8,Auto(S6),R,19,25,21,20.7499,32.1493,24.6893,P,,,,75,9,,,,,1714, ,2MODE CLKUP ,4,2
MINICOMPACT CARS,MINI,MINI COOPER,1.6,4,Auto(AV),F,26,34,29,28.9,44.2,34.2323,P,,,,77,7,,,,,1242, ,2MODE ,4,2
MINICOMPACT CARS,MINI,MINI COOPER,1.6,4,Manual(M5),F,28,36,31,31.1,46.7,36.6021,P,,,,77,7,,,,,1163, ,,4,2
MINICOMPACT CARS,MINI,MINI COOPER CONVERTIBLE,1.6,4,Auto(AV),F,26,33,29,28.8,41.9,33.5153,P,,,,70,7,,,,,1242, ,2MODE ,4,2
MINICOMPACT CARS,MINI,MINI COOPER CONVERTIBLE,1.6,4,Manual(M5),F,27,35,30,30.4,45.2,35.6533,P,,,,70,7,,,,,1199, ,,4,2
MINICOMPACT CARS,MINI,MINI COOPER S,1.6,4,Manual(M6),F,25,32,27,27.3377,40.9188,32.1377,P,,,,77,7,,,,,1332, ,,4,2
MINICOMPACT CARS,MINI,MINI COOPER S,1.6,4,Auto(S6),F,23,32,27,26.061,40.9577,31.1611,P,,,,77,7,,,,,1332, ,3MODE CLKUP ,4,2
MINICOMPACT CARS,MINI,MINI COOPER S CONVERTIBLE,1.6,4,Manual(M6),F,25,32,27,27.3377,40.9188,32.1377,P,,,,70,7,,,,,1332, ,,4,2
MINICOMPACT CARS,MINI,MINI COOPER S CONVERTIBLE,1.6,4,Auto(S6),F,23,32,27,26.061,40.9577,31.1611,P,,,,70,7,,,,,1332, ,3MODE CLKUP ,4,2
MINICOMPACT CARS,PORSCHE,CARRERA 2 CABRIOLET,3.6,6,Auto(L5),R,19,26,22,20.8609,33.8286,25.2096,P,,,,68,5,,,,,1638, ,2MODE ,4,2
MINICOMPACT CARS,PORSCHE,CARRERA 2 CABRIOLET,3.6,6,Manual(M6),R,18,26,21,20.4605,33.5175,24.8097,P,,,,68,5,,,,,1714, ,,4,2
MINICOMPACT CARS,PORSCHE,CARRERA 2 COUPE,3.6,6,Auto(L5),R,19,26,22,20.8609,33.8286,25.2096,P,,,,70,5,,,,,1638, ,2MODE ,4,2
MINICOMPACT CARS,PORSCHE,CARRERA 2 COUPE,3.6,6,Manual(M6),R,18,26,21,20.4605,33.5175,24.8097,P,,,,70,5,,,,,1714, ,,4,2
MINICOMPACT CARS,PORSCHE,CARRERA 2 S CABRIOLET,3.8,6,Auto(L5),R,18,25,21,20.51,32.6078,24.6205,P,,,,68,5,,,,,1714, ,2MODE ,4,2
MINICOMPACT CARS,PORSCHE,CARRERA 2 S CABRIOLET,3.8,6,Manual(M6),R,18,26,21,19.9608,32.7779,24.2232,P,,,,68,5,,,,,1714, ,,4,2
MINICOMPACT CARS,PORSCHE,CARRERA 2 S COUPE,3.8,6,Auto(L5),R,18,25,21,20.51,32.6078,24.6205,P,,,,70,5,,,,,1714, ,2MODE ,4,2
MINICOMPACT CARS,PORSCHE,CARRERA 2 S COUPE,3.8,6,Manual(M6),R,18,26,21,19.9608,32.7779,24.2232,P,,,,70,5,,,,,1714, ,,4,2
MINICOMPACT CARS,PORSCHE,CARRERA 4 CABRIOLET,3.6,6,Auto(L5),4,18,26,21,20.005,32.8,24.2644,P,,,,68,5,,,,,1714, ,2MODE ,4,2
MINICOMPACT CARS,PORSCHE,CARRERA 4 CABRIOLET,3.6,6,Manual(M6),4,18,26,21,20.212,32.8226,24.437,P,,,,68,5,,,,,1714, ,,4,2
MINICOMPACT CARS,PORSCHE,CARRERA 4 COUPE,3.6,6,Auto(L5),4,18,26,21,20.1683,32.8973,24.4204,P,,,,70,5,,,,,1714, ,2MODE ,4,2
MINICOMPACT CARS,PORSCHE,CARRERA 4 COUPE,3.6,6,Manual(M6),4,18,26,21,20.212,32.8226,24.437,P,,,,70,5,,,,,1714, ,,4,2
MINICOMPACT CARS,PORSCHE,CARRERA 4 S CABRIOLET,3.8,6,Auto(L5),4,18,25,21,20.1505,31.5987,24.0757,P,,,,68,5,,,,,1714, ,2MODE ,4,2
MINICOMPACT CARS,PORSCHE,CARRERA 4 S CABRIOLET,3.8,6,Manual(M6),4,17,25,20,19.2375,31.8245,23.4027,P,,,,68,5,,,,,1800, ,,4,2
MINICOMPACT CARS,PORSCHE,CARRERA 4 S COUPE,3.8,6,Auto(L5),4,18,25,21,20.3407,31.9462,24.3158,P,,,,70,5,,,,,1714, ,2MODE ,4,2
MINICOMPACT CARS,PORSCHE,CARRERA 4 S COUPE,3.8,6,Manual(M6),4,17,25,20,19.2375,31.8245,23.4027,P,,,,70,5,,,,,1800, ,,4,2
MINICOMPACT CARS,VOLKSWAGEN,NEW BEETLE CONVERTIBLE,2.5,5,Manual(M5),F,22,30,25,24.2789,38.6323,29.1531,R,,,,78,5,,,,,1320, ,,4,2
MINICOMPACT CARS,VOLKSWAGEN,NEW BEETLE CONVERTIBLE,2.5,5,Auto(S6),F,22,30,25,24.0872,38.8392,29.0529,R,,,,78,5,,,,,1320, ,3MODE CLKUP ,4,2
SUBCOMPACT CARS,ACURA,RSX,2,4,Manual(M5),F,27,34,30,30.4,43.3,35.1065,R,,,,,,,,81,16,1099, ,,4,3
SUBCOMPACT CARS,ACURA,RSX,2,4,Manual(M6),F,23,31,26,25.2,39.7,30.1564,P,,,,,,,,81,16,1386, ,,4,3
SUBCOMPACT CARS,ACURA,RSX,2,4,Auto(S5),F,25,34,28,28,43.3,33.294,R,,,,,,,,81,16,1178, ,2MODE CLKUP ,4,3
SUBCOMPACT CARS,AUDI,A4 CABRIOLET,1.8,4,Auto(AV),F,23,30,26,25.5,38.6,30.0963,P,,T,,,,79,10,,,1386, ,3MODE ,5,3
SUBCOMPACT CARS,AUDI,A4 CABRIOLET QUATTRO,3,6,Auto(S5),4,18,25,20,19.8,32.1,23.9255,P,,,,,,79,10,,,1800, ,3MODE CLKUP ,5,3
SUBCOMPACT CARS,AUDI,S4 CABRIOLET,4.2,8,Manual(M6),4,15,21,17,16.5,27.2,20.0491,P,G,,,,,79,10,,,2117, ,,5,3
SUBCOMPACT CARS,AUDI,S4 CABRIOLET,4.2,8,Auto(S6),4,15,22,18,16.8366,28.3951,20.6123,P,G,,,,,79,10,,,2002, ,3MODE CLKUP ,5,3
SUBCOMPACT CARS,BMW,325CI,2.5,6,Manual(M5),R,20,29,24,22.6,37.8,27.593,P,,,,84,9,,,,,1501, ,,4,3
SUBCOMPACT CARS,BMW,325CI,2.5,6,Auto(S5),R,19,27,22,21.5854,35.0227,26.0899,P,,,,84,9,,,,,1638, ,3MODE CLKUP ,4,3
SUBCOMPACT CARS,BMW,330CI,3,6,Manual(M6),R,20,30,24,22.3566,38.6609,27.5931,P,,,,84,9,,,,,1501, ,,4,3
SUBCOMPACT CARS,BMW,330CI,3,6,Auto(S5),R,19,27,22,20.947,34.0894,25.3439,P,,,,84,9,,,,,1638, ,3MODE CLKUP ,4,3,
SUBCOMPACT CARS,BMW,650CI,4.8,8,Manual(M6),R,15,23,18,16.8,29.4,20.8142,P,G,,,81,13,,,,,2002, ,,4,3,4-Nov-05
SUBCOMPACT CARS,BMW,650CI,4.8,8,Auto(S6),R,17,25,20,19.2173,31.8429,23.3908,P,,,,81,13,,,,,1800, ,3MODE CLKUP ,4,3,
SUBCOMPACT CARS,BMW,650CI,4.8,8,Auto(S6),R,16,22,18,17.2855,28.0644,20.8973,P,G,,,81,13,,,,,2002, ,4MODE ,4,3,
SUBCOMPACT CARS,BMW,650CI CONVERTIBLE,4.8,8,Manual(M6),R,14,22,17,16.1,27.8,19.8615,P,G,,,81,10,,,,,2117, ,,4,3,
SUBCOMPACT CARS,BMW,650CI CONVERTIBLE,4.8,8,Auto(S6),R,17,25,20,18.9,31.9,23.1443,P,,,,81,10,,,,,1800, ,3MODE CLKUP ,4,3,
SUBCOMPACT CARS,BMW,650CI CONVERTIBLE,4.8,8,Auto(S6),R,15,21,17,16.3976,26.6697,19.8355,P,G,,,81,10,,,,,2117, ,4MODE ,4,3,
SUBCOMPACT CARS,BMW,M3,3.2,6,Manual(M6),R,16,24,19,18,30.9,22.1638,P,G,,,84,9,,,,,1894,MOTORSPORT,,4,3,
SUBCOMPACT CARS,BMW,M3,3.2,6,Auto(S6),R,16,23,19,18.3217,29.6138,22.1167,P,G,,,84,9,,,,,1894,MOTORSPORT,6MODE ,4,3,
SUBCOMPACT CARS,CHEVROLET,AVEO 5,1.6,4,Auto(A4),F,24,34,28,26.9,44,32.6016,R,,,,,,91,7,,,1178, ,EMS ,,3,
SUBCOMPACT CARS,CHEVROLET,AVEO 5,1.6,4,Manual(M5),F,26,35,29,28.6,44.9,34.1845,R,,,,,,91,7,,,1138, ,EMS ,,3,
SUBCOMPACT CARS,CHEVROLET,COBALT,2,4,Manual(M5),F,23,29,26,25.8,37.8,30.1,R,,,S,83,14,87,14,,,1270, ,,4,3,
SUBCOMPACT CARS,CHEVROLET,COBALT,2.2,4,Auto(L4),F,24,32,27,27.5,41.1,32.3113,R,,,,83,14,87,14,,,1221, ,CLKUP ,4,3,
SUBCOMPACT CARS,CHEVROLET,COBALT,2.2,4,Manual(M5),F,25,34,29,29.1,46.8,35.0684,R,,,,83,14,87,14,,,1138, ,SIL ,4,3,
SUBCOMPACT CARS,CHEVROLET,COBALT,2.4,4,Auto(L4),F,24,32,27,28.1,41.7,32.9334,R,,,,83,14,87,14,,,1221, ,CLKUP ,4,3,
SUBCOMPACT CARS,CHEVROLET,COBALT,2.4,4,Manual(M5),F,25,34,29,27.9,43.9,33.3736,R,,,,83,14,87,14,,,1138, ,,4,3,
SUBCOMPACT CARS,FORD,MUSTANG,4,6,Auto(L5),R,19,25,21,20.8292,32.1224,24.7438,R,,,,85,13,,,,,1571, ,CLKUP ,2,3
SUBCOMPACT CARS,FORD,MUSTANG,4,6,Manual(M5),R,19,28,22,21.2,36,26.0123,R,,,,85,13,,,,,1502, ,,2,3
SUBCOMPACT CARS,FORD,MUSTANG,4.6,8,Auto(L5),R,17,23,20,19.0918,30.0007,22.827,R,,,,85,13,,,,,1650, ,CLKUP ,3,3
SUBCOMPACT CARS,FORD,MUSTANG,4.6,8,Manual(M5),R,17,25,20,18.7,31.5,22.8846,R,,,,85,13,,,,,1650, ,,3,3
SUBCOMPACT CARS,HONDA,CIVIC,1.8,4,Auto(L5),F,30,40,34,33.0781,51.3316,39.3796,R,,,,84,12,91,12,,,970, ,CLKUP ,4,3
SUBCOMPACT CARS,HONDA,CIVIC,1.8,4,Manual(M5),F,30,38,33,33.7525,48.2308,39.024,R,,,,84,12,91,12,,,1000, ,,4,3
SUBCOMPACT CARS,HYUNDAI,TIBURON,2,4,Auto(L4),F,22,30,25,24.1325,37.9239,28.8544,R,,,,81,15,,,,,1320, ,CLKUP ,4,3
SUBCOMPACT CARS,HYUNDAI,TIBURON,2,4,Manual(M5),F,24,30,26,26.2,38.7,30.6558,R,,,,81,15,,,,,1270, ,,4,3
SUBCOMPACT CARS,HYUNDAI,TIBURON,2.7,6,Auto(L4),F,19,26,22,21.0924,33.2499,25.2464,R,,,,81,15,,,,,1502, ,CLKUP ,4,3
SUBCOMPACT CARS,HYUNDAI,TIBURON,2.7,6,Manual(M5),F,19,26,22,21.4,33.7,25.6055,R,,,,81,15,,,,,1502, ,,4,3
SUBCOMPACT CARS,HYUNDAI,TIBURON,2.7,6,Manual(M6),F,18,26,21,20.3,33.9,24.7721,R,,,,81,15,,,,,1571, ,,4,3
SUBCOMPACT CARS,JAGUAR,JAGUAR XK8,4.2,8,Auto(L6),R,18,26,21,19.598,33.0439,23.991,P,,,,75,11,,,,,1714, ,2MODE CLKUP ,4,3
SUBCOMPACT CARS,JAGUAR,JAGUAR XKR,4.2,8,Auto(L6),R,17,24,19,18.6499,30.5499,22.6138,P,,,S,75,11,,,,,1894, ,2MODE CLKUP ,4,3
SUBCOMPACT CARS,LEXUS,IS 250,2.5,6,Manual(M6),R,20,29,23,22.6765,36.5777,27.3547,P,,,,,,88,9,,,1566, ,,4,3
SUBCOMPACT CARS,LEXUS,IS 250,2.5,6,Auto(S6),R,24,32,27,26.7315,41.0922,31.7199,P,,,,,,88,9,,,1332, ,2MODE CLKUP ,4,3
SUBCOMPACT CARS,LEXUS,IS 250 AWD,2.5,6,Auto(S6),4,22,28,25,24.5898,36.2901,28.7628,P,,,,,,88,9,,,1440, ,2MODE CLKUP ,4,3
SUBCOMPACT CARS,LEXUS,IS 350,3.5,6,Auto(S6),R,21,28,24,23.6303,35.8105,27.9007,P,,,,,,88,9,,,1501, ,2MODE CLKUP ,4,3
SUBCOMPACT CARS,MASERATI,COUPE CAMBIOCORSA/GT/G-SPORT,4.2,8,Auto(A6),R,12,19,15,13.7484,24.4963,17.1307,P,G,,,86,5,,,,,2401, ,SIL 3MODE ,4,3
SUBCOMPACT CARS,MASERATI,COUPE CAMBIOCORSA/GT/G-SPORT,4.2,8,Manual(M6),R,13,18,15,14.3,23.1,17.2586,P,G,,,86,5,,,,,2401, ,SIL ,4,3
SUBCOMPACT CARS,MAZDA,MAZDA RX-8,1.3,2,Manual(M6),R,18,24,20,20.4,30.2,23.8883,P,,,,,,89,8,,,1800, ,,0,3
SUBCOMPACT CARS,MAZDA,MAZDA RX-8,1.3,2,Auto(S6),R,18,25,21,20.1888,32,24.21,P,,,,,,89,8,,,1714, ,DC/FW,0,3
SUBCOMPACT CARS,MERCEDES-BENZ,CLK350,3.5,6,Auto(L7),R,19,28,22,21.5,35.9,26.2356,P,,,,82,10,,,,,1638, ,EMS 2MODE CLKUP,4,3
SUBCOMPACT CARS,MERCEDES-BENZ,CLK350 (CABRIOLET),3.5,6,Auto(L7),R,18,27,21,20.4,33.9988,24.8778,P,,,,81,9,,,,,1714, ,EMS 2MODE CLKUP,4,3
SUBCOMPACT CARS,MERCEDES-BENZ,CLK500,5,8,Auto(L7),R,17,25,20,18.7,31.7,22.9319,P,,,,82,10,,,,,1800, ,EMS 2MODE CLKUP,3,3
SUBCOMPACT CARS,MERCEDES-BENZ,CLK500 (CABRIOLET),5,8,Auto(L7),R,17,25,20,18.7,31.7,22.9319,P,,,,81,9,,,,,1800, ,EMS 2MODE CLKUP,3,3
SUBCOMPACT CARS,MERCEDES-BENZ,CLK55 AMG (CABRIOLET),5.4,8,Auto(S5),R,16,22,19,18.2,28.5,21.7348,P,G,,,81,9,,,,,1894, ,EMS 2MODE CLKUP,3,3
SUBCOMPACT CARS,MITSUBISHI,ECLIPSE,2.4,4,Manual(M5),F,23,30,25,25.1491,38.6236,29.8325,R,,,,,,,,80,16,1320,SOHC,,4,3
SUBCOMPACT CARS,MITSUBISHI,ECLIPSE,2.4,4,Auto(S4),F,23,29,25,25.0248,36.5959,29.1761,R,,,,,,,,80,16,1320,SOHC,2MODE CLKUP ,4,3
SUBCOMPACT CARS,MITSUBISHI,ECLIPSE,3.8,6,Manual(M6),F,18,27,21,19.8098,34.3961,24.4817,P,,,,,,,,80,16,1714,SOHC,,4,3
SUBCOMPACT CARS,MITSUBISHI,ECLIPSE,3.8,6,Auto(S5),F,19,28,22,21.2,35.7545,25.9543,P,,,,,,,,80,16,1638,SOHC,2MODE CLKUP ,4,3
SUBCOMPACT CARS,PONTIAC,WAVE 5,1.6,4,Auto(A4),F,24,34,28,26.9,44,32.6016,R,,,,,,91,7,,,1178, ,EMS ,,3
SUBCOMPACT CARS,PONTIAC,WAVE 5,1.6,4,Manual(M5),F,26,35,29,28.6,44.9,34.1845,R,,,,,,91,7,,,1138, ,EMS ,,3
SUBCOMPACT CARS,SAAB,9-3 CONVERTIBLE,2,4,Manual(M5),F,21,29,24,23.3,37.1,27.9841,P,,T,,82,12,,,,,1501, ,,4,3
SUBCOMPACT CARS,SAAB,9-3 CONVERTIBLE,2,4,Auto(S5),F,19,27,22,21.3,35,25.854,P,,T,,82,12,,,,,1638, ,2MODE CLKUP ,4,3
SUBCOMPACT CARS,SAAB,9-3 CONVERTIBLE,2.8,6,Manual(M6),F,18,28,21,19.8,36.1,24.8489,P,,T,,82,12,,,,,1714, ,,4,3
SUBCOMPACT CARS,SAAB,9-3 CONVERTIBLE,2.8,6,Auto(S6),F,17,28,21,18.9,35.8,23.9979,P,,T,,82,12,,,,,1714, ,2MODE CLKUP ,4,3
SUBCOMPACT CARS,SUBARU,IMPREZA AWD,2.5,4,Auto(L4),4,21,26,23,23.0983,32.8209,26.651,P,,T,,,,88,11,,,1566, ,CLKUP ,4,3
SUBCOMPACT CARS,SUBARU,IMPREZA AWD,2.5,4,Auto(L4),4,23,28,25,25.1393,35.5232,28.9471,R,,,,,,88,11,,,1320, ,CLKUP ,4,3
SUBCOMPACT CARS,SUBARU,IMPREZA AWD,2.5,4,Manual(M5),4,20,26,22,21.6772,33.4229,25.7492,P,,T,,,,88,11,,,1638, ,,4,3
SUBCOMPACT CARS,SUBARU,IMPREZA AWD,2.5,4,Manual(M5),4,22,29,25,24.5645,37.3063,29.0256,R,,,,,,88,11,,,1320, ,,4,3
