Class,Manufacturer,carline name,displ,cyl,trans,drv,cty,hwy,cmb,ucty,uhwy,ucmb,fl,G,T,S,2pv,2lv,4pv,4lv,hpv,hlv,fcost,eng dscr,trans dscr
STANDARD PICKUP TRUCKS 2WD,CHEVROLET,C1500 PICKUP 2WD,4.3,6,Manual(M5),R,17,23,19,19.2977,29.1827,22.7682,R,,,,,,,,,,986,,SIL
STANDARD PICKUP TRUCKS 2WD,CHEVROLET,C1500 PICKUP 2WD,5.0,8,Auto(L4),R,15,20,17,16.7171,25.4669,19.7744,R,,,,,,,,,,1102,,CLKUP
STANDARD PICKUP TRUCKS 2WD,CHEVROLET,C1500 PICKUP 2WD,5.0,8,Manual(M5),R,15,20,17,16.3727,25.4465,19.5021,R,,,,,,,,,,1102,,SIL
STANDARD PICKUP TRUCKS 2WD,CHEVROLET,C1500 PICKUP 2WD,5.7,8,Auto(L4),R,14,19,16,15.6326,23.7482,18.4734,R,,,,,,,,,,1172,,CLKUP
STANDARD PICKUP TRUCKS 2WD,CHEVROLET,C1500 PICKUP 2WD,5.7,8,Manual(M5),R,14,19,16,15.0622,24.6472,18.2573,R,,,,,,,,,,1172,,SIL
STANDARD PICKUP TRUCKS 2WD,CHEVROLET,C2500 PICKUP 2WD,5.0,8,Auto(L4),R,15,20,17,16.6786,25.3433,19.7112,R,,,,,,,,,,1102,,CLKUP
STANDARD PICKUP TRUCKS 2WD,CHEVROLET,C2500 PICKUP 2WD,5.0,8,Manual(M5),R,14,19,16,15.6932,24.1297,18.6233,R,,,,,,,,,,1172,,SIL
STANDARD PICKUP TRUCKS 2WD,CHEVROLET,C2500 PICKUP 2WD,5.7,8,Auto(L4),R,14,18,16,15.4954,23.643,18.3393,R,,,,,,,,,,1172,,CLKUP
STANDARD PICKUP TRUCKS 2WD,CHEVROLET,C2500 PICKUP 2WD,5.7,8,Manual(M5),R,14,19,16,15.1486,24.7125,18.3431,R,,,,,,,,,,1172,,SIL
STANDARD PICKUP TRUCKS 2WD,CHEVROLET,C2500 PICKUP 2WD,6.5,8,Auto(L4),R,15,18,16,16.4481,23.053,18.8826,D,,T,,,,,,,,1125,,CLKUP
STANDARD PICKUP TRUCKS 2WD,DODGE,DAKOTA PICKUP 2WD,2.5,4,Manual(M5),R,20,25,22,22.5556,31.9392,25.992,R,,,,,,,,,,853,,SIL
STANDARD PICKUP TRUCKS 2WD,DODGE,DAKOTA PICKUP 2WD,3.9,6,Auto(L4),R,16,21,18,17.9266,26.6042,21.0105,R,,,,,,,,,,1042,,
STANDARD PICKUP TRUCKS 2WD,DODGE,DAKOTA PICKUP 2WD,3.9,6,Manual(M5),R,16,22,18,17.8,28.3,21.3676,R,,,,,,,,,,1042,,SIL
STANDARD PICKUP TRUCKS 2WD,DODGE,DAKOTA PICKUP 2WD,5.9,8,Auto(L4),R,14,18,16,15.4994,23.6474,18.3436,R,,,,,,,,,,1172,,CLKUP
STANDARD PICKUP TRUCKS 2WD,DODGE,DAKOTA PICKUP 2WD,5.9,8,Auto(L4),R,13,18,15,14.3,22.8956,17.207,R,,,,,,,,,,1251,,CLKUP
STANDARD PICKUP TRUCKS 2WD,DODGE,DAKOTA PICKUP 2WD,5.9,8,Manual(M5),R,14,19,16,15.3,24.1,18.3083,R,,,,,,,,,,1172,,SIL
STANDARD PICKUP TRUCKS 2WD,DODGE,RAM 1500 PICKUP 2WD,3.9,6,Auto(L4),R,15,20,17,17.1,25.3,20.0199,R,,,,,,,,,,1102,,
STANDARD PICKUP TRUCKS 2WD,DODGE,RAM 1500 PICKUP 2WD,3.9,6,Manual(M5),R,15,21,17,16.8,27.1,20.2662,R,,,,,,,,,,1102,,
STANDARD PICKUP TRUCKS 2WD,DODGE,RAM 1500 PICKUP 2WD,3.9,6,Manual(M5),R,15,21,17,16.8,27.1,20.2662,R,,,,,,,,,,1102,,SIL
STANDARD PICKUP TRUCKS 2WD,DODGE,RAM 1500 PICKUP 2WD,5.9,8,Auto(L4),R,13,18,15,14.758,23.6577,17.7655,R,,,,,,,,,,1251,,CLKUP
STANDARD PICKUP TRUCKS 2WD,DODGE,RAM 1500 PICKUP 2WD,5.9,8,Auto(L4),R,12,18,14,13.7677,22.5909,16.7034,R,,,,,,,,,,1339,,CLKUP
STANDARD PICKUP TRUCKS 2WD,DODGE,RAM 1500 PICKUP 2WD,5.9,8,Manual(M5),R,13,18,15,14.9222,23.3224,17.8087,R,,,,,,,,,,1251,,SIL
STANDARD PICKUP TRUCKS 2WD,FORD,F150 PICKUP 2WD,4.2,6,Auto(L4),R,16,21,18,18.0852,26.5288,21.1085,R,,,,,,,,,,1042,,CLKUP
STANDARD PICKUP TRUCKS 2WD,FORD,F150 PICKUP 2WD,4.2,6,Manual(M5),R,15,20,17,16.7768,25.4079,19.8041,R,,,,,,,,,,1102,,
STANDARD PICKUP TRUCKS 2WD,FORD,F150 PICKUP 2WD,4.6,8,Auto(L4),R,15,20,17,16.7195,25.4224,19.7641,R,,,,,,,,,,1102,,CLKUP
STANDARD PICKUP TRUCKS 2WD,FORD,F150 PICKUP 2WD,4.6,8,Manual(M5),R,15,19,16,16.5498,23.8474,19.1927,R,,,,,,,,,,1172,,
STANDARD PICKUP TRUCKS 2WD,FORD,F150 PICKUP 2WD,5.4,8,Auto(L4),R,14,18,15,15.4878,22.9591,18.1449,R,,,,,,,,,,1251,,CLKUP
STANDARD PICKUP TRUCKS 2WD,FORD,F250 PICKUP 2WD,4.6,8,Auto(L4),R,14,19,16,15.6558,24.709,18.7467,R,,,,,,,,,,1172,,CLKUP
STANDARD PICKUP TRUCKS 2WD,FORD,F250 PICKUP 2WD,4.6,8,Manual(M5),R,15,18,16,16.1116,23.2519,18.695,R,,,,,,,,,,1172,,
STANDARD PICKUP TRUCKS 2WD,FORD,F250 PICKUP 2WD,5.4,8,Auto(L4),R,13,18,15,14.3352,22.5112,17.1359,R,,,,,,,,,,1251,,CLKUP
STANDARD PICKUP TRUCKS 2WD,FORD,F250 PICKUP 2WD,5.4,8,Auto(L4),R,11,15,13,12,19,15,C,,,,,,,,,,1251,,CLKUP
STANDARD PICKUP TRUCKS 2WD,FORD,RANGER PICKUP 2WD,2.5,4,Auto(L4),R,20,25,22,22.5049,31.8253,25.9209,R,,,,,,,,,,853,,CLKUP
STANDARD PICKUP TRUCKS 2WD,FORD,RANGER PICKUP 2WD,2.5,4,Manual(M5),R,22,27,24,24.3917,34.1366,27.9868,R,,,,,,,,,,782,,
STANDARD PICKUP TRUCKS 2WD,FORD,RANGER PICKUP 2WD,3.0,6,Auto(L4),R,17,22,19,18.5626,28.7879,22.0941,R,,,,,,,,,,986,,CLKUP
STANDARD PICKUP TRUCKS 2WD,FORD,RANGER PICKUP 2WD,3.0,6,Manual(M5),R,17,23,19,18.815,28.854,22.3076,R,,,,,,,,,,986,,
STANDARD PICKUP TRUCKS 2WD,FORD,RANGER PICKUP 2WD,4.0,6,Auto(L5),R,16,21,18,18.2,27.192,21.3818,R,,,,,,,,,,1042,,CLKUP
STANDARD PICKUP TRUCKS 2WD,FORD,RANGER PICKUP 2WD,4.0,6,Manual(M5),R,17,21,19,18.7504,27.521,21.8896,R,,,,,,,,,,986,,
STANDARD PICKUP TRUCKS 2WD,GMC,C1500 SIERRA 2WD,4.3,6,Auto(L4),R,16,20,17,17.5112,25.6801,20.4366,R,,,,,,,,,,1102,,CLKUP
STANDARD PICKUP TRUCKS 2WD,GMC,C1500 SIERRA 2WD,4.3,6,Manual(M5),R,17,23,19,19.3168,29.2781,22.8089,R,,,,,,,,,,986,,SIL
STANDARD PICKUP TRUCKS 2WD,GMC,C1500 SIERRA 2WD,5.0,8,Auto(L4),R,15,20,17,16.7417,25.5462,19.8149,R,,,,,,,,,,1102,,CLKUP
STANDARD PICKUP TRUCKS 2WD,GMC,C1500 SIERRA 2WD,5.0,8,Manual(M5),R,15,20,17,16.3725,25.4461,19.5018,R,,,,,,,,,,1102,,SIL
STANDARD PICKUP TRUCKS 2WD,GMC,C1500 SIERRA 2WD,5.7,8,Auto(L4),R,14,19,16,15.6148,23.7346,18.456,R,,,,,,,,,,1172,,CLKUP
STANDARD PICKUP TRUCKS 2WD,GMC,C1500 SIERRA 2WD,5.7,8,Manual(M5),R,14,19,16,15.0037,24.6028,18.199,R,,,,,,,,,,1172,,SIL
STANDARD PICKUP TRUCKS 2WD,GMC,C2500 SIERRA 2WD,5.0,8,Auto(L4),R,15,20,17,16.6571,25.2746,19.6759,R,,,,,,,,,,1102,,CLKUP
STANDARD PICKUP TRUCKS 2WD,GMC,C2500 SIERRA 2WD,5.0,8,Manual(M5),R,14,19,16,15.6846,24.1133,18.6122,R,,,,,,,,,,1172,,SIL
STANDARD PICKUP TRUCKS 2WD,GMC,C2500 SIERRA 2WD,5.7,8,Auto(L4),R,14,18,16,15.5071,23.652,18.3508,R,,,,,,,,,,1172,,CLKUP
STANDARD PICKUP TRUCKS 2WD,GMC,C2500 SIERRA 2WD,5.7,8,Manual(M5),R,14,19,16,15.1611,24.7219,18.3555,R,,,,,,,,,,1172,,SIL
STANDARD PICKUP TRUCKS 2WD,GMC,C2500 SIERRA 2WD,6.5,8,Auto(L4),R,15,18,16,16.488,23.1808,18.9501,D,,T,,,,,,,,1125,,CLKUP
STANDARD PICKUP TRUCKS 2WD,MAZDA,B2000 2WD,2.5,4,Auto(L4),R,20,25,22,22.5049,31.8253,25.9209,R,,,,,,,,,,853,,CLKUP
STANDARD PICKUP TRUCKS 2WD,MAZDA,B2000 2WD,2.5,4,Manual(M5),R,22,27,24,24.3917,34.1366,27.9868,R,,,,,,,,,,782,,
STANDARD PICKUP TRUCKS 2WD,MAZDA,B2000 2WD,3.0,6,Auto(L4),R,17,22,19,18.5626,28.7879,22.0941,R,,,,,,,,,,986,,CLKUP
STANDARD PICKUP TRUCKS 2WD,MAZDA,B2000 2WD,3.0,6,Manual(M5),R,17,23,19,18.815,28.854,22.3076,R,,,,,,,,,,986,,
STANDARD PICKUP TRUCKS 2WD,MAZDA,B2000 2WD,4.0,6,Auto(L5),R,16,21,18,18.2,27.1124,21.3596,R,,,,,,,,,,1042,,CLKUP
STANDARD PICKUP TRUCKS 2WD,MAZDA,B2000 2WD,4.0,6,Manual(M5),R,17,21,19,18.8896,27.5322,21.9969,R,,,,,,,,,,986,,
STANDARD PICKUP TRUCKS 2WD,NISSAN,FRONTIER TRUCK 2WD,2.4,4,Auto(L4),R,20,24,21,21.8214,30.4539,25.0119,R,,,,,,,,,,892,,
STANDARD PICKUP TRUCKS 2WD,NISSAN,FRONTIER TRUCK 2WD,2.4,4,Manual(M5),R,22,26,24,24.8989,33.9599,28.2964,R,,,,,,,,,,782,,
STANDARD PICKUP TRUCKS 2WD,TOYOTA,TOYOTA T100 2WD,2.7,4,Auto(L4),R,20,23,21,21.8,29.6,24.7328,R,,,,,,,,,,892,,CLKUP
STANDARD PICKUP TRUCKS 2WD,TOYOTA,TOYOTA T100 2WD,2.7,4,Manual(M5),R,19,24,21,21.44,30.3165,24.6936,R,,,,,,,,,,892,,
STANDARD PICKUP TRUCKS 2WD,TOYOTA,TOYOTA T100 2WD,3.4,6,Auto(L4),R,17,20,18,19.2989,25.5979,21.7021,R,,,,,,,,,,1042,,CLKUP
STANDARD PICKUP TRUCKS 2WD,TOYOTA,TOYOTA T100 2WD,3.4,6,Manual(M5),R,17,20,18,18.8428,25.7725,21.4365,R,,,,,,,,,,1042,,
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K1500 PICKUP 4WD,4.3,6,Auto(L4),4,15,20,17,17.181,25.0618,20.0129,R,,,,,,,,,,1102,,CLKUP
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K1500 PICKUP 4WD,4.3,6,Manual(M5),4,16,20,17,17.4317,26.0009,20.4671,R,,,,,,,,,,1102,,SIL
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K1500 PICKUP 4WD,5.0,8,Auto(L4),4,14,18,15,15.3101,22.8145,17.97,R,,,,,,,,,,1251,,CLKUP
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K1500 PICKUP 4WD,5.0,8,Manual(M5),4,13,18,15,14.8218,23.4449,17.7616,R,,,,,,,,,,1251,,SIL
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K1500 PICKUP 4WD,5.7,8,Auto(L4),4,13,17,15,14.5905,21.4909,17.0547,R,,,,,,,,,,1251,,CLKUP
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K1500 PICKUP 4WD,5.7,8,Manual(M5),4,12,17,14,13.793,21.7932,16.5224,R,,,,,,,,,,1339,,SIL
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K1500 PICKUP 4WD,6.5,8,Auto(L4),4,15,19,16,16.1374,24.0823,18.9507,D,,T,,,,,,,,1125,,CLKUP
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,S10 PICKUP 4WD,4.3,6,Auto(L4),4,16,21,18,17.8298,26.4303,20.8885,R,,,,,,,,,,1042,,CLKUP
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,S10 PICKUP 4WD,4.3,6,Manual(M5),4,17,22,19,18.7,28.2,22.0414,R,,,,,,,,,,986,,SIL
STANDARD PICKUP TRUCKS 4WD,DODGE,DAKOTA PICKUP 4WD,3.9,6,Auto(L4),4,15,18,16,16.4536,23.3297,18.9695,R,,,,,,,,,,1172,,
STANDARD PICKUP TRUCKS 4WD,DODGE,DAKOTA PICKUP 4WD,3.9,6,Manual(M5),4,15,19,17,17.1316,24.8469,19.9143,R,,,,,,,,,,1102,,SIL
STANDARD PICKUP TRUCKS 4WD,DODGE,DAKOTA PICKUP 4WD,5.9,8,Auto(L4),4,13,17,15,14.8181,21.6703,17.2764,R,,,,,,,,,,1251,,CLKUP
STANDARD PICKUP TRUCKS 4WD,DODGE,DAKOTA PICKUP 4WD,5.9,8,Manual(M5),4,13,17,15,14.6173,22.1685,17.2635,R,,,,,,,,,,1251,,SIL
STANDARD PICKUP TRUCKS 4WD,DODGE,RAM 1500 PICKUP 4WD,5.9,8,Auto(L4),4,12,16,14,13.8047,21.0925,16.3462,R,,,,,,,,,,1339,,CLKUP
STANDARD PICKUP TRUCKS 4WD,DODGE,RAM 1500 PICKUP 4WD,5.9,8,Auto(L4),4,12,17,14,13.1626,21.249,15.8824,R,,,,,,,,,,1339,,CLKUP
STANDARD PICKUP TRUCKS 4WD,DODGE,RAM 1500 PICKUP 4WD,5.9,8,Manual(M5),4,13,17,15,14.5732,22.3612,17.2818,R,,,,,,,,,,1251,,SIL
STANDARD PICKUP TRUCKS 4WD,FORD,F150 PICKUP 4WD,4.2,6,Auto(L4),4,15,19,17,16.8821,23.7339,19.4028,R,,,,,,,,,,1102,,CLKUP
STANDARD PICKUP TRUCKS 4WD,FORD,F150 PICKUP 4WD,4.2,6,Manual(M5),4,15,18,16,16.5732,23.5327,19.1174,R,,,,,,,,,,1172,,
STANDARD PICKUP TRUCKS 4WD,FORD,F150 PICKUP 4WD,4.6,8,Auto(L4),4,14,18,15,15.1956,22.7667,17.8697,R,,,,,,,,,,1251,,CLKUP
STANDARD PICKUP TRUCKS 4WD,FORD,F150 PICKUP 4WD,4.6,8,Manual(M5),4,14,18,16,15.9173,22.5015,18.3311,R,,,,,,,,,,1172,,
STANDARD PICKUP TRUCKS 4WD,FORD,F150 PICKUP 4WD,5.4,8,Auto(L4),4,12,16,14,13.7019,21.0316,16.2504,R,,,,,,,,,,1339,,CLKUP
STANDARD PICKUP TRUCKS 4WD,FORD,F250 PICKUP 4WD,4.6,8,Auto(L4),4,13,18,15,14.7595,22.5098,17.4656,R,,,,,,,,,,1251,,CLKUP
STANDARD PICKUP TRUCKS 4WD,FORD,F250 PICKUP 4WD,4.6,8,Manual(M5),4,14,17,15,15.407,22.1959,17.8661,R,,,,,,,,,,1251,,
STANDARD PICKUP TRUCKS 4WD,FORD,F250 PICKUP 4WD,5.4,8,Auto(L4),4,12,16,14,13.563,20.9426,16.1189,R,,,,,,,,,,1339,,CLKUP
STANDARD PICKUP TRUCKS 4WD,FORD,RANGER PICKUP 4WD,3.0,6,Auto(L4),4,15,20,17,17.1897,25.8991,20.2549,R,,,,,,,,,,1102,,CLKUP
STANDARD PICKUP TRUCKS 4WD,FORD,RANGER PICKUP 4WD,3.0,6,Manual(M5),4,17,22,19,18.87,28.0399,22.1262,R,,,,,,,,,,986,,
STANDARD PICKUP TRUCKS 4WD,FORD,RANGER PICKUP 4WD,4.0,6,Auto(L5),4,16,20,17,17.6262,25.4802,20.4648,R,,,,,,,,,,1102,,CLKUP
STANDARD PICKUP TRUCKS 4WD,FORD,RANGER PICKUP 4WD,4.0,6,Manual(M5),4,16,20,18,17.8148,25.7352,20.6787,R,,,,,,,,,,1042,,
STANDARD PICKUP TRUCKS 4WD,GMC,K1500 SIERRA 4WD,4.3,6,Auto(L4),4,16,20,17,17.2268,25.4489,20.1574,R,,,,,,,,,,1102,,CLKUP
STANDARD PICKUP TRUCKS 4WD,GMC,K1500 SIERRA 4WD,4.3,6,Manual(M5),4,16,20,17,17.3988,25.9725,20.4343,R,,,,,,,,,,1102,,SIL
STANDARD PICKUP TRUCKS 4WD,GMC,K1500 SIERRA 4WD,5.0,8,Auto(L4),4,14,18,15,15.3099,22.8142,17.9697,R,,,,,,,,,,1251,,CLKUP
STANDARD PICKUP TRUCKS 4WD,GMC,K1500 SIERRA 4WD,5.0,8,Manual(M5),4,13,18,15,14.819,23.4437,17.7591,R,,,,,,,,,,1251,,SIL
STANDARD PICKUP TRUCKS 4WD,GMC,K1500 SIERRA 4WD,5.7,8,Auto(L4),4,13,17,15,14.5905,21.4909,17.0547,R,,,,,,,,,,1251,,CLKUP
STANDARD PICKUP TRUCKS 4WD,GMC,K1500 SIERRA 4WD,5.7,8,Manual(M5),4,12,17,14,13.7939,21.7947,16.5236,R,,,,,,,,,,1339,,SIL
STANDARD PICKUP TRUCKS 4WD,GMC,K1500 SIERRA 4WD,6.5,8,Auto(L4),4,15,19,16,16.1374,24.0823,18.9507,D,,T,,,,,,,,1125,,CLKUP
STANDARD PICKUP TRUCKS 4WD,GMC,SONOMA 4WD,4.3,6,Auto(L4),4,16,21,18,17.8298,26.4303,20.8885,R,,,,,,,,,,1042,,CLKUP
STANDARD PICKUP TRUCKS 4WD,GMC,SONOMA 4WD,4.3,6,Manual(M5),4,17,22,19,18.7,28.2,22.0414,R,,,,,,,,,,986,,SIL
STANDARD PICKUP TRUCKS 4WD,ISUZU,HOMBRE PICKUP 4WD,4.3,6,Auto(L4),4,16,21,18,17.8298,26.4303,20.8885,R,,,,,,,,,,1042,,CLKUP
STANDARD PICKUP TRUCKS 4WD,ISUZU,HOMBRE PICKUP 4WD,4.3,6,Manual(M5),4,17,22,19,18.7,28.2,22.0414,R,,,,,,,,,,986,,SIL
STANDARD PICKUP TRUCKS 4WD,MAZDA,B3000 4WD,3.0,6,Auto(L4),4,15,20,17,17.1474,25.8271,20.2028,R,,,,,,,,,,1102,,CLKUP
STANDARD PICKUP TRUCKS 4WD,MAZDA,B3000 4WD,3.0,6,Manual(M5),4,17,22,19,18.8439,27.9877,22.0918,R,,,,,,,,,,986,,
STANDARD PICKUP TRUCKS 4WD,MAZDA,B3000 4WD,4.0,6,Auto(L5),4,16,20,17,17.6262,25.4802,20.4648,R,,,,,,,,,,1102,,CLKUP
STANDARD PICKUP TRUCKS 4WD,MAZDA,B3000 4WD,4.0,6,Manual(M5),4,16,20,18,17.8148,25.7352,20.6787,R,,,,,,,,,,1042,,
STANDARD PICKUP TRUCKS 4WD,NISSAN,FRONTIER TRUCK 4WD,2.4,4,Manual(M5),4,18,21,19,19.5269,26.9298,22.2835,R,,,,,,,,,,986,,
STANDARD PICKUP TRUCKS 4WD,TOYOTA,TOYOTA T100 4WD,3.4,6,Auto(L4),4,16,17,16,17.6254,22.1534,19.4108,R,,,,,,,,,,1172,,CLKUP
STANDARD PICKUP TRUCKS 4WD,TOYOTA,TOYOTA T100 4WD,3.4,6,Manual(M5),4,16,19,17,18.1259,24.2461,20.4486,R,,,,,,,,,,1102,,
STANDARD PICKUP TRUCKS 4WD,TOYOTA,TOYOTA TACOMA 4WD,2.7,4,Auto(L4),4,18,21,19,20.1123,27.1947,22.7823,R,,,,,,,,,,986,,2MODE 2LKUP
STANDARD PICKUP TRUCKS 4WD,TOYOTA,TOYOTA TACOMA 4WD,2.7,4,Manual(M5),4,17,21,19,19.3421,27.0124,22.1757,R,,,,,,,,,,986,,
STANDARD PICKUP TRUCKS 4WD,TOYOTA,TOYOTA TACOMA 4WD,3.4,6,Auto(L4),4,17,20,18,18.6,25,21.0217,R,,,,,,,,,,1042,,2MODE 2LKUP
STANDARD PICKUP TRUCKS 4WD,TOYOTA,TOYOTA TACOMA 4WD,3.4,6,Manual(M5),4,16,19,17,18.1259,24.2461,20.4486,R,,,,,,,,,,1102,,
"VANS, CARGO TYPE",CHEVROLET,ASTRO 2WD (CARGO),4.3,6,Auto(L4),R,16,21,18,17.8,27.2,21.0779,R,,,,,,,,,,1042,,CLKUP
"VANS, CARGO TYPE",CHEVROLET,ASTRO AWD (CARGO),4.3,6,Auto(L4),4,16,20,17,17.2626,25.7585,20.2713,R,,,,,,,,,,1102,,CLKUP
"VANS, CARGO TYPE",CHEVROLET,G1500/G2500 CHEVY VAN 2WD,4.3,6,Auto(L4),R,15,19,16,16.5971,24.198,19.3294,R,,,,,,,,,,1172,,CLKUP
"VANS, CARGO TYPE",CHEVROLET,G1500/G2500 CHEVY VAN 2WD,5.0,8,Auto(L4),R,15,20,17,16.5814,25.0368,19.5529,R,,,,,,,,,,1102,,CLKUP
"VANS, CARGO TYPE",CHEVROLET,G1500/G2500 CHEVY VAN 2WD,5.7,8,Auto(L4),R,14,18,16,15.4779,23.6271,18.3215,R,,,,,,,,,,1172,,CLKUP
"VANS, CARGO TYPE",DODGE,B1500 VAN 2WD,3.9,6,Auto(L3),R,15,17,16,16.5295,21.5941,18.4799,R,,,,,,,,,,1172,,
"VANS, CARGO TYPE",DODGE,B1500 VAN 2WD,5.9,8,Auto(L4),R,14,19,15,15.088,23.7953,18.0622,R,,,,,,,,,,1251,,CLKUP
"VANS, CARGO TYPE",DODGE,B1500 VAN 2WD,5.9,8,Auto(L4),R,13,18,15,14.2252,23.2009,17.2237,R,,,,,,,,,,1251,,CLKUP
"VANS, CARGO TYPE",DODGE,B2500 VAN 2WD,5.9,8,Auto(L4),R,13,18,15,14.6,23.6,17.6246,R,,,,,,,,,,1251,,CLKUP
"VANS, CARGO TYPE",DODGE,B2500 VAN 2WD,5.9,8,Auto(L4),R,12,18,14,13.7,22.5,16.6262,R,,,,,,,,,,1339,,CLKUP
"VANS, CARGO TYPE",FORD,E150 ECONOLINE 2WD,4.2,6,Auto(L4),R,15,19,17,16.5675,24.9686,19.5235,R,,,,,,,,,,1102,,CLKUP
"VANS, CARGO TYPE",FORD,E150 ECONOLINE 2WD,4.6,8,Auto(L4),R,14,19,16,15.5,24.6,18.5955,R,,,,,,,,,,1172,,CLKUP
"VANS, CARGO TYPE",FORD,E150 ECONOLINE 2WD,5.4,8,Auto(L4),R,13,18,15,14.3352,22.5112,17.1359,R,,,,,,,,,,1251,,CLKUP
"VANS, CARGO TYPE",FORD,E250 ECONOLINE 2WD,4.2,6,Auto(L4),R,14,19,16,15.8505,23.9755,18.7026,R,,,,,,,,,,1172,,CLKUP
"VANS, CARGO TYPE",FORD,E250 ECONOLINE 2WD,5.4,8,Auto(L4),R,13,17,14,14.2909,21.9718,16.9587,R,,,,,,,,,,1339,,CLKUP
"VANS, CARGO TYPE",FORD,E250 ECONOLINE 2WD,5.4,8,Auto(L4),R,11,14,12,13,18,15,C,,,,,,,,,,1339,,CLKUP
"VANS, CARGO TYPE",GMC,G1500/G2500 SAVANA 2WD CARGO,4.3,6,Auto(L4),R,15,19,16,16.5968,24.1978,19.3291,R,,,,,,,,,,1172,,CLKUP
"VANS, CARGO TYPE",GMC,G1500/G2500 SAVANA 2WD CARGO,5.0,8,Auto(L4),R,15,20,17,16.5813,25.0365,19.5527,R,,,,,,,,,,1102,,CLKUP
"VANS, CARGO TYPE",GMC,G1500/G2500 SAVANA 2WD CARGO,5.7,8,Auto(L4),R,14,18,16,15.4732,23.6216,18.3164,R,,,,,,,,,,1172,,CLKUP
"VANS, CARGO TYPE",GMC,SAFARI 2WD (CARGO),4.3,6,Auto(L4),R,16,21,18,17.8,27.2,21.0779,R,,,,,,,,,,1042,,CLKUP
"VANS, CARGO TYPE",GMC,SAFARI AWD (CARGO),4.3,6,Auto(L4),4,16,20,17,17.2626,25.7585,20.2713,R,,,,,,,,,,1102,,CLKUP
"VANS, PASSENGER TYPE",CHEVROLET,ASTRO 2WD (PASSENGER),4.3,6,Auto(L4),R,16,20,17,17.4094,25.1729,20.2149,R,,,,,,,,,,1102,,CLKUP
"VANS, PASSENGER TYPE",CHEVROLET,ASTRO AWD (PASSENGER),4.3,6,Auto(L4),4,15,19,17,17.1712,24.9797,19.982,R,,,,,,,,,,1102,,CLKUP
"VANS, PASSENGER TYPE",CHEVROLET,G1500/G2500 CHEVY EXPRESS 2W,4.3,6,Auto(L4),R,15,19,16,16.1932,23.9223,18.9481,R,,,,,,,,,,1172,,CLKUP
"VANS, PASSENGER TYPE",CHEVROLET,G1500/G2500 CHEVY EXPRESS 2W,5.0,8,Auto(L4),R,14,18,15,15.5444,22.4766,18.0495,R,,,,,,,,,,1251,,CLKUP
"VANS, PASSENGER TYPE",CHEVROLET,G1500/G2500 CHEVY EXPRESS 2W,5.7,8,Auto(L4),R,14,18,15,15.0918,23.1742,17.9013,R,,,,,,,,,,1251,,CLKUP
"VANS, PASSENGER TYPE",DODGE,B1500 WAGON 2WD,3.9,6,Auto(L3),R,15,17,16,16.5295,21.5941,18.4799,R,,,,,,,,,,1172,,
"VANS, PASSENGER TYPE",DODGE,B1500 WAGON 2WD,5.9,8,Auto(L4),R,13,18,15,14.6,23.6,17.6246,R,,,,,,,,,,1251,,CLKUP
"VANS, PASSENGER TYPE",DODGE,B2500 WAGON 2WD,5.9,8,Auto(L4),R,13,18,15,14.3,23.3,17.3086,R,,,,,,,,,,1251,,CLKUP
"VANS, PASSENGER TYPE",DODGE,B2500 WAGON 2WD,5.9,8,Auto(L4),R,12,18,14,13.7,22.5,16.6262,R,,,,,,,,,,1339,,CLKUP
"VANS, PASSENGER TYPE",FORD,E150 CLUB WAGON,4.2,6,Auto(L4),R,14,18,15,15.0807,22.9011,17.8189,R,,,,,,,,,,1251,,CLKUP
"VANS, PASSENGER TYPE",FORD,E150 CLUB WAGON,4.6,8,Auto(L4),R,14,19,16,15.4069,23.8416,18.3242,R,,,,,,,,,,1172,,CLKUP
"VANS, PASSENGER TYPE",FORD,E150 CLUB WAGON,5.4,8,Auto(L4),R,12,17,14,13.8,22.1,16.6066,R,,,,,,,,,,1339,,CLKUP
"VANS, PASSENGER TYPE",GMC,G1500/G2500 SAVANA 2WD PASSE,4.3,6,Auto(L4),R,15,19,16,16.1932,23.9223,18.9481,R,,,,,,,,,,1172,,CLKUP
"VANS, PASSENGER TYPE",GMC,G1500/G2500 SAVANA 2WD PASSE,5.0,8,Auto(L4),R,14,18,15,15.5444,22.4766,18.0495,R,,,,,,,,,,1251,,CLKUP
"VANS, PASSENGER TYPE",GMC,G1500/G2500 SAVANA 2WD PASSE,5.7,8,Auto(L4),R,14,18,15,15.0918,23.1742,17.9013,R,,,,,,,,,,1251,,CLKUP
"VANS, PASSENGER TYPE",GMC,SAFARI 2WD (PASSENGER),4.3,6,Auto(L4),R,16,20,17,17.4094,25.1729,20.2149,R,,,,,,,,,,1102,,CLKUP
