Class,Manufacturer,carline name,displ,cyl,trans,drv,cty,hwy,cmb,ucty,uhwy,ucmb,fl,G,T,S,2pv,2lv,4pv,4lv,hpv,hlv,fcost,eng dscr,trans dscr
SPEC PURP VEH - MINIVAN - 4WD,DODGE,CARAVAN AWD,3.8,6,Auto(L4),4,16,23,19,17.7487,29.597,21.6486,R,,,,,,,,,,907,,CLKUP
SPEC PURP VEH - S.U.V. - 2WD,CHEVROLET,BLAZER 2WD,4.3,6,Auto(L4),R,16,21,18,17.9111,26.9107,21.084,R,,,,,,,,,,959,,CLKUP
SPEC PURP VEH - S.U.V. - 2WD,CHEVROLET,BLAZER 2WD,4.3,6,Manual(M5),R,17,23,19,18.9,29.6,22.5717,R,,,,,,,,,,907,,SIL
SPEC PURP VEH - S.U.V. - 2WD,CHEVROLET,C1500 SUBURBAN 2WD,5.7,8,Auto(L4),R,14,18,15,15.0971,23.1883,17.9092,R,,,,,,,,,,1151,,CLKUP
SPEC PURP VEH - S.U.V. - 2WD,CHEVROLET,C1500 TAHOE 2WD,5.7,8,Auto(L4),R,14,18,15,15.1033,22.6654,17.7715,R,,,,,,,,,,1151,,CLKUP
SPEC PURP VEH - S.U.V. - 2WD,CHEVROLET,TRACKER 2WD CONVERTIBLE,1.6,4,Manual(M5),R,25,28,26,28.0389,35.7429,31.0506,R,,,,,,,,,,664,,
SPEC PURP VEH - S.U.V. - 2WD,CHEVROLET,TRACKER 2WD CONVERTIBLE,2.0,4,Auto(L4),R,23,25,24,25.8822,32.6451,28.5431,R,,,,,,,,,,719,,2MODE 2LKUP
SPEC PURP VEH - S.U.V. - 2WD,CHEVROLET,TRACKER 2WD CONVERTIBLE,2.0,4,Manual(M5),R,23,25,24,25.3389,32.5686,28.151,R,,,,,,,,,,719,,
SPEC PURP VEH - S.U.V. - 2WD,CHEVROLET,TRACKER 2WD HARDTOP,2.0,4,Auto(L4),R,24,26,25,26.1777,33.2548,28.9502,R,,,,,,,,,,690,,2MODE 2LKUP
SPEC PURP VEH - S.U.V. - 2WD,CHEVROLET,TRACKER 2WD HARDTOP,2.0,4,Manual(M5),R,23,25,24,25.2775,32.631,28.1302,R,,,,,,,,,,719,,
SPEC PURP VEH - S.U.V. - 2WD,DODGE,DURANGO 2WD,3.9,6,Auto(L4),R,15,20,17,16.4,25.1419,19.442,R,,,,,,,,,,1014,,
SPEC PURP VEH - S.U.V. - 2WD,DODGE,DURANGO 2WD,5.2,8,Auto(L4),R,14,19,16,15.1,24.1,18.1501,R,,,,,,,,,,1078,,CLKUP
SPEC PURP VEH - S.U.V. - 2WD,DODGE,DURANGO 2WD,5.9,8,Auto(L4),R,12,17,14,13.8,21.5288,16.4589,R,,,,,,,,,,1232,,CLKUP
SPEC PURP VEH - S.U.V. - 2WD,FORD,EXPEDITION 2WD,4.6,8,Auto(L4),R,13,18,15,14.831,23.0418,17.6634,R,,,,,,,,,,1151,,CLKUP
SPEC PURP VEH - S.U.V. - 2WD,FORD,EXPEDITION 2WD,5.4,8,Auto(L4),R,13,18,14,13.9714,22.6481,16.8818,R,,,,,,,,,,1232,,CLKUP
SPEC PURP VEH - S.U.V. - 2WD,FORD,EXPLORER 2WD,4.0,6,Auto(L5),R,16,21,18,17.5654,26.7068,20.7636,R,,,,,,,,,,959,,CLKUP
SPEC PURP VEH - S.U.V. - 2WD,FORD,EXPLORER 2WD,4.0,6,Auto(L5),R,16,20,18,17.4,26.2,20.4982,R,,,,,,,,,,959,SOHC,CLKUP
SPEC PURP VEH - S.U.V. - 2WD,FORD,EXPLORER 2WD,4.0,6,Manual(M5),R,18,23,20,19.7,29,23.0224,R,,,,,,,,,,862,,
SPEC PURP VEH - S.U.V. - 2WD,FORD,EXPLORER 2WD,5.0,8,Auto(L4),R,14,19,16,15.6,24.4,18.6223,R,,,,,,,,,,1078,,CLKUP
SPEC PURP VEH - S.U.V. - 2WD,GMC,C1500 SUBURBAN 2WD,5.7,8,Auto(L4),R,14,18,15,15.0971,23.1883,17.9092,R,,,,,,,,,,1151,,CLKUP
SPEC PURP VEH - S.U.V. - 2WD,GMC,C1500 YUKON 2WD,5.7,8,Auto(L4),R,14,18,15,15.1033,22.6654,17.7715,R,,,,,,,,,,1151,,CLKUP
SPEC PURP VEH - S.U.V. - 2WD,GMC,JIMMY 2WD,4.3,6,Auto(L4),R,16,21,18,17.9111,26.9107,21.084,R,,,,,,,,,,959,,CLKUP
SPEC PURP VEH - S.U.V. - 2WD,GMC,JIMMY 2WD,4.3,6,Manual(M5),R,17,23,19,18.9,29.6,22.5717,R,,,,,,,,,,907,,SIL
SPEC PURP VEH - S.U.V. - 2WD,HONDA,PASSPORT 2WD,3.2,6,Auto(L4),R,16,20,18,18.2018,26.1263,21.0789,R,,,,,,,,,,959,V-6,2MODE CLKUP
SPEC PURP VEH - S.U.V. - 2WD,HONDA,PASSPORT 2WD,3.2,6,Manual(M5),R,18,21,19,19.6936,26.2936,22.2014,R,,,,,,,,,,907,V-6,SIL
SPEC PURP VEH - S.U.V. - 2WD,ISUZU,AMIGO 2WD,2.2,4,Manual(M5),R,21,24,22,22.927,31.1824,26.0278,R,,,,,,,,,,785,L-4,SIL
SPEC PURP VEH - S.U.V. - 2WD,ISUZU,AMIGO 2WD,3.2,6,Auto(L4),R,17,21,18,18.5802,26.4,21.4377,R,,,,,,,,,,959,V-6,2MODE CLKUP
SPEC PURP VEH - S.U.V. - 2WD,ISUZU,RODEO 2WD,2.2,4,Manual(M5),R,21,24,22,22.8268,30.8543,25.8537,R,,,,,,,,,,785,L-4,SIL
SPEC PURP VEH - S.U.V. - 2WD,ISUZU,RODEO 2WD,3.2,6,Auto(L4),R,16,20,18,18.1982,26.1101,21.0715,R,,,,,,,,,,959,V-6,2MODE CLKUP
SPEC PURP VEH - S.U.V. - 2WD,ISUZU,RODEO 2WD,3.2,6,Manual(M5),R,18,21,19,19.6843,26.285,22.1921,R,,,,,,,,,,907,V-6,SIL
SPEC PURP VEH - S.U.V. - 2WD,JEEP,CHEROKEE 2WD,2.5,4,Auto(L3),R,18,22,19,19.4928,27.6986,22.4912,R,,,,,,,,,,907,,
SPEC PURP VEH - S.U.V. - 2WD,JEEP,CHEROKEE 2WD,2.5,4,Manual(M5),R,21,25,23,23.0567,32.1755,26.427,R,,,,,,,,,,750,,SIL
SPEC PURP VEH - S.U.V. - 2WD,JEEP,CHEROKEE 2WD,4.0,6,Auto(L4),R,16,22,18,17.7247,28.1103,21.2592,R,,,,,,,,,,959,,
SPEC PURP VEH - S.U.V. - 2WD,JEEP,CHEROKEE 2WD,4.0,6,Manual(M5),R,18,24,20,19.8,30.8,23.5915,R,,,,,,,,,,862,,SIL
SPEC PURP VEH - S.U.V. - 2WD,JEEP,GRAND CHEROKEE 2WD,4.0,6,Auto(L4),R,16,21,18,17.7994,26.6966,20.9398,R,,,,,,,,,,959,,
SPEC PURP VEH - S.U.V. - 2WD,KIA,KIA SPORTAGE 2WD,2.0,4,Auto(L4),R,19,23,21,21.4499,29.2969,24.3896,R,,,,,,,,,,821,,2MODE CLKUP
SPEC PURP VEH - S.U.V. - 2WD,KIA,KIA SPORTAGE 2WD,2.0,4,Manual(M5),R,19,23,21,21.6,29,24.402,R,,,,,,,,,,821,,
SPEC PURP VEH - S.U.V. - 2WD,LINCOLN,NAVIGATOR 2WD,5.4,8,Auto(L4),R,13,18,14,13.9714,22.6481,16.8818,R,,,,,,,,,,1232,2V,CLKUP
SPEC PURP VEH - S.U.V. - 2WD,LINCOLN,NAVIGATOR 2WD,5.4,8,Auto(L4),R,13,17,15,14.4,22.1,17.0775,P,,,,,,,,,,1301,4V,CLKUP
SPEC PURP VEH - S.U.V. - 2WD,MERCURY,MOUNTAINEER 2WD,4.0,6,Auto(L5),R,15,20,17,17,25.8,20.0824,R,,,,,,,,,,1014,SOHC,CLKUP
SPEC PURP VEH - S.U.V. - 2WD,MERCURY,MOUNTAINEER 2WD,5.0,8,Auto(L4),R,14,19,16,15.6,24.4,18.6223,R,,,,,,,,,,1078,,CLKUP
SPEC PURP VEH - S.U.V. - 2WD,MITSUBISHI,MITSUBISHI MONTERO SPORT 2WD,2.4,4,Manual(M5),R,22,24,23,24.1229,30.801,26.731,R,,,,,,,,,,750,SOHC,
SPEC PURP VEH - S.U.V. - 2WD,MITSUBISHI,MITSUBISHI MONTERO SPORT 2WD,3.0,6,Auto(L4),R,18,21,20,20.3058,27.2419,22.9334,R,,,,,,,,,,862,SOHC,CLKUP
SPEC PURP VEH - S.U.V. - 2WD,MITSUBISHI,MITSUBISHI MONTERO SPORT 2WD,3.5,6,Auto(L4),R,17,20,18,18.5842,26.1855,21.3765,R,,,,,,,,,,959,SOHC,CLKUP
SPEC PURP VEH - S.U.V. - 2WD,MITSUBISHI,MITSUBISHI NATIVA 2WD,2.4,4,Auto(L4),R,19,24,21,20.7,30.6,24.2272,R,,,,,,,,,,821,SOHC,CLKUP
SPEC PURP VEH - S.U.V. - 2WD,MITSUBISHI,MITSUBISHI NATIVA 2WD,2.4,4,Manual(M5),R,22,24,23,24.1228,30.8047,26.7322,R,,,,,,,,,,750,SOHC,
SPEC PURP VEH - S.U.V. - 2WD,MITSUBISHI,MITSUBISHI NATIVA 2WD,3.0,6,Auto(L4),R,18,21,20,20.3058,27.2419,22.9334,R,,,,,,,,,,862,SOHC,CLKUP
SPEC PURP VEH - S.U.V. - 2WD,NISSAN,PATHFINDER 2WD,3.3,6,Auto(L4),R,16,20,17,17.4,25.4,20.2734,R,,,,,,,,,,1014,,2LKUP
SPEC PURP VEH - S.U.V. - 2WD,NISSAN,PATHFINDER 2WD,3.3,6,Manual(M5),R,17,19,18,18.5,24.7,20.8558,R,,,,,,,,,,959,,
SPEC PURP VEH - S.U.V. - 2WD,SUZUKI,GRAND VITARA 4-DOOR 2WD,2.5,6,Auto(L4),R,19,21,20,20.947,26.7477,23.2123,R,,,,,,,,,,862,,2MODE 2LKUP
SPEC PURP VEH - S.U.V. - 2WD,SUZUKI,GRAND VITARA 4-DOOR 2WD,2.5,6,Manual(M5),R,19,22,20,21.3,28.3,23.9678,R,,,,,,,,,,862,,
SPEC PURP VEH - S.U.V. - 2WD,SUZUKI,VITARA 2-DOOR 2WD,1.6,4,Auto(L4),R,25,27,26,27.3,34.9,30.2659,R,,,,,,,,,,664,,2MODE 2LKUP
SPEC PURP VEH - S.U.V. - 2WD,SUZUKI,VITARA 2-DOOR 2WD,1.6,4,Manual(M5),R,25,28,26,28.0151,35.8388,31.067,R,,,,,,,,,,664,,
SPEC PURP VEH - S.U.V. - 2WD,SUZUKI,VITARA 2-DOOR 2WD,2.0,4,Auto(L4),R,23,25,24,25.3,31.7,27.8282,R,,,,,,,,,,719,,2MODE 2LKUP
SPEC PURP VEH - S.U.V. - 2WD,SUZUKI,VITARA 2-DOOR 2WD,2.0,4,Manual(M5),R,22,24,23,24.6,31.2,27.1881,R,,,,,,,,,,750,,
SPEC PURP VEH - S.U.V. - 2WD,SUZUKI,VITARA 4-DOOR 2WD,2.0,4,Auto(L4),R,23,25,24,25.1,31.8,27.729,R,,,,,,,,,,719,,2MODE 2LKUP
SPEC PURP VEH - S.U.V. - 2WD,SUZUKI,VITARA 4-DOOR 2WD,2.0,4,Manual(M5),R,22,25,23,24.5,31.6,27.2558,R,,,,,,,,,,750,,
SPEC PURP VEH - S.U.V. - 2WD,TOYOTA,4RUNNER 2WD,2.7,4,Auto(L4),R,20,24,22,22.1,30.9,25.3486,R,,,,,,,,,,785,,2MODE CLKUP
SPEC PURP VEH - S.U.V. - 2WD,TOYOTA,4RUNNER 2WD,2.7,4,Manual(M5),R,18,23,20,20.4,29.8,23.7747,R,,,,,,,,,,862,,
SPEC PURP VEH - S.U.V. - 2WD,TOYOTA,4RUNNER 2WD,3.4,6,Auto(L4),R,17,21,19,19.3,26.7,22.0501,R,,,,,,,,,,907,,2MODE CLKUP
SPEC PURP VEH - S.U.V. - 2WD,TOYOTA,RAV4 2WD,2.0,4,Auto(L4),F,24,29,26,26.6,37,30.4517,R,,,,,,,,,,664,,2MODE CLKUP
SPEC PURP VEH - S.U.V. - 2WD,TOYOTA,RAV4 2WD,2.0,4,Manual(M5),F,24,29,26,27.1,37.3,30.9028,R,,,,,,,,,,664,,
SPEC PURP VEH - S.U.V. - 2WD,TOYOTA,RAV4 SOFT TOP 2WD,2.0,4,Auto(L4),F,24,29,26,26.6,37,30.4517,R,,,,,,,,,,664,,2MODE CLKUP
SPEC PURP VEH - S.U.V. - 2WD,TOYOTA,RAV4 SOFT TOP 2WD,2.0,4,Manual(M5),F,24,29,26,27.1,37.3,30.9028,R,,,,,,,,,,664,,
SPEC PURP VEH - S.U.V. - 4WD,ACURA,SLX,3.5,6,Auto(L4),4,15,19,17,16.5303,24.5203,19.3707,R,,,,,,,,,,1014,V-6,2MODE CLKUP
SPEC PURP VEH - S.U.V. - 4WD,CADILLAC,ESCALADE 4WD,5.7,8,Auto(L4),4,12,16,14,13.7,20.8,16.1863,R,,,,,,,,,,1232,,CLKUP
SPEC PURP VEH - S.U.V. - 4WD,CHEVROLET,BLAZER 4WD,4.3,6,Auto(L4),4,16,20,18,17.8,25.7,20.6575,R,,,,,,,,,,959,,CLKUP
SPEC PURP VEH - S.U.V. - 4WD,CHEVROLET,BLAZER 4WD,4.3,6,Manual(M5),4,15,18,16,16.2,22.5,18.5355,R,,,,,,,,,,1078,,SIL
SPEC PURP VEH - S.U.V. - 4WD,CHEVROLET,K1500 TAHOE 4WD,5.7,8,Auto(L4),4,12,16,14,13.7205,20.7702,16.1939,R,,,,,,,,,,1232,,CLKUP
SPEC PURP VEH - S.U.V. - 4WD,CHEVROLET,K1500 TAHOE 4WD,6.5,8,Auto(L4),4,15,19,16,16.1123,23.8999,18.8808,D,,T,,,,,,,,1031,,CLKUP
SPEC PURP VEH - S.U.V. - 4WD,CHEVROLET,TRACKER 4X4 CONVERTIBLE,1.6,4,Manual(M5),4,25,27,26,27.8217,34.8636,30.6033,R,,,,,,,,,,664,,
SPEC PURP VEH - S.U.V. - 4WD,CHEVROLET,TRACKER 4X4 CONVERTIBLE,2.0,4,Auto(L4),4,23,25,24,25.3224,31.7548,27.8621,R,,,,,,,,,,719,,2MODE 2LKUP
SPEC PURP VEH - S.U.V. - 4WD,CHEVROLET,TRACKER 4X4 CONVERTIBLE,2.0,4,Manual(M5),4,22,25,23,24.9544,31.6693,27.5866,R,,,,,,,,,,750,,
SPEC PURP VEH - S.U.V. - 4WD,CHEVROLET,TRACKER 4X4 HARDTOP,2.0,4,Auto(L4),4,23,25,24,25.2006,31.8931,27.8284,R,,,,,,,,,,719,,2MODE 2LKUP
SPEC PURP VEH - S.U.V. - 4WD,CHEVROLET,TRACKER 4X4 HARDTOP,2.0,4,Manual(M5),4,22,25,23,24.6,31.9694,27.4471,R,,,,,,,,,,750,,
SPEC PURP VEH - S.U.V. - 4WD,DODGE,DURANGO 4WD,3.9,6,Auto(L4),4,14,18,16,15.9641,23.2271,18.5783,R,,,,,,,,,,1078,,
SPEC PURP VEH - S.U.V. - 4WD,DODGE,DURANGO 4WD,5.2,8,Auto(L4),4,13,17,14,14.4,21.3,16.8574,R,,,,,,,,,,1232,,CLKUP
SPEC PURP VEH - S.U.V. - 4WD,DODGE,DURANGO 4WD,5.9,8,Auto(L4),4,12,16,14,13.1,21.1,15.7949,R,,,,,,,,,,1232,,CLKUP
SPEC PURP VEH - S.U.V. - 4WD,FORD,EXPEDITION 4WD,4.6,8,Auto(L4),4,12,16,14,13.7,20.6813,16.1538,R,,,,,,,,,,1232,,CLKUP
SPEC PURP VEH - S.U.V. - 4WD,FORD,EXPEDITION 4WD,5.4,8,Auto(L4),4,12,16,13,13,20.4,15.536,R,,,,,,,,,,1327,,CLKUP
SPEC PURP VEH - S.U.V. - 4WD,FORD,EXPLORER 4WD,4.0,6,Auto(L5),4,15,19,17,16.6005,24.7257,19.4813,R,,,,,,,,,,1014,,CLKUP
SPEC PURP VEH - S.U.V. - 4WD,FORD,EXPLORER 4WD,4.0,6,Auto(L5),4,15,19,17,16.8933,24.824,19.7297,R,,,,,,,,,,1014,SOHC,CLKUP
SPEC PURP VEH - S.U.V. - 4WD,FORD,EXPLORER 4WD,4.0,6,Manual(M5),4,16,20,18,17.9494,25.8541,20.813,R,,,,,,,,,,959,,
SPEC PURP VEH - S.U.V. - 4WD,FORD,EXPLORER 4WD,5.0,8,Auto(L4),4,14,19,16,15.3974,23.7849,18.3016,R,,,,,,,,,,1078,,CLKUP
SPEC PURP VEH - S.U.V. - 4WD,GMC,JIMMY 4WD,4.3,6,Auto(L4),4,16,20,18,17.8,25.7,20.6575,R,,,,,,,,,,959,,CLKUP
SPEC PURP VEH - S.U.V. - 4WD,GMC,JIMMY 4WD,4.3,6,Manual(M5),4,15,18,16,16.2,22.5,18.5355,R,,,,,,,,,,1078,,SIL
SPEC PURP VEH - S.U.V. - 4WD,GMC,K1500 YUKON 4WD,5.7,8,Auto(L4),4,12,16,14,13.7141,20.7963,16.1961,R,,,,,,,,,,1232,,CLKUP
SPEC PURP VEH - S.U.V. - 4WD,GMC,K1500 YUKON 4WD,6.5,8,Auto(L4),4,15,19,16,16.1123,23.8999,18.8808,D,,T,,,,,,,,1031,,CLKUP
SPEC PURP VEH - S.U.V. - 4WD,HONDA,PASSPORT 4WD,3.2,6,Auto(L4),4,16,20,18,18.2,26.1289,21.0783,R,,,,,,,,,,959,V-6,2MODE CLKUP
SPEC PURP VEH - S.U.V. - 4WD,HONDA,PASSPORT 4WD,3.2,6,Manual(M5),4,18,20,19,19.6818,26.2818,22.1893,R,,,,,,,,,,907,V-6,SIL
SPEC PURP VEH - S.U.V. - 4WD,INFINITI,QX4 4WD,3.3,6,Auto(L4),4,15,19,16,16.6,23.9443,19.2581,R,,,,,,,,,,1078,,2LKUP
SPEC PURP VEH - S.U.V. - 4WD,ISUZU,AMIGO 4WD,2.2,4,Manual(M5),4,20,23,21,22,29.5972,24.8731,R,,,,,,,,,,821,L-4,SIL
SPEC PURP VEH - S.U.V. - 4WD,ISUZU,AMIGO 4WD,3.2,6,Auto(L4),4,17,21,18,18.5694,26.4,21.4298,R,,,,,,,,,,959,V-6,2MODE CLKUP
SPEC PURP VEH - S.U.V. - 4WD,ISUZU,AMIGO 4WD,3.2,6,Manual(M5),4,18,21,19,19.7,26.3299,22.2175,R,,,,,,,,,,907,V-6,SIL
SPEC PURP VEH - S.U.V. - 4WD,ISUZU,RODEO 4WD,3.2,6,Auto(L4),4,16,20,18,18.2,26.1318,21.0792,R,,,,,,,,,,959,V-6,2MODE CLKUP
SPEC PURP VEH - S.U.V. - 4WD,ISUZU,RODEO 4WD,3.2,6,Manual(M5),4,18,20,19,19.6687,26.2687,22.1759,R,,,,,,,,,,907,V-6,SIL
SPEC PURP VEH - S.U.V. - 4WD,ISUZU,TROOPER,3.5,6,Auto(L4),4,15,19,17,16.5282,24.5119,19.3668,R,,,,,,,,,,1014,V-6,2MODE CLKUP
SPEC PURP VEH - S.U.V. - 4WD,ISUZU,TROOPER,3.5,6,Manual(M5),4,16,19,17,17.8,24.4,20.2669,R,,,,,,,,,,1014,V-6,SIL
SPEC PURP VEH - S.U.V. - 4WD,JEEP,CHEROKEE 4WD,2.5,4,Manual(M5),4,18,20,19,19.8,25.3,21.947,R,,,,,,,,,,907,,SIL
SPEC PURP VEH - S.U.V. - 4WD,JEEP,CHEROKEE 4WD,4.0,6,Auto(L4),4,16,21,18,17.4265,26.6378,20.638,R,,,,,,,,,,959,,
SPEC PURP VEH - S.U.V. - 4WD,JEEP,CHEROKEE 4WD,4.0,6,Manual(M5),4,17,22,19,19,28,22.2129,R,,,,,,,,,,907,,SIL
SPEC PURP VEH - S.U.V. - 4WD,JEEP,GRAND CHEROKEE 4WD,4.0,6,Auto(L4),4,16,21,18,17.4351,26.6392,20.645,R,,,,,,,,,,959,,
SPEC PURP VEH - S.U.V. - 4WD,JEEP,GRAND CHEROKEE 4WD,4.7,8,Auto(L4),4,15,19,16,16.2,23.8962,18.9458,R,,,,,,,,,,1078,,
SPEC PURP VEH - S.U.V. - 4WD,JEEP,WRANGLER 4WD,2.5,4,Auto(L3),4,16,18,17,17.7746,23.1,19.832,R,,,,,,,,,,1014,,
SPEC PURP VEH - S.U.V. - 4WD,JEEP,WRANGLER 4WD,2.5,4,Manual(M5),4,18,20,19,19.8,25.3,21.947,R,,,,,,,,,,907,,SIL
SPEC PURP VEH - S.U.V. - 4WD,JEEP,WRANGLER 4WD,4.0,6,Auto(L3),4,15,18,16,16.6,22.8,18.9145,R,,,,,,,,,,1078,,
SPEC PURP VEH - S.U.V. - 4WD,JEEP,WRANGLER 4WD,4.0,6,Manual(M5),4,16,19,17,17.5972,24.7574,20.2301,R,,,,,,,,,,1014,,SIL
SPEC PURP VEH - S.U.V. - 4WD,KIA,KIA SPORTAGE 4WD,2.0,4,Auto(L4),4,19,23,21,21.4499,29.2969,24.3896,R,,,,,,,,,,821,,2MODE CLKUP
SPEC PURP VEH - S.U.V. - 4WD,KIA,KIA SPORTAGE 4WD,2.0,4,Manual(M5),4,19,23,21,21.6,29,24.402,R,,,,,,,,,,821,,
SPEC PURP VEH - S.U.V. - 4WD,LAND ROVER,LAND ROVER DISCOVERY,4.0,8,Auto(L4),4,14,17,15,15.3,21.8,17.671,P,,,,,,,,,,1301,,
SPEC PURP VEH - S.U.V. - 4WD,LAND ROVER,LAND ROVER DISCOVERY SERIES II,4.0,8,Auto(L4),4,13,16,14,14.4104,20.7014,16.6932,P,,,,,,,,,,1392,,CLKUP
SPEC PURP VEH - S.U.V. - 4WD,LAND ROVER,RANGE ROVER,4.0,8,Auto(L4),4,13,16,14,14.4104,20.7014,16.6932,P,,,,,,,,,,1392,,CLKUP
SPEC PURP VEH - S.U.V. - 4WD,LAND ROVER,RANGE ROVER,4.6,8,Auto(L4),4,13,16,14,13.9999,20.5746,16.3513,P,,,,,,,,,,1392,,CLKUP
SPEC PURP VEH - S.U.V. - 4WD,LEXUS,LX 470,4.7,8,Auto(L4),4,13,16,15,14.9,20.9,17.1104,R,,,,,,,,,,1151,,2MODE CLKUP
SPEC PURP VEH - S.U.V. - 4WD,LINCOLN,NAVIGATOR 4WD,5.4,8,Auto(L4),4,12,16,13,13,20.4,15.536,R,,,,,,,,,,1327,2V,CLKUP
SPEC PURP VEH - S.U.V. - 4WD,LINCOLN,NAVIGATOR 4WD,5.4,8,Auto(L4),4,12,16,14,13.4846,21.0537,16.0872,P,,,,,,,,,,1392,4V,CLKUP
SPEC PURP VEH - S.U.V. - 4WD,MERCEDES-BENZ,ML320,3.2,6,Auto(L5),4,17,21,18,18.5526,26.3166,21.3927,P,,,,,,,,,,1084,,EMS 2MODE CLKUP
SPEC PURP VEH - S.U.V. - 4WD,MERCEDES-BENZ,ML430,4.3,8,Auto(L5),4,15,18,16,16.7,23.7,19.2599,P,,,,,,,,,,1219,,EMS 2MODE CLKUP
SPEC PURP VEH - S.U.V. - 4WD,MERCURY,MOUNTAINEER 4WD,4.0,6,Auto(L5),4,15,19,17,16.8823,24.824,19.7215,R,,,,,,,,,,1014,SOHC,CLKUP
SPEC PURP VEH - S.U.V. - 4WD,MERCURY,MOUNTAINEER 4WD,5.0,8,Auto(L4),4,14,19,16,15.3974,23.7849,18.3016,R,,,,,,,,,,1078,,CLKUP
SPEC PURP VEH - S.U.V. - 4WD,MITSUBISHI,MITSUBISHI MONTERO,3.0,6,Auto(L4),4,16,20,18,18.1855,25.3455,20.834,R,,,,,,,,,,959,SOHC,CLKUP
SPEC PURP VEH - S.U.V. - 4WD,MITSUBISHI,MITSUBISHI MONTERO,3.0,6,Manual(M5),4,16,18,17,17.3,23.2,19.5357,R,,,,,,,,,,1014,SOHC,
SPEC PURP VEH - S.U.V. - 4WD,MITSUBISHI,MITSUBISHI MONTERO,3.5,6,Auto(L4),4,16,19,17,17.3798,24.6885,20.0509,R,,,,,,,,,,1014,SOHC,CLKUP
SPEC PURP VEH - S.U.V. - 4WD,MITSUBISHI,MITSUBISHI MONTERO SPORT 4WD,3.0,6,Auto(L4),4,18,21,19,19.7589,26.6844,22.3716,R,,,,,,,,,,907,SOHC,CLKUP
SPEC PURP VEH - S.U.V. - 4WD,MITSUBISHI,MITSUBISHI MONTERO SPORT 4WD,3.0,6,Manual(M5),4,17,21,19,19.2438,26.3015,21.8867,R,,,,,,,,,,907,SOHC,
SPEC PURP VEH - S.U.V. - 4WD,MITSUBISHI,MITSUBISHI MONTERO SPORT 4WD,3.5,6,Auto(L4),4,16,20,18,18.0784,25.2348,20.723,R,,,,,,,,,,959,SOHC,CLKUP
SPEC PURP VEH - S.U.V. - 4WD,MITSUBISHI,MITSUBISHI NATIVA 4WD,3.0,6,Auto(L4),4,18,21,19,19.8022,26.9633,22.4901,R,,,,,,,,,,907,SOHC,CLKUP
SPEC PURP VEH - S.U.V. - 4WD,MITSUBISHI,MITSUBISHI NATIVA 4WD,3.0,6,Manual(M5),4,17,21,19,19.2438,26.3015,21.8867,R,,,,,,,,,,907,SOHC,
SPEC PURP VEH - S.U.V. - 4WD,NISSAN,PATHFINDER 4WD,3.3,6,Auto(L4),4,15,19,16,16.7,23.7475,19.274,R,,,,,,,,,,1078,,2LKUP
SPEC PURP VEH - S.U.V. - 4WD,NISSAN,PATHFINDER 4WD,3.3,6,Manual(M5),4,16,18,17,17.9,22.5,19.7137,R,,,,,,,,,,1014,,
SPEC PURP VEH - S.U.V. - 4WD,OLDSMOBILE,BRAVADA AWD,4.3,6,Auto(L4),4,16,20,18,17.8,25.7,20.6575,R,,,,,,,,,,959,,CLKUP
SPEC PURP VEH - S.U.V. - 4WD,SUZUKI,GRAND VITARA 4-DOOR 4WD,2.5,6,Auto(L4),4,18,20,19,20.5,26,22.6567,R,,,,,,,,,,907,,2MODE 2LKUP
SPEC PURP VEH - S.U.V. - 4WD,SUZUKI,GRAND VITARA 4-DOOR 4WD,2.5,6,Manual(M5),4,19,21,20,20.9,27.4,23.3978,R,,,,,,,,,,862,,
SPEC PURP VEH - S.U.V. - 4WD,SUZUKI,VITARA 2-DOOR 4WD,1.6,4,Auto(L4),4,24,27,25,26.6,34.1,29.5219,R,,,,,,,,,,690,,2MODE 2LKUP
SPEC PURP VEH - S.U.V. - 4WD,SUZUKI,VITARA 2-DOOR 4WD,1.6,4,Manual(M5),4,25,27,26,27.8669,34.9999,30.6807,R,,,,,,,,,,664,,
SPEC PURP VEH - S.U.V. - 4WD,SUZUKI,VITARA 2-DOOR 4WD,2.0,4,Auto(L4),4,23,25,24,25.3,31.7,27.8282,R,,,,,,,,,,719,,2MODE 2LKUP
SPEC PURP VEH - S.U.V. - 4WD,SUZUKI,VITARA 2-DOOR 4WD,2.0,4,Manual(M5),4,22,24,23,24.6,31.2,27.1881,R,,,,,,,,,,750,,
SPEC PURP VEH - S.U.V. - 4WD,SUZUKI,VITARA 4-DOOR 4WD,2.0,4,Auto(L4),4,23,25,24,25.1,31.8,27.729,R,,,,,,,,,,719,,2MODE 2LKUP
SPEC PURP VEH - S.U.V. - 4WD,SUZUKI,VITARA 4-DOOR 4WD,2.0,4,Manual(M5),4,22,25,23,24.5,31.6,27.2558,R,,,,,,,,,,750,,
SPEC PURP VEH - S.U.V. - 4WD,TOYOTA,4RUNNER 4WD,2.7,4,Auto(L4),4,18,21,19,19.9863,26.411,22.443,R,,,,,,,,,,907,,2MODE CLKUP
SPEC PURP VEH - S.U.V. - 4WD,TOYOTA,4RUNNER 4WD,2.7,4,Manual(M5),4,17,21,19,18.9472,26.948,21.869,R,,,,,,,,,,907,,
