Class,Manufacturer,carline name,displ,cyl,trans,drv,cty,hwy,cmb,ucty,uhwy,ucmb,fl,G,T,S,2pv,2lv,4pv,4lv,hpv,hlv,fcost,eng dscr,trans dscr
COMPACT CARS,AUDI,A4 QUATTRO,2.8,6,Manual(M5),4,19,27,22,21.3477,34.248,25.7047,P,,,,,,88,14,,,887,,
COMPACT CARS,BENTLEY,BENTLEY CONTINENTAL R,6.8,8,Auto(L4),R,11,16,13,12.3988,20.2547,15.0204,P,G,T,,89,12,,,,,1500,L410MT2,EMS 2MODE CLKUP
COMPACT CARS,BMW,318TI,1.9,4,Auto(L4),R,23,31,26,25.3,40,30.313,R,,,,,,,,87,15,664,,
COMPACT CARS,BMW,318TI,1.9,4,Manual(M5),R,23,32,27,25.7,41.5,31.0134,R,,,,,,,,87,15,638,,
COMPACT CARS,BMW,323I,2.5,6,Auto(L5),R,19,28,22,21.3,35.6,25.9997,R,,,,,,91,11,,,785,,
COMPACT CARS,BMW,323I,2.5,6,Manual(M5),R,20,29,23,22.7,36.8,27.4293,R,,,,,,91,11,,,750,,
COMPACT CARS,BMW,328I,2.8,6,Auto(L5),R,19,27,22,21.1709,35.2,25.7977,R,,,,,,91,11,,,785,,
COMPACT CARS,BMW,328I,2.8,6,Manual(M5),R,20,29,24,22.7407,36.9877,27.5088,R,,,,,,91,11,,,719,,
COMPACT CARS,BMW,528I,2.8,6,Auto(L4),R,18,26,21,20.168,33.0806,24.4654,R,,,,,,93,11,,,821,,
COMPACT CARS,BMW,528I,2.8,6,Manual(M5),R,20,29,24,22.7407,36.9877,27.5088,R,,,,,,93,11,,,719,,
COMPACT CARS,BMW,540I,4.4,8,Auto(L5),R,18,24,20,19.9885,30.8908,23.7624,R,,,,,,93,11,,,862,,
COMPACT CARS,BMW,540I,4.4,8,Auto(L5),R,15,21,18,17.2,26.8967,20.5308,R,G,,,,,93,11,,,959,,3MODE
COMPACT CARS,BMW,540I,4.4,8,Manual(M6),R,15,23,18,17.1994,29.1499,21.0902,R,G,,,,,93,11,,,959,,
COMPACT CARS,CHEVROLET,PRIZM,1.8,4,Auto(L3),F,28,33,30,30.9776,41.8686,35.0844,R,,,,,,88,12,,,574,,CLKUP
COMPACT CARS,CHEVROLET,PRIZM,1.8,4,Auto(L4),F,28,36,31,31.638,45.7891,36.7487,R,,,,,,88,12,,,557,,CLKUP
COMPACT CARS,CHEVROLET,PRIZM,1.8,4,Manual(M5),F,31,37,33,34.2398,47.8579,39.268,R,,,,,,88,12,,,523,,
COMPACT CARS,CHRYSLER,CHRYSLER SEBRING,2.0,4,Auto(L4),F,21,30,24,23.2961,37.942,28.1934,R,,,,91,12,,,,,719,DOHC,CLKUP
COMPACT CARS,CHRYSLER,CHRYSLER SEBRING,2.0,4,Manual(M5),F,22,31,25,24.0996,40.191,29.3958,R,,,,91,12,,,,,690,DOHC,
COMPACT CARS,CHRYSLER,CHRYSLER SEBRING,2.5,6,Auto(L4),F,19,27,22,21.5198,35.2072,26.0829,R,,,,91,12,,,,,785,SOHC,CLKUP
COMPACT CARS,CHRYSLER,SEBRING CONVERTIBLE,2.4,4,Auto(L4),F,21,30,24,23.1593,38.9851,28.3355,R,,,,89,11,,,,,719,,CLKUP
COMPACT CARS,CHRYSLER,SEBRING CONVERTIBLE,2.5,6,Auto(L4),F,19,27,22,20.925,34.6806,25.4712,R,,,,89,11,,,,,785,,CLKUP
COMPACT CARS,CHRYSLER,SEBRING CONVERTIBLE,2.5,6,Auto(L4),F,19,27,22,20.864,34.8486,25.462,R,,,,89,11,,,,,785,,VMODE CLKUP
COMPACT CARS,DAEWOO,LANOS,1.5,4,Auto(A4),F,24,37,28,26.5,46.8,32.9271,R,,,,91,11,91,11,91,12,616,SOHC-IL4,EMS
COMPACT CARS,DAEWOO,LANOS,1.5,4,Manual(M5),F,26,36,30,29.1,45.8,34.8121,R,,,,91,11,91,11,91,12,574,SOHC-IL4,
COMPACT CARS,DAEWOO,LANOS,1.6,4,Auto(A4),F,23,34,27,25.5,43,31.2171,R,,,,91,11,91,11,91,12,638,DOHC-IL4,EMS
COMPACT CARS,DAEWOO,LANOS,1.6,4,Manual(M5),F,26,36,30,28.7,46.3,34.6225,R,,,,91,11,91,11,91,12,574,DOHC-IL4,
COMPACT CARS,DAEWOO,NUBIRA,2.0,4,Auto(A4),F,22,30,25,24.4,39.7,29.5194,R,,,,,,91,12,91,11,690,DOHC-IL4,EMS
COMPACT CARS,DAEWOO,NUBIRA,2.0,4,Manual(M5),F,22,31,26,24.8,40.9,30.1388,R,,,,,,91,12,91,11,664,DOHC-IL4,
COMPACT CARS,DODGE,DODGE AVENGER,2.0,4,Auto(L4),F,21,30,24,23.2961,37.942,28.1934,R,,,,91,12,,,,,719,DOHC,CLKUP
COMPACT CARS,DODGE,DODGE AVENGER,2.0,4,Manual(M5),F,22,32,25,24.1722,40.63,29.5605,R,,,,91,12,,,,,690,DOHC,
COMPACT CARS,DODGE,DODGE AVENGER,2.5,6,Auto(L4),F,19,27,22,21.5198,35.2072,26.0829,R,,,,91,12,,,,,785,SOHC,CLKUP
COMPACT CARS,DODGE,NEON (DODGE),2.0,4,Auto(L3),F,23,32,27,26.1,40.5,31.0714,R,,,,91,11,89,11,,,638,,
COMPACT CARS,DODGE,NEON (DODGE),2.0,4,Manual(M5),F,28,39,32,31.2,50.4,37.6552,R,,,,91,11,89,11,,,538,,
COMPACT CARS,FORD,CONTOUR,2.0,4,Auto(L4),F,23,31,26,25.1162,39.3359,29.9957,R,,,,,,89,14,,,664,,CLKUP
COMPACT CARS,FORD,CONTOUR,2.0,4,Manual(M5),F,24,34,28,27.1622,43.2109,32.6129,R,,,,,,89,14,,,616,,
COMPACT CARS,FORD,CONTOUR,2.5,6,Auto(L4),F,20,29,23,22.3337,37.0215,27.1875,R,,,,,,89,14,,,750,,CLKUP
COMPACT CARS,FORD,CONTOUR,2.5,6,Manual(M5),F,20,28,23,21.7867,36.4067,26.5922,R,,,,,,89,14,,,750,,
COMPACT CARS,FORD,ESCORT,2.0,4,Auto(L4),F,25,34,29,28.1401,43.3684,33.421,R,,,,,,87,13,,,595,,CLKUP
COMPACT CARS,FORD,ESCORT,2.0,4,Manual(M5),F,28,37,32,31.2086,47.4546,36.8921,R,,,,,,87,13,,,538,,
COMPACT CARS,HYUNDAI,ELANTRA SEDAN,2.0,4,Auto(L4),F,22,31,25,24.224,39.1358,29.2371,R,,,,,,93,12,,,690,,2MODE CLKUP
COMPACT CARS,HYUNDAI,ELANTRA SEDAN,2.0,4,Manual(M5),F,24,33,27,26.6472,42.5185,32.0269,R,,,,,,93,12,,,638,,
COMPACT CARS,INFINITI,G20,2.0,4,Auto(L4),F,22,28,24,24.0166,36.5166,28.3897,R,,,,,,91,14,,,719,,SIL CLKUP
COMPACT CARS,INFINITI,G20,2.0,4,Manual(M5),F,23,31,26,25.3,39.4,30.1564,R,,,,,,91,14,,,664,,
COMPACT CARS,JAGUAR,JAGUAR XJ8,4.0,8,Auto(L5),R,17,24,20,18.6,30.6493,22.5978,P,,,,,,94,12,,,1026,,2MODE
COMPACT CARS,JAGUAR,JAGUAR XJR,4.0,8,Auto(L5),R,16,22,18,18.0433,27.6802,21.3953,P,G,,S,,,94,12,,,1084,,2MODE
COMPACT CARS,KIA,KIA SEPHIA,1.8,4,Auto(L4),F,23,31,26,25.4,40.1,30.4178,R,,,,,,94,10,,,664,,2MODE CLKUP
COMPACT CARS,KIA,KIA SEPHIA,1.8,4,Manual(M5),F,24,31,27,27.2,39.3,31.5747,R,,,,,,94,10,,,638,,
COMPACT CARS,LEXUS,ES 300,3.0,6,Auto(L4),F,19,26,21,20.9,32.9,25.004,R,,,,,,92,13,,,821,,CLKUP
COMPACT CARS,LINCOLN-MERCURY,COUGAR,2.0,4,Auto(L4),F,23,31,26,25.1162,39.3359,29.9957,R,,,,87,14,,,,,664,,CLKUP
COMPACT CARS,LINCOLN-MERCURY,COUGAR,2.0,4,Manual(M5),F,24,34,28,27.1622,43.2109,32.6129,R,,,,87,14,,,,,616,,
COMPACT CARS,LINCOLN-MERCURY,COUGAR,2.5,6,Auto(L4),F,20,29,23,22.3337,37.0215,27.1875,R,,,,87,14,,,,,750,,CLKUP
COMPACT CARS,LINCOLN-MERCURY,COUGAR,2.5,6,Manual(M5),F,19,28,22,21.3879,35.6299,26.0788,R,,,,87,14,,,,,785,,
COMPACT CARS,LINCOLN-MERCURY,MYSTIQUE,2.0,4,Auto(L4),F,23,31,26,25.1162,39.3359,29.9957,R,,,,,,89,14,,,664,,CLKUP
COMPACT CARS,LINCOLN-MERCURY,MYSTIQUE,2.0,4,Manual(M5),F,24,34,28,27.1622,43.2109,32.6129,R,,,,,,89,14,,,616,,
COMPACT CARS,LINCOLN-MERCURY,MYSTIQUE,2.5,6,Auto(L4),F,20,29,23,22.3337,37.0215,27.1875,R,,,,,,89,14,,,750,,CLKUP
COMPACT CARS,LINCOLN-MERCURY,MYSTIQUE,2.5,6,Manual(M5),F,19,28,22,21.3879,35.6299,26.0788,R,,,,,,89,14,,,785,,
COMPACT CARS,LINCOLN-MERCURY,TRACER,2.0,4,Auto(L4),F,25,34,29,28.1401,43.3684,33.421,R,,,,,,87,13,,,595,,CLKUP
COMPACT CARS,LINCOLN-MERCURY,TRACER,2.0,4,Manual(M5),F,28,37,32,31.2086,47.4546,36.8921,R,,,,,,87,13,,,538,,
COMPACT CARS,MAZDA,MILLENIA,2.3,6,Auto(L4),F,20,28,22,21.7,35.3,26.2512,P,,,S,,,92,13,,,887,,CLKUP
COMPACT CARS,MAZDA,MILLENIA,2.5,6,Auto(L4),F,20,27,22,21.7,34,25.9196,P,,,,,,92,13,,,887,,CLKUP
COMPACT CARS,MAZDA,PROTEGE,1.6,4,Auto(L4),F,26,33,29,29.1146,41.9292,33.7573,R,,,,,,106,13,,,595,,CLKUP
COMPACT CARS,MAZDA,PROTEGE,1.6,4,Manual(M5),F,29,34,31,31.7598,43.777,36.236,R,,,,,,106,13,,,557,,
COMPACT CARS,MAZDA,PROTEGE,1.8,4,Auto(L4),F,24,29,26,26.2844,37.2,30.2831,R,,,,,,106,13,,,664,,CLKUP
COMPACT CARS,MAZDA,PROTEGE,1.8,4,Manual(M5),F,26,30,28,28.5,38.8,32.3665,R,,,,,,106,13,,,616,,
COMPACT CARS,MERCEDES-BENZ,C230 KOMPRESSOR,2.3,4,Auto(L5),R,21,29,24,23.8491,36.5956,28.282,P,,,S,,,88,13,,,813,,EMS 2MODE CLKUP
COMPACT CARS,MERCEDES-BENZ,C280,2.8,6,Auto(L5),R,21,27,23,23.273,34.6991,27.3215,P,,,,,,88,13,,,848,,EMS 2MODE CLKUP
COMPACT CARS,MERCEDES-BENZ,C43 AMG,4.3,8,Auto(L5),R,18,23,20,19.8983,28.8599,23.1304,P,,,,,,88,13,,,975,,EMS 2MODE CLKUP
COMPACT CARS,MERCEDES-BENZ,CL500,5.0,8,Auto(L5),R,15,22,18,16.8,28.2,20.5358,P,G,,,93,14,,,,,1084,,EMS 2MODE CLKUP
COMPACT CARS,MERCEDES-BENZ,CL600,6.0,12,Auto(L5),R,13,19,15,14.1,24.7,17.4747,P,G,,,93,14,,,,,1301,,EMS 2MODE CLKUP
COMPACT CARS,NISSAN,ALTIMA,2.4,4,Auto(L4),F,22,30,25,24.6695,38.7302,29.4868,R,,,,,,94,14,,,690,,CLKUP
COMPACT CARS,NISSAN,ALTIMA,2.4,4,Manual(M5),F,24,31,27,26.9,39.4,31.38,R,,,,,,94,14,,,638,,
COMPACT CARS,OLDSMOBILE,ALERO,2.4,4,Auto(L4),F,22,30,25,24.5,39.1,29.4482,R,,,,93,14,91,14,,,690,,CLKUP
COMPACT CARS,OLDSMOBILE,ALERO,3.4,6,Auto(L4),F,20,28,23,22.1,35.6,26.6472,R,,,,93,14,91,14,,,750,,CLKUP
COMPACT CARS,PLYMOUTH,NEON (PLYMOUTH),2.0,4,Auto(L3),F,23,32,27,26.1,40.5,31.0714,R,,,,91,11,89,11,,,638,,
COMPACT CARS,PLYMOUTH,NEON (PLYMOUTH),2.0,4,Manual(M5),F,28,39,32,31.2,50.4,37.6552,R,,,,91,11,89,11,,,538,,
COMPACT CARS,PONTIAC,GRAND AM,2.4,4,Auto(L4),F,22,30,25,24.5,39.1,29.4482,R,,,,92,14,90,13,,,690,,CLKUP
COMPACT CARS,PONTIAC,GRAND AM,3.4,6,Auto(L4),F,20,28,23,22.1,35.6,26.6472,R,,,,92,14,90,13,,,750,,CLKUP
COMPACT CARS,SATURN,SL,1.9,4,Auto(L4),F,27,37,30,29.5407,46.824,35.4248,R,,,,,,91,12,,,574,SOHC,CLKUP
COMPACT CARS,SATURN,SL,1.9,4,Auto(L4),F,25,35,29,27.9828,44.8799,33.6908,R,,,,,,91,12,,,595,DOHC,CLKUP
COMPACT CARS,SATURN,SL,1.9,4,Manual(M5),F,27,38,31,29.8,48.2,35.981,R,,,,,,91,12,,,557,DOHC,SIL
COMPACT CARS,SATURN,SL,1.9,4,Manual(M5),F,29,40,33,32.2,51.1,38.6294,R,,,,,,91,12,,,523,SOHC,SIL
COMPACT CARS,SUBARU,LEGACY AWD,2.2,4,Auto(L4),4,22,29,25,24.9539,36.9091,29.2118,R,,,,,,92,13,,,690,,CLKUP
COMPACT CARS,SUBARU,LEGACY AWD,2.2,4,Manual(M5),4,22,29,25,24.8393,37.5238,29.2956,R,,,,,,92,13,,,690,,
COMPACT CARS,SUBARU,LEGACY AWD,2.5,4,Auto(L4),4,21,26,23,22.9881,33.6176,26.8016,R,,,,,,92,13,,,750,DOHC,CLKUP
COMPACT CARS,SUBARU,LEGACY AWD,2.5,4,Manual(M5),4,21,27,23,22.7988,34.1213,26.8008,R,,,,,,92,13,,,750,DOHC,
COMPACT CARS,TOYOTA,CAMRY SOLARA,2.2,4,Auto(L4),F,23,30,26,25.6104,38.6197,30.1862,R,,,,92,14,,,,,664,,
COMPACT CARS,TOYOTA,CAMRY SOLARA,2.2,4,Manual(M5),F,23,32,27,26,40.5465,31.0056,R,,,,92,14,,,,,638,,
COMPACT CARS,TOYOTA,CAMRY SOLARA,3.0,6,Auto(L4),F,20,28,23,21.9449,35.4,26.4728,R,,,,92,14,,,,,750,,
COMPACT CARS,TOYOTA,CAMRY SOLARA,3.0,6,Manual(M5),F,21,28,24,23.1312,36.5,27.6961,R,,,,92,14,,,,,719,,
COMPACT CARS,TOYOTA,COROLLA,1.8,4,Auto(L3),F,28,33,30,30.9,42,35.0709,R,,,,,,88,12,,,574,,CLKUP
COMPACT CARS,TOYOTA,COROLLA,1.8,4,Auto(L4),F,28,36,31,31.6305,46.1021,36.8335,R,,,,,,88,12,,,557,,CLKUP
COMPACT CARS,TOYOTA,COROLLA,1.8,4,Manual(M5),F,31,38,34,34.3709,48.4227,39.5334,R,,,,,,88,12,,,507,,
COMPACT CARS,VOLKSWAGEN,GOLF,2.0,4,Auto(L4),F,22,28,24,23.9411,36.1524,28.2324,R,,,,,,,,88,17,719,,CLKUP
COMPACT CARS,VOLKSWAGEN,GOLF,2.0,4,Manual(M5),F,24,31,27,26.3178,39.8986,31.0781,R,,,,,,,,88,17,638,,
COMPACT CARS,VOLKSWAGEN,GTI,2.0,4,Auto(L4),F,22,28,24,23.9411,36.1524,28.2324,R,,,,,,,,87,17,719,,CLKUP
COMPACT CARS,VOLKSWAGEN,GTI,2.0,4,Manual(M5),F,24,32,27,27.215,40.4108,31.9029,R,,,,,,,,87,17,638,,
COMPACT CARS,VOLKSWAGEN,GTI,2.8,6,Manual(M5),F,19,26,22,21.1456,33.0956,25.248,R,,,,,,,,87,17,785,,
COMPACT CARS,VOLKSWAGEN,JETTA,1.9,4,Manual(M5),F,40,49,43,44.1,62.8,50.9236,D,,T,,,,88,15,,,384,,
COMPACT CARS,VOLKSWAGEN,JETTA,2.0,4,Auto(L4),F,22,28,24,23.9411,36.1524,28.2324,R,,,,,,88,15,,,719,,CLKUP
COMPACT CARS,VOLKSWAGEN,JETTA,2.0,4,Manual(M5),F,24,31,27,26.3178,39.8986,31.0781,R,,,,,,88,15,,,638,,
COMPACT CARS,VOLKSWAGEN,JETTA,2.8,6,Auto(L4),F,18,25,21,20.3,31.9,24.2717,R,,,,,,88,15,,,821,,CLKUP
COMPACT CARS,VOLKSWAGEN,JETTA,2.8,6,Manual(M5),F,19,26,22,21.1456,33.0956,25.248,R,,,,,,88,15,,,785,,
COMPACT CARS,VOLKSWAGEN,NEW GOLF,1.9,4,Auto(L4),F,34,45,38,37.8885,57.2229,44.6822,D,,T,,,,,,87,18,434,,CLKUP
COMPACT CARS,VOLKSWAGEN,NEW GOLF,1.9,4,Manual(M5),F,42,49,45,46.4177,62.875,52.615,D,,T,,,,,,87,18,366,,
COMPACT CARS,VOLKSWAGEN,NEW GOLF,2.0,4,Auto(L4),F,22,28,24,24.6475,35.6478,28.6221,R,,,,,,,,87,18,719,,CLKUP
COMPACT CARS,VOLKSWAGEN,NEW GOLF,2.0,4,Manual(M5),F,24,31,27,26.7404,39.2508,31.218,R,,,,,,,,87,18,638,,
COMPACT CARS,VOLKSWAGEN,NEW GTI,2.0,4,Auto(L4),F,22,28,24,24.6475,35.6478,28.6221,R,,,,,,,,85,18,719,,CLKUP
COMPACT CARS,VOLKSWAGEN,NEW GTI,2.0,4,Manual(M5),F,24,31,27,26.7404,39.2508,31.218,R,,,,,,,,85,18,638,,
COMPACT CARS,VOLKSWAGEN,NEW GTI,2.8,6,Manual(M5),F,20,28,23,22.3,36.5,27.0325,R,,,,,,,,85,18,750,,
COMPACT CARS,VOLKSWAGEN,NEW JETTA,1.9,4,Auto(L4),F,34,45,38,37.8885,57.2229,44.6822,D,,T,,,,88,13,,,434,,CLKUP
COMPACT CARS,VOLKSWAGEN,NEW JETTA,1.9,4,Manual(M5),F,42,49,45,46.4177,62.875,52.615,D,,T,,,,88,13,,,366,,
COMPACT CARS,VOLKSWAGEN,NEW JETTA,2.0,4,Auto(L4),F,22,28,24,24.6475,35.6478,28.6221,R,,,,,,88,13,,,719,,CLKUP
COMPACT CARS,VOLKSWAGEN,NEW JETTA,2.0,4,Manual(M5),F,24,31,27,26.7404,39.2508,31.218,R,,,,,,88,13,,,638,,
COMPACT CARS,VOLKSWAGEN,NEW JETTA,2.8,6,Auto(L4),F,19,26,21,20.7,32.8,24.8203,R,,,,,,88,13,,,821,,CLKUP
COMPACT CARS,VOLKSWAGEN,NEW JETTA,2.8,6,Manual(M5),F,19,28,23,21.6,36,26.3415,R,,,,,,88,13,,,750,,
COMPACT CARS,VOLVO,C70,2.3,5,Auto(L4),F,20,27,23,21.9742,35.1875,26.4424,P,,T,,91,13,,,,,848,,CLKUP
COMPACT CARS,VOLVO,C70,2.3,5,Manual(M5),F,20,28,23,22.1467,35.3936,26.6322,P,,T,,91,13,,,,,848,,
COMPACT CARS,VOLVO,C70,2.4,5,Auto(L4),F,20,27,22,22.0261,34.2598,26.2431,P,,T,,91,13,,,,,887,,CLKUP
MIDSIZE CARS,ACURA,3.2TL,3.2,6,Auto(L4),F,19,27,22,20.8549,34.4618,25.361,P,,,,,,96,14,,,887,,2MODE CLKUP
MIDSIZE CARS,ACURA,3.5RL,3.5,6,Auto(L4),F,18,24,20,19.8,30.6,23.5385,P,,,,,,96,15,,,975,,CLKUP
MIDSIZE CARS,AUDI,A6,2.8,6,Auto(L5),F,17,27,21,19.3582,35.1482,24.2632,P,,,,,,98,15,,,928,,CLKUP
MIDSIZE CARS,AUDI,A6 QUATTRO,2.8,6,Auto(L5),4,17,26,20,18.7677,32.9815,23.283,P,,,,,,98,15,,,975,,CLKUP
MIDSIZE CARS,AUDI,A8,3.7,8,Auto(L5),F,17,26,20,18.8467,33.1493,23.3876,P,,,,,,100,18,,,975,,CLKUP
MIDSIZE CARS,AUDI,A8 QUATTRO,4.2,8,Auto(L5),4,17,25,20,18.6466,31.8922,22.9326,P,,,,,,100,18,,,975,,CLKUP
MIDSIZE CARS,BENTLEY,BENTLEY ARNAGE,4.4,8,Auto(L5),R,12,16,14,13.7745,20.1,16.047,P,G,T,,,,101,12,,,1392,44RA8,EMS 2MODE CLKUP
MIDSIZE CARS,BENTLEY,BENTLEY TURBO RT,6.8,8,Auto(L4),R,11,16,13,12.3988,20.2547,15.0204,P,G,T,,,,98,12,,,1500,L410MT2,EMS 2MODE CLKUP
MIDSIZE CARS,BMW,740I,4.4,8,Auto(L5),R,17,23,19,18.9,30,22.6755,R,,,,,,100,13,,,907,,
MIDSIZE CARS,BMW,740I,4.4,8,Auto(L5),R,15,21,17,16.8,26.8,20.1901,R,G,,,,,100,13,,,1014,,3MODE
MIDSIZE CARS,BUICK,CENTURY,3.1,6,Auto(L4),F,20,29,23,21.949,36.9989,26.8668,R,,,,,,102,17,,,750,,CLKUP
MIDSIZE CARS,BUICK,REGAL,3.8,6,Auto(L4),F,19,30,23,21.6,37.9,26.7836,R,,,,,,102,17,,,750,,CLKUP
MIDSIZE CARS,BUICK,REGAL,3.8,6,Auto(L4),F,18,27,21,19.4678,34.977,24.3206,P,,,S,,,102,17,,,928,,CLKUP
MIDSIZE CARS,BUICK,RIVIERA,3.8,6,Auto(L4),F,18,27,21,20,35,24.7788,P,,,S,,,,,100,18,928,,CLKUP
MIDSIZE CARS,CADILLAC,CATERA,3.0,6,Auto(L4),R,18,24,20,19.9,31.3499,23.8139,P,,,,,,99,14,,,975,,CLKUP
MIDSIZE CARS,CADILLAC,ELDORADO,4.6,8,Auto(L4),F,17,26,20,18.8,33.3,23.3815,P,,,,100,15,,,,,975,,CLKUP
MIDSIZE CARS,CADILLAC,SEVILLE,4.6,8,Auto(L4),F,17,26,20,18.8,33.3,23.3815,P,,,,,,104,15,,,975,,CLKUP
MIDSIZE CARS,CHEVROLET,LUMINA/MONTECARLO,3.1,6,Auto(L4),F,20,29,23,21.949,36.9989,26.8668,R,,,,96,16,101,16,,,750,,CLKUP
MIDSIZE CARS,CHEVROLET,LUMINA/MONTECARLO,3.8,6,Auto(L4),F,19,30,23,21.6,37.9,26.7836,R,,,,96,16,101,16,,,750,,CLKUP
MIDSIZE CARS,CHEVROLET,MALIBU,2.4,4,Auto(L4),F,22,30,25,24.5,39.1,29.4482,R,,,,,,99,16,,,690,,CLKUP
MIDSIZE CARS,CHEVROLET,MALIBU,3.1,6,Auto(L4),F,20,29,23,21.949,36.9989,26.8668,R,,,,,,99,16,,,750,,CLKUP
MIDSIZE CARS,CHRYSLER,CIRRUS,2.5,6,Auto(L4),F,19,27,22,20.925,34.6806,25.4712,R,,,,,,95,15,,,785,,CLKUP
MIDSIZE CARS,CHRYSLER,CIRRUS,2.5,6,Auto(L4),F,19,27,22,20.864,34.8486,25.462,R,,,,,,95,15,,,785,,VMODE CLKUP
MIDSIZE CARS,DAEWOO,LEGANZA,2.2,4,Auto(A4),F,20,28,23,22.1,35.7,26.6724,R,,,,,,100,14,,,750,DOHC-IL4,EMS
MIDSIZE CARS,DAEWOO,LEGANZA,2.2,4,Manual(M5),F,20,29,24,22.7,37.5,27.6021,R,,,,,,100,14,,,719,DOHC-IL4,
MIDSIZE CARS,DODGE,STRATUS,2.0,4,Manual(M5),F,26,37,30,29.4,47.2,35.409,R,,,,,,95,15,,,574,,
MIDSIZE CARS,DODGE,STRATUS,2.4,4,Auto(L4),F,21,30,24,23.1593,38.9851,28.3355,R,,,,,,95,15,,,719,,CLKUP
MIDSIZE CARS,DODGE,STRATUS,2.5,6,Auto(L4),F,19,27,22,20.925,34.6806,25.4712,R,,,,,,95,15,,,785,,CLKUP
MIDSIZE CARS,DODGE,STRATUS,2.5,6,Auto(L4),F,19,27,22,20.864,34.8486,25.462,R,,,,,,95,15,,,785,,VMODE CLKUP
MIDSIZE CARS,FORD,TAURUS,3.0,6,Auto(L4),F,20,28,23,21.7,36,26.4231,R,,,,,,101,16,,,750,2V,CLKUP
MIDSIZE CARS,FORD,TAURUS,3.0,6,Auto(L4),F,18,26,21,19.8,33.3,24.2182,R,,,,,,101,16,,,821,4V,CLKUP
MIDSIZE CARS,FORD,TAURUS,3.0,6,Auto(L4),F,19,27,22,21.4,34.3,25.7596,R,,,,,,101,16,,,785,FFV,CLKUP
MIDSIZE CARS,FORD,TAURUS,3.4,8,Auto(L4),F,16,25,19,18.1874,32.6137,22.7074,P,,,,,,101,16,,,1026,4V,CLKUP
MIDSIZE CARS,HONDA,ACCORD,2.3,4,Auto(L4),F,22,29,25,24.5928,37.6031,29.1279,R,,,,93,14,102,14,,,690,,CLKUP
MIDSIZE CARS,HONDA,ACCORD,2.3,4,Auto(L4),F,23,30,26,25.4478,38.537,30.0391,R,,,,93,14,102,14,,,664,VTEC,CLKUP
MIDSIZE CARS,HONDA,ACCORD,2.3,4,Manual(M5),F,25,31,27,27.2238,39.5907,31.6764,R,,,,93,14,102,14,,,638,,
MIDSIZE CARS,HONDA,ACCORD,2.3,4,Manual(M5),F,25,31,27,27.8,39.9,32.1933,R,,,,93,14,102,14,,,638,VTEC,
MIDSIZE CARS,HONDA,ACCORD,3.0,6,Auto(L4),F,20,28,23,22.707,35.8079,27.1823,R,,,,93,14,102,14,,,750,VTEC,CLKUP
MIDSIZE CARS,HYUNDAI,SONATA,2.4,4,Auto(L4),F,21,28,24,23.0319,36.0585,27.5031,R,,,,,,100,13,,,719,,2MODE CLKUP
MIDSIZE CARS,HYUNDAI,SONATA,2.4,4,Manual(M5),F,21,30,25,23.7356,38.3059,28.6374,R,,,,,,100,13,,,690,,
MIDSIZE CARS,HYUNDAI,SONATA,2.5,6,Auto(L4),F,20,28,23,22.3,35.6,26.8067,R,,,,,,100,13,,,750,,2MODE CLKUP
MIDSIZE CARS,HYUNDAI,SONATA,2.5,6,Manual(M5),F,20,29,23,22.7,36.6,27.3791,R,,,,,,100,13,,,750,,
MIDSIZE CARS,INFINITI,I30,3.0,6,Auto(L4),F,21,28,23,22.8683,35.3108,27.1778,R,,,,,,100,14,,,750,,CLKUP
MIDSIZE CARS,INFINITI,I30,3.0,6,Manual(M5),F,21,26,23,23.8,33.8,27.4553,R,,,,,,100,14,,,750,,
MIDSIZE CARS,INFINITI,Q45,4.1,8,Auto(L4),R,17,24,20,19.3624,30.179,23.0858,P,,,,,,97,13,,,975,,CLKUP
MIDSIZE CARS,JAGUAR,JAGUAR VANDEN PLAS,4.0,8,Auto(L5),R,17,24,20,18.5234,30.4915,22.497,P,,,,,,100,12,,,1026,,2MODE
MIDSIZE CARS,JAGUAR,JAGUAR VANDEN PLAS S.C.,4.0,8,Auto(L5),R,16,22,18,17.7499,28.0492,21.2633,P,G,,S,,,100,12,,,1084,,2MODE
MIDSIZE CARS,JAGUAR,JAGUAR XJ8L,4.0,8,Auto(L5),R,17,24,20,18.6,30.6493,22.5978,P,,,,,,100,12,,,1026,,2MODE
MIDSIZE CARS,LEXUS,GS 300/GS 400,3.0,6,Auto(L5),R,20,25,22,22.0546,32.2296,25.7067,P,,,,,,100,15,,,887,,
MIDSIZE CARS,LEXUS,GS 300/GS 400,4.0,8,Auto(L5),R,17,24,20,19.3693,30.8507,23.2656,P,,,,,,100,15,,,975,,CLKUP
MIDSIZE CARS,LEXUS,LS 400,4.0,8,Auto(L5),R,18,25,21,20.398,31.8972,24.3479,P,,,,,,102,14,,,928,,CLKUP
MIDSIZE CARS,LINCOLN-MERCURY,SABLE,3.0,6,Auto(L4),F,20,28,23,21.7,36,26.4231,R,,,,,,103,16,,,750,2V,CLKUP
MIDSIZE CARS,LINCOLN-MERCURY,SABLE,3.0,6,Auto(L4),F,18,26,21,19.8,33.3,24.2182,R,,,,,,103,16,,,821,4V,CLKUP
