Class,Manufacturer,carline name,displ,cyl,trans,drv,bidx,cty,hwy,cmb,ucty,uhwy,ucmb,fl,G,T,S,2pv,2lv,4pv,4lv,hpv,hlv,fcost,eng dscr,trans dscr,vpc,cls
LARGE CARS,CHEVROLET,IMPALA,3.4,6,Auto(L4),F,110,21,32,25,23.7,41,29.2549,R,,,,,,105,18,,,930, ,CLKUP ,2,6
LARGE CARS,CHEVROLET,IMPALA,3.8,6,Auto(L4),F,111,19,29,23,21.4,37.4,26.502,R,,,,,,105,18,,,1011, ,CLKUP ,2,6
LARGE CARS,CHRYSLER,300 M,3.5,6,Auto(S4),F,50,18,27,21,20.8,34.5,25.3256,R,,,,,,105,17,,,1107, ,2MODE CLKUP ,4,6
LARGE CARS,CHRYSLER,CONCORDE/LHS,2.7,6,Auto(L4),F,31,21,29,24,23.7,37.4,28.3778,R,,,,,,107,19,,,970, ,CLKUP ,4,6
LARGE CARS,CHRYSLER,CONCORDE/LHS,3.5,6,Auto(L4),F,50,19,27,22,20.9,35,25.5278,R,,,,,,107,19,,,1058, ,CLKUP ,4,6
LARGE CARS,DODGE,INTREPID,2.7,6,Auto(L4),F,31,21,29,24,23.7,37.4,28.3778,R,,,,,,104,18,,,970, ,CLKUP ,4,6
LARGE CARS,DODGE,INTREPID,3.5,6,Auto(L4),F,50,19,27,22,20.9,35,25.5278,R,,,,,,104,18,,,1058, ,CLKUP ,4,6
LARGE CARS,DODGE,INTREPID,3.5,6,Auto(S4),F,50,18,27,21,20.8,34.5,25.3256,R,,,,,,104,18,,,1107, ,2MODE CLKUP ,4,6
LARGE CARS,FORD,CROWN VICTORIA,4.6,8,Auto(L4),R,325,18,26,20,19.4903,32.7708,23.8374,R,,,,,,111,21,,,1162,4.6N,CLKUP ,2,6
LARGE CARS,FORD,CROWN VICTORIA,4.6,8,Auto(L4),R,329,13,18,15,14.3,23.6,17.3824,C,,,,,,111,21,,,1301,IN COMMENT,CLKUP ,2,6
LARGE CARS,FORD,TAURUS,3,6,Auto(L4),F,275,20,28,23,22.1,35.8,26.6975,R,,,,,,105,17,,,1011,2-VALVE,CLKUP ,2,6
LARGE CARS,FORD,TAURUS,3,6,Auto(L4),F,277,20,27,23,22.7,34.9,26.9374,R,,,,,,105,17,,,1011,4-VALVE,CLKUP ,4,6
LARGE CARS,FORD,TAURUS,3,6,Auto(L4),F,289,14,20,16,15.5,25.6,18.8459,E,,,,,,105,17,,,1688,RANGE=290,CLKUP ,2,6
LARGE CARS,FORD,TAURUS,3,6,Auto(L4),F,287,19,27,22,21.3,34.3,25.6798,R,,,,,,105,17,,,1058,RANGE=400,CLKUP ,2,6
LARGE CARS,INFINITI,Q45,4.5,8,Auto(S5),R,32,17,23,20,19.2677,30.103,22.9918,P,,,,,,107,14,,,1238, ,CLKUP ,4,6
LARGE CARS,LEXUS,LS 430,4.3,8,Auto(L5),R,15,19,25,21,20.5981,32.0493,24.5445,P,,,,,,107,16,,,1178, ,2MODE CLKUP ,4,6
LARGE CARS,LINCOLN-MERCURY,GRAND MARQUIS,4.6,8,Auto(L4),R,350,17,25,20,19.3,32.2,23.5446,R,,,,,,109,21,,,1162,2-VALVE,CLKUP ,2,6
LARGE CARS,LINCOLN-MERCURY,MARAUDER,4.6,8,Auto(L4),R,351,17,23,19,18.7,29.8,22.4656,P,,,,,,109,21,,,1302,4-VALVE,CLKUP ,4,6
LARGE CARS,LINCOLN-MERCURY,TOWN CAR,4.6,8,Auto(L4),R,425,17,25,20,19.3,32.2,23.5446,R,,,,,,112,21,,,1162,4.6N,CLKUP ,2,6
LARGE CARS,MERCEDES-BENZ,S430,4.3,8,Auto(L5),R,170,17,24,20,19.1467,30.8883,23.175,P,,,,,,106,15,,,1238, ,EMS 2MODE CLKUP,3,6
LARGE CARS,MERCEDES-BENZ,S430 4MATIC,4.3,8,Auto(L5),4,171,16,22,18,18.0978,27.9996,21.5229,P,G,,,,,106,15,,,1376,GUZZLER,EMS 2MODE CLKUP,3,6
LARGE CARS,MERCEDES-BENZ,S500,5,8,Auto(L5),R,175,16,22,18,17.4994,28.3457,21.1394,P,G,,,,,106,15,,,1376,GUZZLER,EMS 2MODE CLKUP,3,6
LARGE CARS,MERCEDES-BENZ,S500 4MATIC,5,8,Auto(L5),4,176,16,21,18,17.4499,21.1477,20.7923,P,G,,,,,106,15,,,1376,GUZZLER,EMS 2MODE CLKUP,3,6
LARGE CARS,MERCEDES-BENZ,S55 AMG,5,8,Auto(L5),R,174,14,22,17,15.8943,27.9499,19.7224,P,G,,S,,,106,15,,,1455,GUZZLER,EMS 2MODE CLKUP,3,6
LARGE CARS,MERCEDES-BENZ,S600,5.5,12,Auto(L5),R,177,13,19,15,14.2,23.9,17.3729,P,G,,,,,106,15,,,1651,GUZZLER,EMS 2MODE CLKUP,3,6
LARGE CARS,PONTIAC,BONNEVILLE,3.8,6,Auto(L4),F,112,17,27,21,19.4257,34.4016,24.1582,P,,,S,,,104,16,,,1178, ,CLKUP ,2,6
LARGE CARS,PONTIAC,BONNEVILLE,3.8,6,Auto(L4),F,111,20,29,23,21.6959,37.2,26.7043,R,,,,,,104,16,,,1011, ,CLKUP ,2,6
LARGE CARS,TOYOTA,AVALON,3,6,Auto(L4),F,11,21,29,24,23.8,37.3,28.4304,R,,,,,,106,16,,,970, ,CLKUP ,4,6
SMALL STATION WAGONS,AUDI,A4 AVANT QUATTRO,1.8,4,Manual(M5),4,13,21,29,24,23.162,36.9,27.8234,P,,T,,,,91,28,,,1032, ,,5,7
SMALL STATION WAGONS,AUDI,A4 AVANT QUATTRO,1.8,4,Auto(S5),4,13,20,28,23,22.4413,36.4288,27.1288,P,,T,,,,91,28,,,1077, ,3MODE CLKUP ,5,7
SMALL STATION WAGONS,AUDI,A4 AVANT QUATTRO,3,6,Manual(M6),4,12,18,25,20,19.4611,31.9847,23.6235,P,,,,,,91,28,,,1238, ,,5,7
SMALL STATION WAGONS,AUDI,A4 AVANT QUATTRO,3,6,Auto(S5),4,12,18,26,21,20.4985,32.9501,24.6985,P,,,,,,91,28,,,1178, ,3MODE CLKUP ,5,7
SMALL STATION WAGONS,BMW,325I SPORT WAGON,2.5,6,Auto(L5),R,25,20,28,23,22.5698,36.0136,27.1266,P,,,,,,91,26,,,1077, ,3MODE CLKUP ,4,7
SMALL STATION WAGONS,BMW,325I SPORT WAGON,2.5,6,Manual(M5),R,25,20,29,24,22.5761,37.5427,27.5115,P,,,,,,91,26,,,1032, ,,4,7
SMALL STATION WAGONS,BMW,325XI SPORT WAGON,2.5,6,Auto(L5),4,25,19,26,22,21.4,33.4,25.5271,P,,,,,,91,26,,,1126, ,3MODE CLKUP ,4,7
SMALL STATION WAGONS,BMW,325XI SPORT WAGON,2.5,6,Manual(M5),4,25,19,26,22,21.1,33.7,25.3682,P,,,,,,91,26,,,1126, ,,4,7
SMALL STATION WAGONS,BMW,525I SPORT WAGON,2.5,6,Auto(L5),R,25,19,26,22,21.5,33.3,25.5789,P,,,,,,97,33,,,1126, ,3MODE CLKUP ,4,7
SMALL STATION WAGONS,BMW,525I SPORT WAGON,2.5,6,Manual(M5),R,25,19,26,21,20.7616,33.7727,25.1158,P,,,,,,97,33,,,1178, ,,4,7
SMALL STATION WAGONS,BMW,540I SPORT WAGON,4.4,8,Auto(S5),R,44,17,21,19,18.8,26.9361,21.7573,P,G,,,,,97,33,,,1302,GUZZLER,3MODE CLKUP ,4,7
SMALL STATION WAGONS,DAEWOO,NUBIRA STATION WAGON,2,4,Auto(A4),F,49,20,27,23,22.021,34.9253,27.8279,R,,,,,,,,,,1011,DOHC-IL4,EMS ,2,7
SMALL STATION WAGONS,DAEWOO,NUBIRA STATION WAGON,2,4,Manual(M5),F,49,21,29,24,23.6665,36.6829,29.5239,R,,,,,,,,,,970,DOHC-IL4,,2,7
SMALL STATION WAGONS,MERCEDES-BENZ,C240 (WAGON),2.6,6,Auto(L5),R,63,19,25,21,21.4443,31.7846,25.1221,P,,,,,,,,89,31,1178, ,EMS 2MODE ,3,7
SMALL STATION WAGONS,MERCEDES-BENZ,C240 (WAGON),2.6,6,Manual(M6),R,63,17,26,20,19.0467,32.7997,23.4764,P,,,,,,,,89,31,1238, ,EMS ,3,7
SMALL STATION WAGONS,MERCEDES-BENZ,C240 4MATIC (WAGON),2.6,6,Auto(L5),4,281,19,25,21,21.1649,31.8434,24.9264,P,,,,,,,,89,31,1178, ,EMS 2MODE CLKUP,3,7
SMALL STATION WAGONS,MERCEDES-BENZ,C320 (WAGON),3.2,6,Auto(L5),R,264,20,26,22,21.9783,33.7896,25.8876,P,,,,,,,,89,31,1126, ,EMS 2MODE CLKUP,3,7
SMALL STATION WAGONS,MERCEDES-BENZ,C320 (WAGON),3.2,6,Manual(M6),R,264,17,25,20,18.7985,32.1149,23.1108,P,,,,,,,,89,31,1238, ,EMS ,3,7
SMALL STATION WAGONS,MERCEDES-BENZ,C320 4MATIC (WAGON),3.2,6,Auto(L5),4,284,19,25,21,21.1649,31.8434,24.9264,P,,,,,,,,89,31,1178, ,EMS 2MODE CLKUP,3,7
SMALL STATION WAGONS,PONTIAC,VIBE,1.8,4,Auto(L4),F,1,28,33,31,31.6596,42.8769,35.8841,R,,,,,,,,96,15,751, ,CLKUP ,4,7
SMALL STATION WAGONS,PONTIAC,VIBE,1.8,4,Auto(L4),4,1,26,31,28,28.5,40.3,32.8251,R,,,,,,,,96,15,830, ,CLKUP ,4,7
SMALL STATION WAGONS,PONTIAC,VIBE,1.8,4,Auto(L4),F,2,26,30,28,28.8861,38.8122,32.6428,P,,,,,,,,96,15,884,SPORTS,CLKUP ,4,7
SMALL STATION WAGONS,PONTIAC,VIBE,1.8,4,Manual(M5),F,1,29,36,32,32.7,46.2,37.6508,R,,,,,,,,96,15,725, ,,4,7
SMALL STATION WAGONS,PONTIAC,VIBE,1.8,4,Manual(M6),F,2,25,30,27,28,39.1,32.1009,P,,,,,,,,96,15,916,SPORTS,,4,7
SMALL STATION WAGONS,SUBARU,IMPREZA WGN/OUTBACK SPT AWD,2,4,Auto(L4),4,10,19,26,22,21.3569,33.5215,25.5252,P,,T,,,,90,18,,,1126, ,CLKUP ,4,7
SMALL STATION WAGONS,SUBARU,IMPREZA WGN/OUTBACK SPT AWD,2,4,Manual(M5),4,10,20,27,23,22.4896,34.6329,26.7029,P,,T,,,,90,18,,,1077, ,,4,7
SMALL STATION WAGONS,SUBARU,IMPREZA WGN/OUTBACK SPT AWD,2.5,4,Auto(L4),4,20,21,27,24,23.8768,34.0395,27.5825,R,,,,,,90,18,,,970, ,CLKUP ,4,7
SMALL STATION WAGONS,SUBARU,IMPREZA WGN/OUTBACK SPT AWD,2.5,4,Manual(M5),4,20,21,27,23,23.313,34.7783,27.374,R,,,,,,90,18,,,1011, ,,4,7
SMALL STATION WAGONS,SUZUKI,AERIO SX,2,4,Auto(L4),F,44,26,31,28,28.6167,39.5498,32.6823,R,,,,,,91,13,,,830, ,CLKUP ,4,7
SMALL STATION WAGONS,SUZUKI,AERIO SX,2,4,Manual(M5),F,43,26,32,29,28.9359,41.3063,33.4429,R,,,,,,91,13,,,802, ,,4,7
SMALL STATION WAGONS,SUZUKI,AERIO SX 4WD,2,4,Auto(L4),4,46,24,28,25,26.3,35.8,29.8665,R,,,,,,91,10,,,930, ,CLKUP ,4,7
SMALL STATION WAGONS,TOYOTA,COROLLA MATRIX,1.8,4,Auto(L4),F,1,28,33,30,31.6239,42.8455,35.849,R,,,,,,,,96,15,774, ,CLKUP ,4,7
SMALL STATION WAGONS,TOYOTA,COROLLA MATRIX,1.8,4,Auto(L4),4,1,26,31,28,28.5,40.3,32.8251,R,,,,,,,,96,15,830, ,CLKUP ,4,7
SMALL STATION WAGONS,TOYOTA,COROLLA MATRIX,1.8,4,Auto(L4),F,2,26,30,28,28.7732,38.6264,32.5044,P,,,,,,,,96,15,884,SPORTS,CLKUP ,4,7
SMALL STATION WAGONS,TOYOTA,COROLLA MATRIX,1.8,4,Manual(M5),F,1,29,36,32,32.7,46.2,37.6508,R,,,,,,,,96,15,725, ,,4,7
SMALL STATION WAGONS,TOYOTA,COROLLA MATRIX,1.8,4,Manual(M6),F,2,25,30,27,28,39.1,32.1009,P,,,,,,,,96,15,916,SPORTS,,4,7
SMALL STATION WAGONS,VOLKSWAGEN,JETTA WAGON,1.9,4,Auto(L4),F,5,34,45,38,38.0281,57.1205,44.7606,D,,T,,,,89,34,,,552, ,CLKUP ,2,7
SMALL STATION WAGONS,VOLKSWAGEN,JETTA WAGON,1.9,4,Manual(M5),F,5,42,50,45,46.7,64,53.1673,D,,T,,,,89,34,,,466, ,,2,7
SMALL STATION WAGONS,VOLKSWAGEN,JETTA WAGON,2,4,Auto(L4),F,2,22,29,25,24.8246,37.0884,29.1642,R,,,,,,89,34,,,930, ,CLKUP ,2,7
SMALL STATION WAGONS,VOLKSWAGEN,JETTA WAGON,2,4,Manual(M5),F,2,24,30,26,26.3368,39.0489,30.8572,R,,,,,,89,34,,,895, ,,2,7
SMALL STATION WAGONS,VOLVO,V40,1.9,4,Auto(L5),F,4,22,30,25,23.9,37.9,28.6649,P,,T,,,,,,89,33,990, ,CLKUP ,4,7
MIDSIZE STATION WAGONS,AUDI,A6 AVANT QUATTRO,3,6,Auto(S5),4,12,18,26,21,20.4985,32.9501,24.6985,P,,,,,,99,36,,,1178, ,3MODE CLKUP ,5,8
MIDSIZE STATION WAGONS,AUDI,S6 AVANT,4.2,8,Auto(S5),4,11,15,21,17,16.3,26.8,19.7889,P,G,,,,,97,34,,,1455,GUZZLER,3MODE CLKUP ,5,8
MIDSIZE STATION WAGONS,FORD,FOCUS STATION WAG,2,4,Auto(L4),F,138,27,33,30,30.1973,42.3994,34.6898,R,,,,,,96,36,,,774,2-VALVE,CLKUP ,2,8
MIDSIZE STATION WAGONS,FORD,FOCUS STATION WAG,2,4,Auto(L4),F,135,25,31,28,28.2,40.2,32.5759,R,,,,,,96,36,,,830,4-VALVE,CLKUP ,4,8
MIDSIZE STATION WAGONS,FORD,FOCUS STATION WAG,2,4,Manual(M5),F,137,27,36,31,30.4,45.8,35.8199,R,,,,,,96,36,,,751,2-VALVE,,2,8
MIDSIZE STATION WAGONS,FORD,FOCUS STATION WAG,2,4,Manual(M5),F,132,26,34,29,28.9,43.5,34.0414,R,,,,,,96,36,,,802,4-VALVE,,4,8
MIDSIZE STATION WAGONS,FORD,FOCUS STATION WAG,2.3,4,Auto(L4),F,143,24,30,26,26.5208,38.3221,30.7872,R,,,,,,96,36,,,895, ,CLKUP ,4,8
MIDSIZE STATION WAGONS,FORD,FOCUS STATION WAG,2.3,4,Manual(M5),F,142,25,33,28,27.8,41.8,32.7335,R,,,,,,96,36,,,830, ,,4,8
MIDSIZE STATION WAGONS,FORD,TAURUS WAGON,3,6,Auto(L4),F,283,19,26,21,20.6,33,24.7921,R,,,,,,104,39,,,1107,2-VALVE,CLKUP ,2,8
MIDSIZE STATION WAGONS,FORD,TAURUS WAGON,3,6,Auto(L4),F,285,19,26,22,21.2,33.1,25.2918,R,,,,,,104,39,,,1058,4-VALVE,CLKUP ,4,8
MIDSIZE STATION WAGONS,FORD,TAURUS WAGON,3,6,Auto(L4),F,281,14,19,16,15,24.5,18.1706,E,,,,,,104,39,,,1688,RANGE=290,CLKUP ,2,8
MIDSIZE STATION WAGONS,FORD,TAURUS WAGON,3,6,Auto(L4),F,279,19,26,21,20.9,33.3,25.1071,R,,,,,,104,39,,,1107,RANGE=380,CLKUP ,2,8
MIDSIZE STATION WAGONS,LEXUS,RX 300,3,6,Auto(L4),F,11,19,23,20,20.6,29.8,23.9236,R,,,,,,104,32,,,1162, ,CLKUP ,4,8
MIDSIZE STATION WAGONS,LEXUS,RX 300 4WD,3,6,Auto(L4),4,11,18,22,20,20,28.7,23.1592,R,,,,,,104,32,,,1162, ,CLKUP ,4,8
MIDSIZE STATION WAGONS,LINCOLN-MERCURY,SABLE WAGON,3,6,Auto(L4),F,304,19,26,21,20.6,33,24.7921,R,,,,,,104,39,,,1107,2-VALVE,CLKUP ,2,8
MIDSIZE STATION WAGONS,LINCOLN-MERCURY,SABLE WAGON,3,6,Auto(L4),F,306,19,26,22,21.2,33.1,25.2918,R,,,,,,104,39,,,1058,4-VALVE,CLKUP ,4,8
MIDSIZE STATION WAGONS,LINCOLN-MERCURY,SABLE WAGON,3,6,Auto(L4),F,310,14,19,16,15,24.5,18.1706,E,,,,,,104,39,,,1688,RANGE=290,CLKUP ,2,8
MIDSIZE STATION WAGONS,LINCOLN-MERCURY,SABLE WAGON,3,6,Auto(L4),F,308,19,26,21,20.9,33.3,25.1071,R,,,,,,104,39,,,1107,RANGE=380,CLKUP ,2,8
MIDSIZE STATION WAGONS,MERCEDES-BENZ,E320 (WAGON),3.2,6,Auto(L5),R,265,20,27,22,21.6698,35.085,26.1732,P,,,,,,,,98,44,1126, ,EMS 2MODE CLKUP,3,8
MIDSIZE STATION WAGONS,MERCEDES-BENZ,E320 4MATIC (WAGON),3.2,6,Auto(L5),4,282,19,26,22,21.4496,33.5736,25.6116,P,,,,,,,,98,44,1126, ,EMS 2MODE CLKUP,3,8
MIDSIZE STATION WAGONS,SAAB,SAAB 9-5 WAGON,2.3,4,Auto(L5),F,303,19,28,22,21.4726,35.8882,26.2103,R,,T,,,,100,37,,,1058,B235E,2MODE CLKUP ,4,8
MIDSIZE STATION WAGONS,SAAB,SAAB 9-5 WAGON,2.3,4,Auto(L5),F,305,19,28,23,21.4891,36.2458,26.3091,P,,T,,,,100,37,,,1077,B235R,2MODE CLKUP ,4,8
MIDSIZE STATION WAGONS,SAAB,SAAB 9-5 WAGON,2.3,4,Manual(M5),F,311,22,30,25,23.9802,38.4777,28.8762,R,,T,,,,100,37,,,930,B235E,SIL ,4,8
MIDSIZE STATION WAGONS,SAAB,SAAB 9-5 WAGON,2.3,4,Manual(M5),F,313,21,30,24,23.6839,37.9705,28.5113,P,,T,,,,100,37,,,1032,B235R,SIL ,4,8
MIDSIZE STATION WAGONS,SAAB,SAAB 9-5 WAGON,3,6,Auto(L5),F,307,18,26,21,20.3709,33.175,24.6526,P,,T,,,,100,37,,,1178,B308E,2MODE CLKUP ,4,8
MIDSIZE STATION WAGONS,SATURN,LW200,2.2,4,Auto(L4),F,116,24,32,27,26.2116,40.5722,31.1775,R,,,,,,98,34,,,860, ,CLKUP ,4,8
MIDSIZE STATION WAGONS,SATURN,LW200,2.2,4,Manual(M5),F,117,23,31,26,26,40.2,30.9139,R,,,,,,98,34,,,895, ,SIL ,4,8
MIDSIZE STATION WAGONS,SATURN,LW300,3,6,Auto(L4),F,118,21,29,24,23,36.7,27.6437,R,,,,,,98,34,,,970, ,CLKUP ,4,8
MIDSIZE STATION WAGONS,SUBARU,LEGACY/OUTBACK WAGON AWD,2.5,4,Auto(L4),4,21,22,28,24,23.9267,34.3457,27.9968,R,,,,,,96,34,,,970, ,CLKUP ,4,8
MIDSIZE STATION WAGONS,SUBARU,LEGACY/OUTBACK WAGON AWD,2.5,4,Manual(M5),4,21,21,27,23,23.1486,34.5719,27.1917,R,,,,,,96,34,,,1011, ,,4,8
MIDSIZE STATION WAGONS,SUBARU,LEGACY/OUTBACK WAGON AWD,2.5,4,Auto(S4),4,21,20,26,22,22.071,33.3988,26.0463,R,,,,,,96,34,,,1058, ,2MODE CLKUP ,4,8
MIDSIZE STATION WAGONS,SUBARU,LEGACY/OUTBACK WAGON AWD,3,6,Auto(L4),4,30,19,26,21,21.1236,32.6993,25.1263,P,,,,,,96,34,,,1178, ,CLKUP ,4,8
MIDSIZE STATION WAGONS,VOLKSWAGEN,PASSAT WAGON,1.8,4,Manual(M5),F,14,22,31,25,24.4,39.7,29.5194,P,,T,,,,97,39,,,990, ,,5,8
MIDSIZE STATION WAGONS,VOLKSWAGEN,PASSAT WAGON,1.8,4,Auto(S5),F,14,21,30,25,23.8,38.9,28.8373,P,,T,,,,97,39,,,990, ,2MODE CLKUP ,5,8
MIDSIZE STATION WAGONS,VOLKSWAGEN,PASSAT WAGON,2.8,6,Manual(M5),F,15,20,28,23,21.9,36.1,26.6102,P,,,,,,97,39,,,1077, ,,5,8
MIDSIZE STATION WAGONS,VOLKSWAGEN,PASSAT WAGON,2.8,6,Auto(S5),F,15,19,27,22,21.5,34.5,25.8901,P,,,,,,97,39,,,1126, ,2MODE CLKUP ,5,8
MIDSIZE STATION WAGONS,VOLKSWAGEN,PASSAT WAGON 4MOTION,2.8,6,Auto(S5),4,15,19,26,21,20.7397,33.561,25.0453,P,,,,,,97,36,,,1178, ,2MODE CLKUP ,5,8
MIDSIZE STATION WAGONS,VOLKSWAGEN,PASSAT WAGON 4MOTION,4,8,Auto(S5),4,6,18,25,20,19.4499,31.5499,23.5068,P,,,,,,97,36,,,1238, ,CLKUP ,4,8
MIDSIZE STATION WAGONS,VOLVO,V70 AWD,2.5,5,Auto(S5),4,3,18,25,21,20.5,32,24.4548,P,,T,,,,,,98,36,1178, ,2MODE CLKUP ,4,8
MIDSIZE STATION WAGONS,VOLVO,V70 FWD,2.3,5,Manual(M5),F,2,20,26,22,21.9002,33.5004,25.9426,P,,T,,,,,,98,36,1126, ,,4,8
MIDSIZE STATION WAGONS,VOLVO,V70 FWD,2.3,5,Auto(S5),F,2,20,26,22,21.9,33.1,25.8336,P,,T,,,,,,98,36,1126, ,2MODE CLKUP ,4,8
MIDSIZE STATION WAGONS,VOLVO,V70 FWD,2.4,5,Auto(L5),F,8,22,30,25,23.9855,38.8518,28.9746,P,,,,,,,,98,36,990, ,CLKUP ,4,8
MIDSIZE STATION WAGONS,VOLVO,V70 FWD,2.4,5,Auto(L5),F,1,20,26,22,21.7974,33.4958,25.8619,P,,T,,,,,,98,36,1126, ,CLKUP ,4,8
MIDSIZE STATION WAGONS,VOLVO,V70 FWD,2.4,5,Manual(M5),F,8,22,30,25,24.2,38,28.9273,P,,,,,,,,98,36,990, ,,4,8
SMALL PICKUP TRUCKS 2WD,CHEVROLET,S10 PICKUP 2WD,2.2,4,Auto(L4),R,800,19,25,21,20.5687,32.4558,24.6277,R,,,,,,,,,,1107, ,CLKUP ,2,10
SMALL PICKUP TRUCKS 2WD,CHEVROLET,S10 PICKUP 2WD,2.2,4,Manual(M5),R,801,22,28,24,24.4,35.5,28.3953,R,,,,,,,,,,970, ,SIL ,2,10
SMALL PICKUP TRUCKS 2WD,CHEVROLET,S10 PICKUP 2WD,4.3,6,Auto(L4),R,819,17,23,19,19.025,29.5247,22.6497,R,,,,,,,,,,1223, ,CLKUP ,2,10
SMALL PICKUP TRUCKS 2WD,CHEVROLET,S10 PICKUP 2WD,4.3,6,Manual(M5),R,827,16,24,19,18,30.8,22.1406,R,,,,,,,,,,1223, ,SIL ,2,10
SMALL PICKUP TRUCKS 2WD,GMC,SONOMA 2WD,2.2,4,Auto(L4),R,800,19,25,21,20.5687,32.4558,24.6277,R,,,,,,,,,,1107, ,CLKUP ,2,10
SMALL PICKUP TRUCKS 2WD,GMC,SONOMA 2WD,2.2,4,Manual(M5),R,801,22,28,24,24.4,35.5,28.3953,R,,,,,,,,,,970, ,SIL ,2,10
SMALL PICKUP TRUCKS 2WD,GMC,SONOMA 2WD,4.3,6,Auto(L4),R,819,17,23,19,18.9414,29.4404,22.5622,R,,,,,,,,,,1223, ,CLKUP ,2,10
SMALL PICKUP TRUCKS 2WD,GMC,SONOMA 2WD,4.3,6,Manual(M5),R,827,16,24,19,18,30.8,22.1406,R,,,,,,,,,,1223, ,SIL ,2,10
STANDARD PICKUP TRUCKS 2WD,CHEVROLET,C1500 SILVERADO 2WD,4.3,6,Auto(L4),R,819,15,20,17,17.0616,25.5654,20.065,R,,,,,,,,,,1367, ,CLKUP ,2,12
STANDARD PICKUP TRUCKS 2WD,CHEVROLET,C1500 SILVERADO 2WD,4.3,6,Manual(M5),R,827,15,21,17,17,26.7,20.3224,R,,,,,,,,,,1367, ,SIL ,2,12
STANDARD PICKUP TRUCKS 2WD,CHEVROLET,C1500 SILVERADO 2WD,4.8,8,Auto(L4),R,820,15,19,17,17.0195,24.7371,19.7992,R,,,,,,,,,,1367, ,CLKUP ,2,12
STANDARD PICKUP TRUCKS 2WD,CHEVROLET,C1500 SILVERADO 2WD,4.8,8,Manual(M5),R,817,16,20,17,17.3944,25.8,20.3827,R,,,,,,,,,,1367, ,SIL ,2,12
STANDARD PICKUP TRUCKS 2WD,CHEVROLET,C1500 SILVERADO 2WD,5.3,8,Auto(L4),R,854,11,14,12,12.3,18.3472,14.442,E,,,,,,,,,,2249,310/390,CLKUP ,2,12
STANDARD PICKUP TRUCKS 2WD,CHEVROLET,C1500 SILVERADO 2WD,5.3,8,Auto(L4),R,814,15,19,17,16.4761,24.6473,19.3651,R,,,,,,,,,,1367,420/560,CLKUP ,2,12
STANDARD PICKUP TRUCKS 2WD,CHEVROLET,C1500 SILVERADO 2WD,5.3,8,Auto(L4),R,812,15,19,16,16.5653,24.0214,19.2548,R,,,,,,,,,,1453,LM7,CLKUP ,2,12
STANDARD PICKUP TRUCKS 2WD,CHEVROLET,SSR PICKUP 2WD,5.3,8,Auto(L4),R,222,15,19,17,16.7,24.2,19.4065,R,,,,,,,,,,1367, ,CLKUP ,2,12
STANDARD PICKUP TRUCKS 2WD,DODGE,DAKOTA PICKUP 2WD,3.9,6,Auto(L4),R,185,18,19,18,19.9,24,21.6,R,,,,,,,,,,1293, ,,2,12
STANDARD PICKUP TRUCKS 2WD,DODGE,DAKOTA PICKUP 2WD,3.9,6,Manual(M5),R,182,15,21,17,17.1,26.8,20.4,R,,,,,,,,,,1367, ,SIL ,2,12
STANDARD PICKUP TRUCKS 2WD,DODGE,DAKOTA PICKUP 2WD,4.7,8,Auto(L5),R,190,15,20,17,17.0207,25.312,19.9634,R,,,,,,,,,,1367, ,CLKUP ,2,12
STANDARD PICKUP TRUCKS 2WD,DODGE,DAKOTA PICKUP 2WD,4.7,8,Manual(M5),R,190,15,20,17,17.3,26.3,20.449,R,,,,,,,,,,1367, ,,2,12
STANDARD PICKUP TRUCKS 2WD,DODGE,DAKOTA PICKUP 2WD,5.9,8,Auto(L4),R,210,13,18,15,14.5,22.5798,17.283,R,,,,,,,,,,1551, ,,2,12
STANDARD PICKUP TRUCKS 2WD,DODGE,RAM 1500 PICKUP 2WD,3.7,6,Auto(L4),R,150,15,20,17,17.1,25.4,20.048,R,,,,,,,,,,1367, ,CLKUP ,2,12
STANDARD PICKUP TRUCKS 2WD,DODGE,RAM 1500 PICKUP 2WD,3.7,6,Manual(M5),R,150,16,21,18,17.6,26.5,20.7335,R,,,,,,,,,,1293, ,,2,12
STANDARD PICKUP TRUCKS 2WD,DODGE,RAM 1500 PICKUP 2WD,4.7,8,Auto(L5),R,190,14,19,16,15.763,24.3826,18.745,R,,,,,,,,,,1453, ,CLKUP ,2,12
STANDARD PICKUP TRUCKS 2WD,DODGE,RAM 1500 PICKUP 2WD,4.7,8,Manual(M5),R,190,14,19,16,15.2988,23.8204,18.2342,R,,,,,,,,,,1453, ,,2,12
STANDARD PICKUP TRUCKS 2WD,DODGE,RAM 1500 PICKUP 2WD,5.7,8,Auto(L5),R,232,14,18,16,15.9,22.9,18.43,R,,,,,,,,,,1453, ,CLKUP ,1,12
STANDARD PICKUP TRUCKS 2WD,DODGE,RAM 1500 PICKUP 2WD,5.9,8,Auto(L4),R,210,13,17,15,14.292,22.1633,17.0106,R,,,,,,,,,,1551, ,,2,12
STANDARD PICKUP TRUCKS 2WD,FORD,EXPLORER SPORT TRAC 2WD,4,6,Auto(L5),R,743,16,20,18,18,26.1,20.9218,R,,,,,,,,,,1293, ,CLKUP ,2,12
