Class,Manufacturer,carline name,displ,cyl,trans,drv,bidx,cty,hwy,cmb,ucty,uhwy,ucmb,fl,G,T,S,2pv,2lv,4pv,4lv,hpv,hlv,fcost,eng dscr,trans dscr,vpc,cls
SUBCOMPACT CARS,QUANTUM,DUAL-FUEL CHEVY CAVALIER,2.2,4,Auto(L4),F,2,23,32,26,25.3499,41.4,30.707,C,,,,,,92,7,,,751,RNG=130 MI,,4,3
SUBCOMPACT CARS,QUANTUM,DUAL-FUEL CHEVY CAVALIER,2.2,4,Auto(L4),F,1,24,33,28,27.0137,42.1955,32.2324,R,,,,,,92,7,,,830,RNG=400 MI,,4,3
SUBCOMPACT CARS,ROUSH PERFORMANCE,ROUSH STAGE3 MUSTANG,4.6,8,Auto(L4),R,5,17,22,19,19.2329,28.5391,22.5405,P,,,S,79,9,,,,,1302, ,EMS CLKUP ,2,3
SUBCOMPACT CARS,ROUSH PERFORMANCE,ROUSH STAGE3 MUSTANG,4.6,8,Manual(M5),R,6,17,25,20,18.9981,31.4712,23.1219,P,,,S,79,9,,,,,1238, ,EMS ,2,3
SUBCOMPACT CARS,SAAB,SAAB 9-3 CONVERTIBLE,2,4,Auto(L4),F,301,21,29,24,23.1993,37.5651,28.0216,P,,T,,80,13,,,,,1032,B205R,2MODE CLKUP ,4,3
SUBCOMPACT CARS,SAAB,SAAB 9-3 CONVERTIBLE,2,4,Manual(M5),F,308,22,32,26,24.9007,41.2425,30.3041,P,,T,,80,13,,,,,953,B205R,SIL ,4,3
SUBCOMPACT CARS,SUBARU,IMPREZA AWD,2,4,Auto(L4),4,10,19,26,22,21.3569,33.5215,25.5252,P,,T,,,,88,11,,,1126, ,CLKUP ,4,3
SUBCOMPACT CARS,SUBARU,IMPREZA AWD,2,4,Manual(M5),4,10,20,27,23,22.4896,34.6329,26.7029,P,,T,,,,88,11,,,1077, ,,4,3
SUBCOMPACT CARS,SUBARU,IMPREZA AWD,2.5,4,Auto(L4),4,20,21,27,24,23.8768,34.0395,27.5825,R,,,,,,88,11,,,970, ,CLKUP ,4,3
SUBCOMPACT CARS,SUBARU,IMPREZA AWD,2.5,4,Manual(M5),4,20,21,28,23,23.2,35.3,27.4313,R,,,,,,88,11,,,1011, ,,4,3
SUBCOMPACT CARS,TOYOTA,CAMRY SOLARA CONVERTIBLE,2.4,4,Auto(L4),F,8,23,31,26,25.3,39.2,30.1035,R,,,,90,9,,,,,895, ,CLKUP ,4,3
SUBCOMPACT CARS,TOYOTA,CAMRY SOLARA CONVERTIBLE,3,6,Auto(L4),F,10,19,26,21,20.9,33.1,25.0558,R,,,,90,9,,,,,1107, ,CLKUP ,4,3
SUBCOMPACT CARS,TOYOTA,CELICA,1.8,4,Auto(L4),F,4,29,36,32,32.1,46,37.1518,R,,,,,,,,78,17,725, ,CLKUP ,4,3
SUBCOMPACT CARS,TOYOTA,CELICA,1.8,4,Manual(M5),F,4,27,33,29,29.5,42.8,34.2958,R,,,,,,,,78,17,802, ,,4,3
SUBCOMPACT CARS,TOYOTA,CELICA,1.8,4,Manual(M6),F,5,23,32,26,25.7,40.5,30.758,P,,,,,,,,78,17,953,SPORTS,,4,3
SUBCOMPACT CARS,TOYOTA,CELICA,1.8,4,Auto(S4),F,5,23,30,26,25.6335,38.099,30.0592,P,,,,,,,,78,17,953,SPORTS,CLKUP ,4,3
SUBCOMPACT CARS,VOLKSWAGEN,NEW BEETLE,1.9,4,Auto(L4),F,5,34,44,38,38.1,55.9,44.4725,D,,T,,,,,,85,12,552, ,CLKUP ,2,3
SUBCOMPACT CARS,VOLKSWAGEN,NEW BEETLE,1.9,4,Manual(M5),F,5,42,49,45,46.4302,62.6126,52.5409,D,,T,,,,,,85,12,466, ,,2,3
SUBCOMPACT CARS,VOLKSWAGEN,NEW BEETLE,2,4,Auto(L4),F,2,23,29,26,25.9069,37.6035,30.1234,R,,,,,,,,85,12,895, ,CLKUP ,2,3
SUBCOMPACT CARS,VOLKSWAGEN,NEW BEETLE,2,4,Manual(M5),F,2,24,31,27,26.8698,40.2863,31.6064,R,,,,,,,,85,12,860, ,,2,3
SUBCOMPACT CARS,VOLVO,C70 CONVERTIBLE,2.3,5,Auto(L5),F,2,20,26,22,22,33,25.8824,P,,T,,88,8,,,,,1126, ,CLKUP ,4,3
SUBCOMPACT CARS,VOLVO,C70 CONVERTIBLE,2.3,5,Manual(M5),F,2,20,26,22,21.9002,33.5004,25.9426,P,,T,,88,8,,,,,1126, ,,4,3
SUBCOMPACT CARS,VOLVO,C70 CONVERTIBLE,2.4,5,Auto(L5),F,1,20,26,22,21.7974,33.4958,25.8619,P,,T,,88,8,,,,,1126, ,CLKUP ,4,3
COMPACT CARS,ACURA,3.2CL,3.2,6,Manual(M6),F,70,19,28,22,21.3,36.1,26.1185,P,,,,90,14,,,,,1126,VTEC,,4,4
COMPACT CARS,ACURA,3.2CL,3.2,6,Auto(S5),F,70,20,29,23,21.6719,37.33,26.7143,P,,,,90,14,,,,,1077,VTEC,2MODE CLKUP ,4,4
COMPACT CARS,AUDI,A4,1.8,4,Auto(AV),F,13,23,29,25,25.5,37.8,29.8745,P,,T,,,,90,13,,,990, ,2MODE ,5,4
COMPACT CARS,AUDI,A4,1.8,4,Manual(M5),F,13,22,31,25,24.6,40.1,29.7799,P,,T,,,,90,13,,,990, ,,5,4
COMPACT CARS,AUDI,A4,3,6,Auto(AV),F,12,20,28,23,22.3,35.9,26.8828,P,,,,,,90,13,,,1077, ,2MODE ,5,4
COMPACT CARS,AUDI,A4 QUATTRO,1.8,4,Manual(M5),4,13,21,29,24,23.162,36.9,27.8234,P,,T,,,,90,13,,,1032, ,,5,4
COMPACT CARS,AUDI,A4 QUATTRO,1.8,4,Auto(S5),4,13,20,28,23,22.4413,36.4288,27.1288,P,,T,,,,90,13,,,1077, ,3MODE CLKUP ,5,4
COMPACT CARS,AUDI,A4 QUATTRO,3,6,Manual(M6),4,12,18,25,20,19.4611,31.9847,23.6235,P,,,,,,90,13,,,1238, ,,5,4
COMPACT CARS,AUDI,A4 QUATTRO,3,6,Auto(S5),4,12,18,26,21,20.4985,32.9501,24.6985,P,,,,,,90,13,,,1178, ,3MODE CLKUP ,5,4
COMPACT CARS,BENTLEY,BENTLEY CONTINENTAL R,6.8,8,Auto(L4),R,2,11,16,13,12.3,20,14.8775,P,G,T,,,,89,12,,,1903,GUZZLER,EMS 2MODE CLKUP,2,4
COMPACT CARS,BMW,325I,2.5,6,Auto(L5),R,25,20,28,23,22.5698,36.0136,27.1266,P,,,,,,91,11,,,1077, ,3MODE CLKUP ,4,4
COMPACT CARS,BMW,325I,2.5,6,Manual(M5),R,25,20,29,24,22.5761,37.5427,27.5115,P,,,,,,91,11,,,1032, ,,4,4
COMPACT CARS,BMW,325XI,2.5,6,Auto(L5),4,25,19,26,22,21.4,33.4,25.5271,P,,,,,,91,11,,,1126, ,3MODE CLKUP ,4,4
COMPACT CARS,BMW,325XI,2.5,6,Manual(M5),4,25,19,27,22,21.6,34.7,26.0205,P,,,,,,91,11,,,1126, ,,4,4
COMPACT CARS,BMW,330I,3,6,Auto(L5),R,30,20,28,23,22.4401,35.7002,26.9436,P,,,,,,91,11,,,1077, ,3MODE CLKUP ,4,4
COMPACT CARS,BMW,330I,3,6,Manual(M5),R,30,21,30,24,23.1,38.1,28.0737,P,,,,,,91,11,,,1032, ,,4,4
COMPACT CARS,BMW,330XI,3,6,Auto(L5),4,30,18,25,21,20.1,32.2,24.1906,P,,,,,,91,11,,,1178, ,3MODE CLKUP ,4,4
COMPACT CARS,BMW,330XI,3,6,Manual(M5),4,30,20,27,23,22,34.9,26.3894,P,,,,,,91,11,,,1077, ,,4,4
COMPACT CARS,BMW,525I,2.5,6,Auto(L5),R,25,20,28,23,22.5698,36.0136,27.1266,P,,,,,,93,11,,,1077, ,3MODE CLKUP ,4,4
COMPACT CARS,BMW,525I,2.5,6,Manual(M5),R,25,20,29,24,22.5761,37.5427,27.5115,P,,,,,,93,11,,,1032, ,,4,4
COMPACT CARS,BMW,530I,3,6,Auto(L5),R,30,19,27,22,20.8,34.5,25.3256,P,,,,,,93,11,,,1126, ,3MODE CLKUP ,4,4
COMPACT CARS,BMW,530I,3,6,Manual(M5),R,30,21,30,24,23.1,38.1,28.0737,P,,,,,,93,11,,,1032, ,,4,4
COMPACT CARS,BMW,540I,4.4,8,Auto(L5),R,44,18,24,20,20,30.9,23.7738,P,,,,,,93,11,,,1238, ,CLKUP ,4,4
COMPACT CARS,BMW,540I,4.4,8,Manual(M6),R,44,15,23,18,17.1994,29.1499,21.0902,P,G,,,,,93,11,,,1376,GUZZLER,,4,4
COMPACT CARS,BMW,540I,4.4,8,Auto(S5),R,44,17,21,19,18.8,26.9361,21.7573,P,G,,,,,93,11,,,1302,GUZZLER,3MODE CLKUP ,4,4
COMPACT CARS,BMW,M5,4.9,8,Manual(M6),R,49,13,21,16,14.9485,26.5,18.5963,P,G,,,,,93,11,,,1547,GUZZLER,,4,4
COMPACT CARS,CHEVROLET,CAVALIER,2.2,4,Auto(L4),F,116,24,33,28,27.1,42.6,32.4059,R,,,,87,13,92,13,,,830, ,CLKUP ,4,4
COMPACT CARS,CHEVROLET,CAVALIER,2.2,4,Manual(M5),F,117,26,33,29,28.6,42.4,33.5076,R,,,,87,13,92,13,,,802, ,SIL ,4,4
COMPACT CARS,CHRYSLER,SEBRING,2.4,4,Auto(L4),F,33,21,28,24,23.5,36.3,27.9322,R,,,,86,16,,,,,970,SOHC,CMODE CLKUP ,4,4
COMPACT CARS,CHRYSLER,SEBRING,2.4,4,Auto(L4),F,26,21,28,24,23.6,36.5,28.0632,R,,,,86,16,,,,,970,SOHC,CMODE CLKUP ,4,4
COMPACT CARS,CHRYSLER,SEBRING,2.4,4,Manual(M5),F,33,24,32,27,26.4,40.9,31.4112,R,,,,86,16,,,,,860,SOHC,,4,4
COMPACT CARS,CHRYSLER,SEBRING,2.4,4,Manual(M5),F,26,24,32,27,26.7,41.6,31.8303,R,,,,86,16,,,,,860,SOHC,,4,4
COMPACT CARS,CHRYSLER,SEBRING,3,6,Auto(L4),F,27,20,28,23,22.2,35.3,26.6506,R,,,,86,16,,,,,1011,SOHC,CMODE CLKUP ,4,4
COMPACT CARS,CHRYSLER,SEBRING,3,6,Manual(M5),F,27,21,29,24,22.804,36.808,27.5147,R,,,,86,16,,,,,970,SOHC,,4,4
COMPACT CARS,CHRYSLER,SEBRING,3,6,Auto(S4),F,27,20,27,23,22.049,35.2499,26.5179,R,,,,86,16,,,,,1011,SOHC,2MODE CLKUP ,4,4
COMPACT CARS,CHRYSLER,SEBRING CONVERTIBLE,2.4,4,Auto(L4),F,20,22,30,25,24.6,37.9,29.2132,R,,,,90,11,,,,,930, ,CLKUP ,4,4
COMPACT CARS,CHRYSLER,SEBRING CONVERTIBLE,2.7,6,Auto(L4),F,30,21,28,23,23.4,35.3,27.5846,R,,,,90,11,,,,,1011, ,CLKUP ,4,4
COMPACT CARS,CHRYSLER,SEBRING CONVERTIBLE,2.7,6,Auto(L4),F,41,16,20,17,17.4,26.1,17.4747,E,,,,90,11,,,,,1588,E85 270,CLKUP ,4,4
COMPACT CARS,CHRYSLER,SEBRING CONVERTIBLE,2.7,6,Auto(L4),F,40,21,28,23,23.4,35.3,27.5846,R,,,,90,11,,,,,1011,GAS 390,CLKUP ,4,4
COMPACT CARS,CHRYSLER,SEBRING CONVERTIBLE,2.7,6,Manual(M5),F,31,20,27,22,21.9,34.8,26.2845,R,,,,90,11,,,,,1058, ,,4,4
COMPACT CARS,CHRYSLER,SEBRING CONVERTIBLE,2.7,6,Auto(S4),F,30,21,28,24,23.6,35.9,27.9019,R,,,,90,11,,,,,970, ,2MODE CLKUP ,4,4
COMPACT CARS,DAEWOO,LANOS,1.6,4,Auto(A4),F,29,22,32,26,24.6594,40.3856,31.7362,R,,,,,,,,,,895,DOHC-IL4,EMS ,2,4
COMPACT CARS,DAEWOO,LANOS,1.6,4,Manual(M5),F,29,23,33,27,25.9015,42.7884,33.5006,R,,,,,,,,,,860,DOHC-IL4,,2,4
COMPACT CARS,DAEWOO,NUBIRA,2,4,Auto(A4),F,49,20,27,23,22.021,34.9253,27.8279,R,,,,,,,,,,1011,DOHC-IL4,EMS ,2,4
COMPACT CARS,DAEWOO,NUBIRA,2,4,Manual(M5),F,49,21,29,24,23.6665,36.6829,29.5239,R,,,,,,,,,,970,DOHC-IL4,,2,4
COMPACT CARS,DODGE,NEON/SRT-4/SX 2.0,2,4,Auto(L4),F,10,25,32,28,28.1,41.3,32.8204,R,,,,,,90,13,,,830, ,CLKUP ,4,4
COMPACT CARS,DODGE,NEON/SRT-4/SX 2.0,2,4,Manual(M5),F,10,29,36,32,32.2,45.7,37.1367,R,,,,,,90,13,,,725, ,,4,4
COMPACT CARS,DODGE,NEON/SRT-4/SX 2.0,2.4,4,Manual(M5),F,60,22,30,25,24.1,38,28.8486,P,,T,,,,90,13,,,990, ,,4,4
COMPACT CARS,DODGE,STRATUS,2.4,4,Auto(L4),F,33,21,28,24,23.5,36.3,27.9322,R,,,,86,16,,,,,970,SOHC,CMODE CLKUP ,4,4
COMPACT CARS,DODGE,STRATUS,2.4,4,Auto(L4),F,26,21,28,24,23.6,36.5,28.0632,R,,,,86,16,,,,,970,SOHC,CMODE CLKUP ,4,4
COMPACT CARS,DODGE,STRATUS,2.4,4,Manual(M5),F,33,24,32,27,26.4,40.9,31.4112,R,,,,86,16,,,,,860,SOHC,,4,4
COMPACT CARS,DODGE,STRATUS,2.4,4,Manual(M5),F,26,24,32,27,26.7,41.6,31.8303,R,,,,86,16,,,,,860,SOHC,,4,4
COMPACT CARS,DODGE,STRATUS,3,6,Auto(L4),F,27,20,28,23,22.2,35.3,26.6506,R,,,,86,16,,,,,1011,SOHC,CMODE CLKUP ,4,4
COMPACT CARS,DODGE,STRATUS,3,6,Manual(M5),F,27,21,29,24,22.804,36.808,27.5147,R,,,,86,16,,,,,970,SOHC,,4,4
COMPACT CARS,DODGE,STRATUS,3,6,Auto(S4),F,27,20,27,23,22.049,35.2499,26.5179,R,,,,86,16,,,,,1011,SOHC,2MODE CLKUP ,4,4
COMPACT CARS,FORD,FOCUS,2,4,Auto(L4),F,129,27,33,30,30.1973,42.3994,34.6898,R,,,,,,95,9,95,21,774,2-VALVE,CLKUP ,2,4
COMPACT CARS,FORD,FOCUS,2,4,Auto(L4),F,125,25,31,28,28.2,40.2,32.5759,R,,,,,,95,9,95,21,830,4-VALVE,CLKUP ,4,4
COMPACT CARS,FORD,FOCUS,2,4,Manual(M5),F,133,27,36,31,30.4,45.8,35.8199,R,,,,,,95,9,95,21,751,2-VALVE,,2,4
COMPACT CARS,FORD,FOCUS,2,4,Manual(M5),F,131,26,34,29,28.9,43.5,34.0414,R,,,,,,95,9,95,21,802,4-VALVE,,4,4
COMPACT CARS,FORD,FOCUS,2,4,Manual(M6),F,139,21,25,22,23,32.1,26.3631,R,,,,,,95,9,95,21,1058, ,,4,4
COMPACT CARS,FORD,FOCUS,2.3,4,Auto(L4),F,141,24,30,26,26.5208,38.3221,30.7872,R,,,,,,95,9,95,21,895, ,CLKUP ,4,4
COMPACT CARS,FORD,FOCUS,2.3,4,Manual(M5),F,140,25,33,28,27.8,41.8,32.7335,R,,,,,,95,9,95,21,830, ,,4,4
COMPACT CARS,HONDA,CIVIC,1.7,4,Auto(AV),F,28,30,34,32,33.2,43.9,37.29,C,,,,,,91,7,,,608,CNG,VLKUP ,4,4
COMPACT CARS,HONDA,CIVIC,1.7,4,Auto(AV),F,20,35,40,37,38.5,51.6,43.4657,R,,,,86,13,91,10,85,16,628,LEAN-BURN,,4,4
COMPACT CARS,HONDA,CIVIC,1.7,4,Auto(L4),F,23,29,38,33,32.7,48.6,38.3453,R,,,,86,13,91,10,85,16,704, ,CLKUP ,4,4
COMPACT CARS,HONDA,CIVIC,1.7,4,Auto(L4),F,26,30,38,33,33,48.2,38.4574,R,,,,86,13,91,10,85,16,704,VTEC,CLKUP ,4,4
COMPACT CARS,HONDA,CIVIC,1.7,4,Manual(M5),F,23,32,38,34,35,48.9,40.1337,R,,,,86,13,91,10,85,16,684, ,,4,4
COMPACT CARS,HONDA,CIVIC,1.7,4,Manual(M5),F,20,36,44,39,40.2,56.2,46.1069,R,,,,86,13,91,10,85,16,595,LEAN-BURN,,4,4
COMPACT CARS,HONDA,CIVIC,1.7,4,Manual(M5),F,26,32,38,34,35.4,49.1,40.4831,R,,,,86,13,91,10,85,16,684,VTEC,,4,4
COMPACT CARS,HONDA,CIVIC,2,4,Manual(M5),F,83,26,30,28,28.5,39,32.4289,R,,,,86,13,91,10,85,16,830,VTC/VTEC,,4,4
COMPACT CARS,HONDA,CIVIC HYBRID,1.3,4,Auto(AV),F,30,48,47,48,53.8,60.8,56.7396,R,,,,,,91,10,,,484, ,,2,4
COMPACT CARS,HONDA,CIVIC HYBRID,1.3,4,Manual(M5),F,30,46,51,48,50.9,64.9,56.3722,R,,,,,,91,10,,,484, ,SIL ,2,4
COMPACT CARS,HYUNDAI,ACCENT/BRIO,1.5,4,Auto(L4),F,12,27,35,30,29.5,45.4,35.019,R,,,,,,89,12,,,774, ,2MODE CLKUP ,3,4
COMPACT CARS,HYUNDAI,ACCENT/BRIO,1.5,4,Manual(M5),F,12,28,36,31,31.4,45.9,36.6034,R,,,,,,89,12,,,751, ,,3,4
COMPACT CARS,HYUNDAI,ACCENT/BRIO,1.6,4,Auto(L4),F,13,26,35,30,29.3,44.7,34.6759,R,,,,,,89,12,,,774, ,2MODE CLKUP ,4,4
COMPACT CARS,HYUNDAI,ACCENT/BRIO,1.6,4,Manual(M5),F,13,29,33,31,32.2,42.8,36.2388,R,,,,,,89,12,,,751, ,,4,4
COMPACT CARS,HYUNDAI,ELANTRA,2,4,Auto(L4),F,999,25,33,28,27.572,42.82,32.8333,R,,,,,,95,13,,,830, ,CLKUP ,4,4
COMPACT CARS,HYUNDAI,ELANTRA,2,4,Auto(L4),F,16,25,33,28,27.572,42.82,32.8333,R,,,,,,95,13,,,830, ,CLKUP ,4,4
COMPACT CARS,HYUNDAI,ELANTRA,2,4,Auto(L4),F,15,25,33,28,27.572,42.82,32.8333,R,,,,,,95,13,,,830, ,CLKUP ,4,4
COMPACT CARS,HYUNDAI,ELANTRA,2,4,Auto(L4),F,11,24,33,28,27.1,42.4,32.3537,R,,,,,,95,13,,,830, ,CLKUP ,4,4
COMPACT CARS,HYUNDAI,ELANTRA,2,4,Manual(M5),F,11,24,33,28,27.2174,42.5244,32.4783,R,,,,,,95,13,,,830, ,,4,4
COMPACT CARS,INFINITI,G35,3.5,6,Manual(M6),R,26,20,27,22,21.8274,34.0365,26.0289,P,,,,95,11,95,11,,,1126, ,,4,4
COMPACT CARS,INFINITI,G35,3.5,6,Auto(S5),R,23,19,26,21,20.5622,32.783,24.7068,R,,,,95,11,95,11,,,1107, ,CLKUP ,4,4
COMPACT CARS,INFINITI,G35,3.5,6,Auto(S5),R,25,19,26,21,20.5622,32.783,24.7068,P,,,,95,11,95,11,,,1178,COUPE,CLKUP ,4,4
COMPACT CARS,INFINITI,M45,4.5,8,Auto(S5),R,32,17,23,20,19.2677,30.103,22.9918,P,,,,,,91,13,,,1238, ,CLKUP ,4,4
COMPACT CARS,JAGUAR,JAGUAR X-TYPE,2.5,6,Auto(L5),4,305,19,26,22,20.9484,33.549,25.2091,P,,,,,,90,16,,,1126, ,EMS 2MODE CLKUP,4,4
COMPACT CARS,JAGUAR,JAGUAR X-TYPE,2.5,6,Manual(M5),4,307,19,28,22,21.6,35.3,26.1706,P,,,,,,90,16,,,1126, ,,4,4
COMPACT CARS,JAGUAR,JAGUAR X-TYPE,3,6,Auto(L5),4,306,18,25,21,19.8499,32.6493,24.1017,P,,,,,,90,16,,,1178, ,EMS 2MODE CLKUP,4,4
COMPACT CARS,JAGUAR,JAGUAR X-TYPE,3,6,Manual(M5),4,308,18,28,22,20.3,35.3,25.0995,P,,,,,,90,16,,,1126, ,,4,4
COMPACT CARS,JAGUAR,XJ SPORT,4,8,Auto(L5),R,41,17,24,20,18.9995,30.2997,22.8312,P,,,,,,93,13,,,1238, ,2MODE ,4,4
COMPACT CARS,JAGUAR,XJ8,4,8,Auto(L5),R,41,17,24,20,18.9995,30.2997,22.8312,P,,,,,,93,13,,,1238, ,2MODE ,4,4
COMPACT CARS,JAGUAR,XJR,4,8,Auto(L5),R,220,16,22,18,17.6877,27.6049,21.0986,P,G,,S,,,93,13,,,1376,GUZZLER,2MODE ,4,4
COMPACT CARS,KIA,KIA RIO,1.6,4,Auto(L4),F,1,25,32,28,28.1,41.5,32.8771,R,,,,,,88,9,88,25,830, ,2MODE CLKUP ,4,4
COMPACT CARS,KIA,KIA RIO,1.6,4,Manual(M5),F,1,26,33,29,29.4,41.7,33.8996,R,,,,,,88,9,88,25,802, ,,4,4
COMPACT CARS,KIA,KIA SPECTRA,1.8,4,Auto(L4),F,2,22,30,25,23.9,38,28.6906,R,,,,,,93,10,93,14,930, ,2MODE CLKUP ,4,4
COMPACT CARS,KIA,KIA SPECTRA,1.8,4,Manual(M5),F,2,24,32,27,26.2,40.6,31.1758,R,,,,,,93,10,93,14,860, ,,4,4
COMPACT CARS,LEXUS,IS 300,3,6,Manual(M5),R,13,18,25,20,19.7385,31.5854,23.7465,P,,,,,,89,10,89,17,1238, ,,4,4
COMPACT CARS,LEXUS,IS 300,3,6,Auto(S5),R,13,18,24,20,19.7693,31.2088,23.6743,P,,,,,,89,10,89,17,1238, ,2MODE CLKUP ,4,4
COMPACT CARS,MAZDA,PROTEGE/PROTEGE 5,2,4,Auto(L4),F,2,25,30,27,27.4,38.5,31.4849,R,,,,,,93,13,93,20,860, ,CLKUP ,4,4
COMPACT CARS,MAZDA,PROTEGE/PROTEGE 5,2,4,Manual(M5),F,6,24,30,26,26.2,37.9,30.4268,P,,,,,,93,13,93,20,953, ,,4,4
COMPACT CARS,MAZDA,PROTEGE/PROTEGE 5,2,4,Manual(M5),F,2,25,31,27,27.8,39.3,32.0158,R,,,,,,93,13,93,20,860, ,,4,4
COMPACT CARS,MAZDA,PROTEGE/PROTEGE 5,2,4,Auto(S4),F,2,25,30,27,27.4,38.5,31.4849,R,,,,,,93,13,93,20,860, ,CLKUP ,4,4
COMPACT CARS,MERCEDES-BENZ,C230  KOMPRESSOR,1.8,4,Auto(L5),R,40,23,31,26,25.772,39.8267,30.6373,P,,,S,,,88,12,,,953, ,EMS 2MODE CLKUP,4,4
COMPACT CARS,MERCEDES-BENZ,C230  KOMPRESSOR,1.8,4,Manual(M6),R,40,21,30,24,23.1173,38.9601,28.295,P,,,S,,,88,12,,,1032, ,EMS ,4,4
COMPACT CARS,MERCEDES-BENZ,C230 KOMPRESSOR,1.8,4,Auto(L5),R,740,23,32,27,26.0499,40.499,31.0321,P,,,,,,,,85,16,916, ,EMS 2MODE ,3,4
COMPACT CARS,MERCEDES-BENZ,C230 KOMPRESSOR,1.8,4,Manual(M6),R,740,21,31,25,23.3962,39.7424,28.71,P,,,,,,,,85,16,990, ,EMS ,3,4
COMPACT CARS,MERCEDES-BENZ,C240,2.6,6,Auto(L5),R,61,19,25,21,21.4443,31.7846,25.1221,P,,,,,,88,12,,,1178, ,EMS 2MODE ,3,4
COMPACT CARS,MERCEDES-BENZ,C240,2.6,6,Manual(M6),R,61,17,26,20,19.0467,32.7997,23.4764,P,,,,,,88,12,,,1238, ,EMS ,3,4
COMPACT CARS,MERCEDES-BENZ,C240 (4MATIC),2.6,6,Auto(L5),4,62,19,25,21,21.1649,31.8434,24.9264,P,,,,,,89,12,,,1178, ,EMS 2MODE CLKUP,3,4
COMPACT CARS,MERCEDES-BENZ,C32 AMG,3.2,6,Auto(L5),R,65,17,21,18,18.4,26.8,21.4214,P,G,,,,,89,12,,,1376,GUZZLER,EMS 2MODE CLKUP,3,4
COMPACT CARS,MERCEDES-BENZ,C320,3.2,6,Auto(L5),R,64,20,26,22,22.1995,33.7896,26.2515,P,,,,,,89,12,,,1126, ,EMS 2MODE CLKUP,3,4
COMPACT CARS,MERCEDES-BENZ,C320,3.2,6,Manual(M6),R,64,17,25,20,18.6788,32.5942,23.1207,P,,,,,,89,12,,,1238, ,EMS ,3,4
COMPACT CARS,MERCEDES-BENZ,C320 (4MATIC),3.2,6,Auto(L5),4,66,19,25,21,21.1649,31.8434,24.9264,P,,,,,,89,12,,,1178, ,EMS 2MODE CLKUP,3,4
COMPACT CARS,MERCEDES-BENZ,C320 SPORTS COUPE,3.2,6,Auto(L5),R,764,19,25,21,21.2981,31.7323,24.9969,P,,,,,,,,85,16,1178, ,EMS 2MODE CLKUP,3,4
COMPACT CARS,MERCEDES-BENZ,C320 SPORTS COUPE,3.2,6,Manual(M6),R,764,17,25,20,18.8734,32.5723,23.2791,P,,,,,,,,85,16,1238, ,EMS ,3,4
COMPACT CARS,MERCEDES-BENZ,CL500,5,8,Auto(L5),R,375,16,22,18,17.4994,28.3457,21.1394,P,G,,,88,12,,,,,1376,GUZZLER,EMS 2MODE CLKUP,3,4
COMPACT CARS,MERCEDES-BENZ,CL55 AMG,5,8,Auto(L5),R,374,14,22,17,15.8943,27.9499,19.7224,P,G,,S,88,12,,,,,1455,GUZZLER,EMS 2MODE CLKUP,3,4
COMPACT CARS,MERCEDES-BENZ,CL600,5.5,12,Auto(L5),R,378,13,19,15,14.2,23.9,17.3729,P,G,,,88,12,,,,,1651,GUZZLER,EMS 2MODE CLKUP,3,4
COMPACT CARS,MITSUBISHI,LANCER,1.6,4,Auto(L4),F,15,24,29,26,27.2,37.2,30.9431,R,,,,,,94,11,,,895,SOHC,CMODE CLKUP ,4,4
COMPACT CARS,MITSUBISHI,LANCER,1.6,4,Manual(M5),F,15,28,33,30,30.8,42.3,35.0933,R,,,,,,94,11,,,774,SOHC,,4,4
COMPACT CARS,MITSUBISHI,LANCER,2,4,Auto(L4),F,16,24,31,27,26.8057,39.2684,31.2719,R,,,,,,94,11,,,860,SOHC,CMODE CLKUP ,4,4
COMPACT CARS,MITSUBISHI,LANCER,2,4,Manual(M5),F,16,27,33,29,29.7262,42.8298,34.4722,R,,,,,,94,11,,,802,SOHC,,4,4
COMPACT CARS,MITSUBISHI,LANCER EVOLUTION,2,4,Manual(M5),4,17,18,26,21,20.5,32.7,24.6362,P,,T,,,,94,11,,,1178,DOHC,,4,4
COMPACT CARS,NISSAN,SENTRA,1.8,4,Auto(L4),F,1,28,35,31,31.3427,44.4566,36.14,R,,,,,,88,12,,,751, ,CLKUP ,4,4
COMPACT CARS,NISSAN,SENTRA,1.8,4,Manual(M5),F,1,28,36,31,31.6,46.1,36.8101,R,,,,,,88,12,,,751, ,,4,4
COMPACT CARS,NISSAN,SENTRA,2.5,4,Auto(L4),F,11,23,28,25,25.0499,35.4,28.845,R,,,,,,88,12,,,930, ,CLKUP ,4,4
COMPACT CARS,NISSAN,SENTRA,2.5,4,Manual(M5),F,11,24,29,26,26.2,37.3,30.251,R,,,,,,88,12,,,895, ,,4,4
COMPACT CARS,NISSAN,SENTRA,2.5,4,Manual(M6),F,11,23,29,26,25.8,37.8,30.1,R,,,,,,88,12,,,895, ,,4,4
COMPACT CARS,OLDSMOBILE,ALERO,2.2,4,Auto(L4),F,116,24,33,28,27.1,42.6,32.4059,R,,,,93,14,91,14,,,830, ,CLKUP ,4,4
COMPACT CARS,OLDSMOBILE,ALERO,2.2,4,Manual(M5),F,117,26,33,29,28.6,42.4,33.5076,R,,,,93,14,91,14,,,802, ,SIL ,4,4
COMPACT CARS,OLDSMOBILE,ALERO,3.4,6,Auto(L4),F,110,20,29,23,23.7,41,29.2549,R,,,,93,14,91,14,,,1011, ,CLKUP ,2,4
